Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,61.816648,[53 69] ; [223  47],[85.89795918 36.10204082] ; [190.10204082  79.89795918],1
a4,1,0.0,55.642416,[23 99] ; [160 109],[57.09974425 64.90025575] ; [125.90025575 143.09974425],1
d2,1,0.0,42.725656,[30 92] ; [161 106],[59.90231362 62.09768638] ; [131.09768638 135.90231362],1
d1,1,0.0,42.146438,[36 86] ; [175  95],[65.66836735 56.33163265] ; [145.33163265 124.66836735],1
u1,1,0.0,30.049751,[  4 118] ; [ 73 197],[23.96428571 98.03571429] ; [ 53.03571429 216.96428571],1
d5,1,0.0,29.358736,[77 44] ; [235  34],[96.8 24.2] ; [215.2  53.8],1
a6,1,1e-06,23.862641,[65 57] ; [209  60],[85.49360614 36.50639386] ; [188.50639386  80.49360614],1
n4,1,4e-06,21.39361,[70 52] ; [214  54],[88.84102564 33.15897436] ; [195.15897436  72.84102564],1
s7,1,4.1e-05,16.843087,[33 82] ; [134 126],[51.21333333 63.78666667] ; [115.78666667 144.21333333],1
d4,1,5.1e-05,16.403269,[82 39] ; [230  39],[96.8 24.2] ; [215.2  53.8],1
r1,1,0.000634,11.674248,[88 33] ; [233  35],[99.84832905 21.15167095] ; [221.15167095  46.84832905],1
s8,1,0.002864,8.891879,[35 87] ; [120 149],[48.36317136 73.63682864] ; [106.63682864 162.36317136],0
r2,1,0.006902,7.298221,[116   6] ; [267   2],[119.50383632   2.49616368] ; [263.49616368   5.50383632],0
p9,1,0.007164,7.231449,[82 36] ; [220  49],[92.08268734 25.91731266] ; [209.91731266  59.08268734],0
p10,1,0.008332,6.960695,[77 42] ; [207  60],[87.55440415 31.44559585] ; [196.44559585  70.55440415],0
n5,1,0.015198,5.893386,[72 49] ; [192  75],[82.32989691 38.67010309] ; [181.67010309  85.32989691],0
v4,1,0.015569,5.850903,[113   8] ; [264   5],[116.96666667   4.03333333] ; [260.03333333   8.96666667],0
p4,1,0.0164,5.759455,[44 77] ; [133 136],[54.91538462 66.08461538] ; [122.08461538 146.91538462],0
s5,1,0.018948,5.506271,[24 91] ; [ 85 174],[33.51604278 81.48395722] ; [ 75.48395722 183.51604278],0
s2,1,0.026612,4.915817,[51 69] ; [146 121],[61.08527132 58.91472868] ; [135.91472868 131.08527132],0
p3,1,0.036919,4.354153,[35 87] ; [107 163],[44.19387755 77.80612245] ; [ 97.80612245 172.19387755],0
v2,1,0.039548,4.237178,[50 64] ; [143 115],[59.14516129 54.85483871] ; [133.85483871 124.14516129],0
s6,1,0.040165,4.210902,[69 52] ; [181  86],[77.96391753 43.03608247] ; [172.03608247  94.96391753],0
b2,1,0.046908,3.948685,[19 49] ; [ 73 102],[25.74485597 42.25514403] ; [ 66.25514403 108.74485597],0
b3,1,0.046908,3.948685,[19 49] ; [ 73 102],[25.74485597 42.25514403] ; [ 66.25514403 108.74485597],0
d3,1,0.052782,3.750806,[72 49] ; [187  82],[80.35641026 40.64358974] ; [178.64358974  90.35641026],0
p12,1,0.069511,3.294535,[  3 118] ; [ 19 250],[  6.82564103 114.17435897] ; [ 15.17435897 253.82564103],0
p2,1,0.100464,2.69816,[81 41] ; [201  69],[87.76530612 34.23469388] ; [194.23469388  75.76530612],0
a1,1,0.129169,2.302466,[  2 120] ; [ 13 257],[  4.66836735 117.33163265] ; [ 10.33163265 259.66836735],0
v3,1,0.141655,2.159889,[34 82] ; [ 94 159],[40.23848238 75.76151762] ; [ 87.76151762 165.23848238],0
v1,1,0.203082,1.620072,[50 69] ; [128 133],[55.74210526 63.25789474] ; [122.25789474 138.74210526],0
u4,1,0.250378,1.321195,[  1 121] ; [  7 263],[  2.48979592 119.51020408] ; [  5.51020408 264.48979592],0
a7,1,0.259256,1.272724,[82 39] ; [198  72],[86.64961637 34.35038363] ; [193.35038363  76.64961637],0
n2,1,0.393922,0.7268,[22 10] ; [65 20],[23.79487179  8.20512821] ; [63.20512821 21.79487179],0
r3,1,0.412417,0.671822,[120   2] ; [268   2],[120.75510204   1.24489796] ; [267.24489796   2.75510204],0
s3,1,0.425431,0.635263,[64 56] ; [154 113],[67.59689922 52.40310078] ; [150.40310078 116.59689922],0
p6,1,0.425676,0.634591,[25 95] ; [ 66 203],[28.07197943 91.92802057] ; [ 62.92802057 206.07197943],0
b4,1,0.480329,0.498116,[76 46] ; [158 112],[72.82653061 49.17346939] ; [161.17346939 108.82653061],0
u2,1,0.510743,0.432545,[42 25] ; [26 20],[40.31858407 26.68141593] ; [27.68141593 18.31858407],0
s4,1,0.52482,0.404412,[ 19 102] ; [ 49 218],[21.20618557 99.79381443] ; [ 46.79381443 220.20618557],0
b5,1,0.534004,0.386767,[83 39] ; [175  95],[80.29591837 41.70408163] ; [177.70408163  92.29591837],0
p11,1,0.55237,0.353088,[85 37] ; [196  74],[87.45408163 34.54591837] ; [193.54591837  76.45408163],0
p5,1,0.572854,0.31793,[  7 113] ; [ 12 255],[  5.89147287 114.10852713] ; [ 13.10852713 253.89147287],0
n6,1,0.594475,0.28341,[97 25] ; [220  49],[98.91048593 23.08951407] ; [218.08951407  50.91048593],0
p7,1,0.624917,0.239017,[49 68] ; [119 148],[51.1875 65.8125] ; [116.8125 150.1875],0
b1,1,0.662631,0.190344,[48 74] ; [100 170],[46.06122449 75.93877551] ; [101.93877551 168.06122449],0
u3,1,0.670782,0.180689,[46 22] ; [30 17],[44.93913043 23.06086957] ; [31.06086957 15.93913043],0
a8,1,0.692155,0.156763,[ 14 101] ; [ 33 208],[15.18258427 99.81741573] ; [ 31.81741573 209.18258427],0
s1,1,0.694636,0.154112,[  6 113] ; [ 11 254],[  5.26822917 113.73177083] ; [ 11.73177083 253.26822917],0
n1,1,0.790578,0.070522,[12 21] ; [32 50],[12.62608696 20.37391304] ; [31.37391304 50.62608696],0
p1,1,0.828442,0.046959,[  7 115] ; [ 14 255],[  6.55242967 115.44757033] ; [ 14.44757033 254.55242967],0
n3,1,0.87656,0.024128,[25  8] ; [64 19],[25.31896552  7.68103448] ; [63.68103448 19.31896552],0
