Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.020921,5.333333,[5 1] ; [1 5],[3. 3.] ; [3. 3.],0
v1,1,0.169583,1.886621,[5 2] ; [2 4],[3.76923077 3.23076923] ; [3.23076923 2.76923077],0
d1,1,0.169583,1.886621,[5 2] ; [2 4],[3.76923077 3.23076923] ; [3.23076923 2.76923077],0
p4,1,0.303052,1.060714,[3 3] ; [4 1],[3.81818182 2.18181818] ; [3.18181818 1.81818182],0
a7,1,0.307741,1.040344,[4 3] ; [5 1],[4.84615385 2.15384615] ; [4.15384615 1.84615385],0
b5,1,0.307741,1.040344,[4 3] ; [5 1],[4.84615385 2.15384615] ; [4.15384615 1.84615385],0
b1,1,0.390636,0.736961,[4 3] ; [2 4],[3.23076923 3.76923077] ; [2.76923077 3.23076923],0
a3,1,0.390636,0.736961,[3 4] ; [4 2],[3.76923077 3.23076923] ; [3.23076923 2.76923077],0
p10,1,0.407626,0.685714,[4 3] ; [4 1],[4.66666667 2.33333333] ; [3.33333333 1.66666667],0
v2,1,0.428537,0.626786,[2 5] ; [3 3],[2.69230769 4.30769231] ; [2.30769231 3.69230769],0
d3,1,0.558185,0.342857,[4 2] ; [3 3],[3.5 2.5] ; [3.5 2.5],0
p7,1,0.558185,0.342857,[4 2] ; [3 3],[3.5 2.5] ; [3.5 2.5],0
d2,1,0.558185,0.342857,[4 2] ; [3 3],[3.5 2.5] ; [3.5 2.5],0
p11,1,0.611541,0.257937,[5 2] ; [5 1],[5.38461538 1.61538462] ; [4.61538462 1.38461538],0
b4,1,0.611541,0.257937,[5 2] ; [5 1],[5.38461538 1.61538462] ; [4.61538462 1.38461538],0
r3,1,0.611541,0.257937,[5 2] ; [5 1],[5.38461538 1.61538462] ; [4.61538462 1.38461538],0
r4,1,0.611541,0.257937,[5 2] ; [5 1],[5.38461538 1.61538462] ; [4.61538462 1.38461538],0
p8,1,0.724939,0.12381,[4 3] ; [4 2],[4.30769231 2.69230769] ; [3.69230769 2.30769231],0
p6,1,0.724939,0.12381,[3 4] ; [2 4],[2.69230769 4.30769231] ; [2.30769231 3.69230769],0
s5,1,0.796762,0.066327,[4 3] ; [3 3],[3.76923077 3.23076923] ; [3.23076923 2.76923077],0
b2,1,0.818971,0.052381,[2 4] ; [2 3],[2.18181818 3.81818182] ; [1.81818182 3.18181818],0
b3,1,0.818971,0.052381,[2 4] ; [2 3],[2.18181818 3.81818182] ; [1.81818182 3.18181818],0
p9,1,0.852876,0.034392,[5 2] ; [4 2],[4.84615385 2.15384615] ; [4.15384615 1.84615385],0
v3,1,0.852876,0.034392,[5 2] ; [4 2],[4.84615385 2.15384615] ; [4.15384615 1.84615385],0
p12,1,0.852876,0.034392,[2 5] ; [2 4],[2.15384615 4.84615385] ; [1.84615385 4.15384615],0
a8,1,0.886508,0.02037,[1 5] ; [1 4],[1.09090909 4.90909091] ; [0.90909091 4.09090909],0
s6,1,0.905581,0.014069,[6 1] ; [5 1],[5.92307692 1.07692308] ; [5.07692308 0.92307692],0
s1,1,0.905581,0.014069,[1 6] ; [1 5],[1.07692308 5.92307692] ; [0.92307692 5.07692308],0
r2,1,0.905581,0.014069,[6 1] ; [5 1],[5.92307692 1.07692308] ; [5.07692308 0.92307692],0
u1,1,0.905581,0.014069,[1 6] ; [1 5],[1.07692308 5.92307692] ; [0.92307692 5.07692308],0
a5,1,0.905581,0.014069,[6 1] ; [5 1],[5.92307692 1.07692308] ; [5.07692308 0.92307692],0
p3,1,1.0,0.0,[3 3] ; [3 3],[3. 3.] ; [3. 3.],0
n3,1,1.0,0.0,[1 1] ; [1 1],[1. 1.] ; [1. 1.],0
d4,1,1.0,0.0,[4 2] ; [4 2],[4. 2.] ; [4. 2.],0
a6,1,1.0,0.0,[5 1] ; [5 1],[5. 1.] ; [5. 1.],0
