Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.01405,6.031863,[27 10] ; [5 9],[23.21568627 13.78431373] ; [8.78431373 5.21568627],0
s4,1,0.017728,5.622874,[ 3 33] ; [5 9],[ 5.76 30.24] ; [ 2.24 11.76],0
r2,1,0.02906,4.764061,[35  1] ; [11  3],[33.12  2.88] ; [12.88  1.12],0
n4,1,0.047155,3.939865,[29  8] ; [7 7],[26.11764706 10.88235294] ; [9.88235294 4.11764706],0
a5,1,0.072356,3.228738,[21 16] ; [ 4 10],[18.1372549 18.8627451] ; [6.8627451 7.1372549],0
d1,1,0.072356,3.228738,[21 16] ; [ 4 10],[18.1372549 18.8627451] ; [6.8627451 7.1372549],0
r1,1,0.077815,3.109966,[28  9] ; [7 7],[25.39215686 11.60784314] ; [9.60784314 4.39215686],0
s7,1,0.088367,2.903878,[21 15] ; [4 9],[18.36734694 17.63265306] ; [6.63265306 6.36734694],0
a3,1,0.090277,2.86943,[23 14] ; [5 9],[20.31372549 16.68627451] ; [7.68627451 6.31372549],0
d3,1,0.106745,2.601769,[25 12] ; [6 8],[22.49019608 14.50980392] ; [8.50980392 5.49019608],0
s2,1,0.144561,2.12872,[19 18] ; [ 4 10],[16.68627451 20.31372549] ; [6.31372549 7.68627451],0
a7,1,0.176435,1.827396,[26 11] ; [7 7],[23.94117647 13.05882353] ; [9.05882353 4.94117647],0
s5,1,0.21737,1.521652,[ 4 30] ; [3 8],[ 5.28888889 28.71111111] ; [1.71111111 9.28888889],0
n3,1,0.263552,1.25,[9 1] ; [7 3],[8. 2.] ; [8. 2.],0
v2,1,0.278203,1.17585,[19 17] ; [5 9],[17.28 18.72] ; [6.72 7.28],0
p8,1,0.287624,1.130711,[22 15] ; [6 8],[20.31372549 16.68627451] ; [7.68627451 6.31372549],0
a2,1,0.302082,1.06498,[ 7 30] ; [ 1 13],[ 5.80392157 31.19607843] ; [ 2.19607843 11.80392157],0
s8,1,0.303626,1.058201,[16 20] ; [ 4 10],[14.4 21.6] ; [5.6 8.4],0
r4,1,0.321313,0.983595,[31  6] ; [10  4],[29.74509804  7.25490196] ; [11.25490196  2.74509804],0
p4,1,0.331887,0.941521,[24 13] ; [7 7],[22.49019608 14.50980392] ; [8.50980392 5.49019608],0
a8,1,0.34864,0.8784,[ 6 28] ; [ 1 13],[ 4.95833333 29.04166667] ; [ 2.04166667 11.95833333],0
v3,1,0.373112,0.793274,[10 26] ; [ 2 11],[ 8.81632653 27.18367347] ; [3.18367347 9.81632653],0
v1,1,0.39169,0.733689,[15 21] ; [ 4 10],[13.68 22.32] ; [5.32 8.68],0
p3,1,0.407431,0.686284,[18 19] ; [5 9],[16.68627451 20.31372549] ; [6.31372549 7.68627451],0
b1,1,0.407431,0.686284,[19 18] ; [9 5],[20.31372549 16.68627451] ; [7.68627451 6.31372549],0
a4,1,0.407431,0.686284,[18 19] ; [5 9],[16.68627451 20.31372549] ; [6.31372549 7.68627451],0
b2,1,0.460866,0.543791,[13 13] ; [4 2],[13.8125 12.1875] ; [3.1875 2.8125],0
b3,1,0.460866,0.543791,[13 13] ; [4 2],[13.8125 12.1875] ; [3.1875 2.8125],0
n1,1,0.497739,0.459753,[6 4] ; [4 5],[5.26315789 4.73684211] ; [4.73684211 4.26315789],0
u3,1,0.551848,0.354016,[8 6] ; [4 5],[7.30434783 6.69565217] ; [4.69565217 4.30434783],0
b5,1,0.553301,0.351437,[26 11] ; [11  3],[26.84313725 10.15686275] ; [10.15686275  3.84313725],0
d2,1,0.588148,0.293246,[19 18] ; [6 8],[18.1372549 18.8627451] ; [6.8627451 7.1372549],0
s3,1,0.66519,0.18728,[21 16] ; [7 7],[20.31372549 16.68627451] ; [7.68627451 6.31372549],0
d5,1,0.681041,0.168957,[26 11] ; [9 5],[25.39215686 11.60784314] ; [9.60784314 4.39215686],0
p9,1,0.71154,0.136744,[18 19] ; [6 8],[17.41176471 19.58823529] ; [6.58823529 7.41176471],0
s6,1,0.723413,0.125246,[20 16] ; [7 7],[19.44 16.56] ; [7.56 6.44],0
p11,1,0.752732,0.09925,[22 15] ; [9 5],[22.49019608 14.50980392] ; [8.50980392 5.49019608],0
d4,1,0.756117,0.096463,[28  9] ; [10  4],[27.56862745  9.43137255] ; [10.43137255  3.56862745],0
p2,1,0.756117,0.096463,[28  9] ; [10  4],[27.56862745  9.43137255] ; [10.43137255  3.56862745],0
s1,1,0.782974,0.07587,[ 2 34] ; [ 1 12],[ 2.20408163 33.79591837] ; [ 0.79591837 12.20408163],0
b4,1,0.795749,0.067005,[20 17] ; [7 7],[19.58823529 17.41176471] ; [7.41176471 6.58823529],0
r3,1,0.813951,0.055381,[35  2] ; [13  1],[34.82352941  2.17647059] ; [13.17647059  0.82352941],0
p7,1,0.824412,0.049228,[25 12] ; [9 5],[24.66666667 12.33333333] ; [9.33333333 4.66666667],0
a6,1,0.880754,0.022504,[22 15] ; [8 6],[21.76470588 15.23529412] ; [8.23529412 5.76470588],0
u2,1,0.940259,0.005617,[8 6] ; [5 4],[7.91304348 6.08695652] ; [5.08695652 3.91304348],0
p1,1,0.942987,0.005115,[ 5 32] ; [ 2 12],[ 5.07843137 31.92156863] ; [ 1.92156863 12.07843137],0
n2,1,1.0,0.0,[8 2] ; [8 2],[8. 2.] ; [8. 2.],0
