Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.004663,8.005671,[24 68] ; [24 24],[31.54285714 60.45714286] ; [16.45714286 31.54285714],0
r1,1,0.530556,0.393327,[71 21] ; [34 13],[69.49640288 22.50359712] ; [35.50359712 11.49640288],0
v2,1,0.538912,0.377561,[48 40] ; [21 22],[46.35114504 41.64885496] ; [22.64885496 20.35114504],0
a8,1,0.553648,0.350823,[ 6 77] ; [ 2 42],[ 5.22834646 77.77165354] ; [ 2.77165354 41.22834646],0
s4,1,0.58596,0.296699,[27 65] ; [12 36],[25.62857143 66.37142857] ; [13.37142857 34.62857143],0
p5,1,0.587293,0.294591,[ 6 86] ; [ 2 45],[ 5.29496403 86.70503597] ; [ 2.70503597 44.29496403],0
s3,1,0.611226,0.258394,[58 32] ; [33 15],[59.34782609 30.65217391] ; [31.65217391 16.34782609],0
s8,1,0.624719,0.239291,[42 50] ; [24 24],[43.37142857 48.62857143] ; [22.62857143 25.37142857],0
p2,1,0.707283,0.141006,[69 22] ; [35 13],[68.08633094 22.91366906] ; [35.91366906 12.08633094],0
p12,1,0.74383,0.106789,[ 5 87] ; [ 2 46],[ 4.6 87.4] ; [ 2.4 45.6],0
s5,1,0.745572,0.105289,[37 52] ; [17 27],[36.13533835 52.86466165] ; [17.86466165 26.13533835],0
p7,1,0.749539,0.101919,[51 40] ; [25 22],[50.11594203 40.88405797] ; [25.88405797 21.11594203],0
a5,1,0.802855,0.062327,[67 25] ; [34 14],[66.37142857 25.62857143] ; [34.62857143 13.37142857],0
v3,1,0.820649,0.051397,[26 63] ; [14 31],[26.56716418 62.43283582] ; [13.43283582 31.56716418],0
p8,1,0.892484,0.018269,[40 52] ; [21 26],[40.37410072 51.62589928] ; [20.62589928 26.37410072],0
a2,1,0.907616,0.013467,[18 74] ; [ 9 39],[17.74285714 74.25714286] ; [ 9.25714286 38.74285714],0
s7,1,0.910625,0.0126,[42 48] ; [21 25],[41.69117647 48.30882353] ; [21.30882353 24.69117647],0
d2,1,0.92656,0.008496,[41 51] ; [21 27],[40.74285714 51.25714286] ; [21.25714286 26.74285714],0
a6,1,0.940485,0.005574,[60 32] ; [31 17],[59.8 32.2] ; [31.2 16.8],0
b5,1,0.942053,0.005284,[55 37] ; [29 19],[55.2 36.8] ; [28.8 19.2],0
d4,1,0.942053,0.005284,[79 13] ; [41  7],[78.85714286 13.14285714] ; [41.14285714  6.85714286],0
