Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.005333,7.762924,[15 13] ; [98 26],[20.81578947  7.18421053] ; [92.18421053 31.81578947],0
n1,1,0.009231,6.77751,[1 7] ; [28 17],[4.37735849 3.62264151] ; [24.62264151 20.37735849],0
s4,1,0.01312,6.152804,[ 9 19] ; [ 16 108],[ 4.60526316 23.39473684] ; [ 20.39473684 103.60526316],0
a5,1,0.037036,4.348755,[24  4] ; [82 43],[19.39869281  8.60130719] ; [86.60130719 38.39869281],0
p9,1,0.06424,3.42438,[13 15] ; [79 42],[17.2885906 10.7114094] ; [74.7114094 46.2885906],0
s8,1,0.072023,3.2363,[ 6 22] ; [49 75],[10.13157895 17.86842105] ; [44.86842105 79.13157895],0
r2,1,0.106762,2.601504,[22  5] ; [112  10],[24.28187919  2.71812081] ; [109.71812081  12.28187919],0
v2,1,0.163954,1.937376,[16 12] ; [52 70],[12.69333333 15.30666667] ; [55.30666667 66.69333333],0
p5,1,0.180866,1.790494,[ 1 27] ; [ 15 108],[ 2.96688742 25.03311258] ; [ 13.03311258 109.96688742],0
n3,1,0.188742,1.727409,[6 1] ; [27 18],[4.44230769 2.55769231] ; [28.55769231 16.44230769],0
p10,1,0.18959,1.720802,[12 16] ; [69 53],[15.12 12.88] ; [65.88 56.12],0
p4,1,0.190833,1.711177,[ 9 18] ; [58 65],[12.06 14.94] ; [54.94 68.06],0
v1,1,0.193747,1.688893,[ 9 19] ; [57 68],[12.07843137 15.92156863] ; [53.92156863 71.07843137],0
b5,1,0.22579,1.467186,[14 14] ; [78 47],[16.83660131 11.16339869] ; [75.16339869 49.83660131],0
s6,1,0.243964,1.357543,[14 14] ; [75 46],[16.72483221 11.27516779] ; [72.27516779 48.72483221],0
u1,1,0.250729,1.319235,[ 3 25] ; [ 25 100],[ 5.12418301 22.87581699] ; [ 22.87581699 102.12418301],0
a4,1,0.266763,1.233316,[16 12] ; [56 67],[13.35099338 14.64900662] ; [58.64900662 64.35099338],0
d4,1,0.295376,1.094957,[23  5] ; [90 34],[20.81578947  7.18421053] ; [92.18421053 31.81578947],0
b2,1,0.316571,1.003059,[ 3 10] ; [27 45],[4.58823529 8.41176471] ; [25.41176471 46.58823529],0
b3,1,0.316571,1.003059,[ 3 10] ; [27 45],[4.58823529 8.41176471] ; [25.41176471 46.58823529],0
d1,1,0.361932,0.831179,[17 11] ; [64 61],[14.82352941 13.17647059] ; [66.17647059 58.82352941],0
p7,1,0.365338,0.81946,[11 17] ; [59 62],[13.15436242 14.84563758] ; [56.84563758 64.15436242],0
r4,1,0.371504,0.798626,[19  9] ; [95 30],[20.8627451  7.1372549] ; [93.1372549 31.8627451],0
d5,1,0.375994,0.783759,[23  5] ; [92 32],[21.18421053  6.81578947] ; [93.81578947 30.18421053],0
s5,1,0.419501,0.651714,[ 6 19] ; [38 80],[ 7.69230769 17.30769231] ; [36.30769231 81.69230769],0
p8,1,0.424256,0.638496,[ 7 20] ; [42 82],[ 8.7615894 18.2384106] ; [40.2384106 83.7615894],0
b4,1,0.44737,0.577307,[17 11] ; [66 59],[15.18954248 12.81045752] ; [67.81045752 57.18954248],0
d2,1,0.450616,0.569101,[17 11] ; [65 58],[15.20529801 12.79470199] ; [66.79470199 56.20529801],0
d3,1,0.486196,0.484934,[20  8] ; [80 44],[18.42105263  9.57894737] ; [81.57894737 42.42105263],0
a6,1,0.501429,0.45191,[15 13] ; [75 49],[16.57894737 11.42105263] ; [73.42105263 50.57894737],0
p3,1,0.501429,0.45191,[13 15] ; [49 75],[11.42105263 16.57894737] ; [50.57894737 73.42105263],0
s7,1,0.504803,0.444824,[10 14] ; [57 59],[11.48571429 12.51428571] ; [55.51428571 60.48571429],0
a7,1,0.512532,0.428894,[17 11] ; [84 41],[18.48366013  9.51633987] ; [82.51633987 42.48366013],0
u2,1,0.529846,0.394687,[4 5] ; [13 26],[3.1875 5.8125] ; [13.8125 25.1875],0
n2,1,0.571057,0.320918,[5 3] ; [34 13],[5.67272727 2.32727273] ; [33.32727273 13.67272727],0
r3,1,0.583982,0.299841,[23  5] ; [96 28],[21.92105263  6.07894737] ; [97.07894737 26.92105263],0
p6,1,0.632918,0.228124,[ 8 19] ; [42 80],[ 9.06040268 17.93959732] ; [40.93959732 81.06040268],0
v4,1,0.635808,0.224267,[22  6] ; [103  22],[22.87581699  5.12418301] ; [102.12418301  22.87581699],0
s2,1,0.642673,0.215264,[14 14] ; [56 68],[12.89473684 15.10526316] ; [57.10526316 66.89473684],0
s3,1,0.666179,0.186104,[14 12] ; [61 63],[13. 13.] ; [62. 62.],0
u3,1,0.710735,0.137544,[3 6] ; [16 24],[3.48979592 5.51020408] ; [15.51020408 24.48979592],0
v3,1,0.769373,0.085964,[10 15] ; [45 77],[ 9.3537415 15.6462585] ; [45.6462585 76.3537415],0
r1,1,0.794455,0.067876,[21  7] ; [90 34],[20.44736842  7.55263158] ; [90.55263158 33.44736842],0
a3,1,0.851004,0.035283,[19  9] ; [85 37],[19.41333333  8.58666667] ; [84.58666667 37.41333333],0
b1,1,0.851656,0.034971,[16 12] ; [69 56],[15.55555556 12.44444444] ; [69.44444444 55.55555556],0
p2,1,0.852681,0.034484,[18 10] ; [82 42],[18.42105263  9.57894737] ; [81.57894737 42.42105263],0
s1,1,0.893988,0.017758,[ 2 26] ; [  8 116],[ 1.84210526 26.15789474] ; [  8.15789474 115.84210526],0
a2,1,0.982337,0.00049,[ 7 21] ; [31 94],[ 6.95424837 21.04575163] ; [31.04575163 93.95424837],0
