Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,80.012239,[ 33 116] ; [63 11],[64.14349776 84.85650224] ; [31.85650224 42.14349776],1
s6,1,0.0,57.852016,[ 40 111] ; [58 14],[66.35874439 84.64125561] ; [31.64125561 40.35874439],1
s7,1,0.0,39.272727,[ 24 120] ; [42 30],[ 44. 100.] ; [22. 50.],1
s8,1,0.0,34.603334,[ 20 131] ; [37 38],[ 38.0840708 112.9159292] ; [18.9159292 56.0840708],1
s5,1,2e-06,22.625715,[ 16 130] ; [27 43],[ 29.06481481 116.93518519] ; [13.93518519 56.06481481],1
u3,1,0.000297,13.090909,[20 35] ; [20  5],[27.5 27.5] ; [12.5 12.5],1
s4,1,0.00035,12.783796,[ 16 134] ; [22 52],[ 25.44642857 124.55357143] ; [12.55357143 61.44642857],1
r4,1,0.000706,11.473283,[96 55] ; [64 11],[106.90265487  44.09734513] ; [53.09734513 21.90265487],1
v1,1,0.0008,11.241849,[ 44 105] ; [38 34],[55.28506787 93.71493213] ; [26.71493213 45.28506787],1
p9,1,0.001088,10.670727,[88 58] ; [60 13],[98.66666667 47.33333333] ; [49.33333333 23.66666667],0
p10,1,0.002221,9.357463,[79 70] ; [55 19],[89.53363229 59.46636771] ; [44.46636771 29.53363229],0
p6,1,0.004543,8.052763,[  6 143] ; [11 64],[ 11.30803571 137.69196429] ; [ 5.69196429 69.30803571],0
r3,1,0.018117,5.584814,[116  33] ; [68  7],[122.39285714  26.60714286] ; [61.60714286 13.39285714],0
r2,1,0.021391,5.294676,[125  24] ; [71  4],[130.375  18.625] ; [65.625  9.375],0
p3,1,0.035729,4.41,[ 12 138] ; [13 62],[ 16.66666667 133.33333333] ; [ 8.33333333 66.66666667],0
v4,1,0.037895,4.309716,[117  33] ; [67  8],[122.66666667  27.33333333] ; [61.33333333 13.66666667],0
p2,1,0.051842,3.780857,[76 75] ; [48 27],[82.84955752 68.15044248] ; [41.15044248 33.84955752],0
d2,1,0.05332,3.733867,[55 93] ; [38 37],[61.72197309 86.27802691] ; [31.27802691 43.72197309],0
v2,1,0.066879,3.358005,[52 92] ; [34 35],[58.14084507 85.85915493] ; [27.85915493 41.14084507],0
v3,1,0.074132,3.189081,[ 37 109] ; [26 44],[ 42.58333333 103.41666667] ; [20.41666667 49.58333333],0
u1,1,0.095318,2.782179,[ 13 138] ; [12 63],[ 16.70353982 134.29646018] ; [ 8.29646018 66.70353982],0
d4,1,0.103986,2.643327,[107  43] ; [61 14],[112.  38.] ; [56. 19.],0
b5,1,0.131679,2.272601,[87 64] ; [51 24],[92.20353982 58.79646018] ; [45.79646018 29.20353982],0
s1,1,0.142608,2.149591,[  4 146] ; [ 5 69],[  6.02678571 143.97321429] ; [ 2.97321429 71.02678571],0
p12,1,0.145671,2.117012,[  4 145] ; [ 5 69],[  6.01345291 142.98654709] ; [ 2.98654709 71.01345291],0
r1,1,0.146632,2.106939,[94 57] ; [54 21],[98.88495575 52.11504425] ; [49.11504425 25.88495575],0
a6,1,0.19164,1.704963,[100  51] ; [43 32],[95.54424779 55.45575221] ; [47.45575221 27.54424779],0
n3,1,0.233211,1.421167,[31 25] ; [18  8],[33.46341463 22.53658537] ; [15.53658537 10.46341463],0
a8,1,0.267519,1.229424,[ 10 134] ; [ 8 62],[ 12.11214953 131.88785047] ; [ 5.88785047 64.11214953],0
