Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,72.109329,[165 112] ; [ 34 144],[121.14945055 155.85054945] ; [ 77.85054945 100.14945055],1
v1,1,0.0,30.570974,[192  87] ; [ 76 102],[163.61487965 115.38512035] ; [104.38512035  73.61487965],1
a3,1,0.002164,9.404972,[223  60] ; [118  61],[208.88095238  74.11904762] ; [132.11904762  46.88095238],0
u1,1,0.0058,7.611314,[ 62 222] ; [ 21 158],[ 50.91144708 233.08855292] ; [ 32.08855292 146.91144708],0
p3,1,0.006421,7.428276,[187  95] ; [96 83],[173.11496746 108.88503254] ; [109.88503254  69.11496746],0
a7,1,0.010999,6.465521,[213  70] ; [115  64],[200.91774892  82.08225108] ; [127.08225108  51.91774892],0
p10,1,0.01929,5.475077,[258  23] ; [151  27],[250.38997821  30.61002179] ; [158.61002179  19.38997821],0
s4,1,0.020543,5.365111,[ 38 245] ; [ 38 137],[ 46.96069869 236.03930131] ; [ 29.03930131 145.96069869],0
n5,1,0.022098,5.23808,[233  49] ; [132  47],[223.27548807  58.72451193] ; [141.72451193  37.27548807],0
d4,1,0.025653,4.979273,[245  38] ; [140  38],[236.34490239  46.65509761] ; [148.65509761  29.34490239],0
a6,1,0.031584,4.620937,[199  83] ; [109  70],[188.40780911  93.59219089] ; [119.59219089  59.40780911],0
r1,1,0.043364,4.081154,[242  41] ; [140  39],[233.995671  49.004329] ; [148.004329  30.995671],0
d1,1,0.045402,4.003649,[182 102] ; [98 81],[171.74946004 112.25053996] ; [108.25053996  70.74946004],0
d5,1,0.052172,3.770247,[241  42] ; [139  39],[233.27548807  49.72451193] ; [146.72451193  31.27548807],0
p9,1,0.061268,3.502735,[260  23] ; [153  24],[254.08478261  28.91521739] ; [158.91521739  18.08478261],0
d3,1,0.081733,3.030093,[208  75] ; [118  61],[199.69264069  83.30735931] ; [126.30735931  52.69264069],0
r3,1,0.08717,2.925869,[276   6] ; [170   9],[272.82429501   9.17570499] ; [173.17570499   5.82429501],0
a5,1,0.088071,2.90929,[220  64] ; [126  53],[212.23326134  71.76673866] ; [133.76673866  45.23326134],0
n6,1,0.089503,2.883297,[251  29] ; [150  28],[245.15283843  34.84716157] ; [155.84716157  22.15283843],0
b1,1,0.108395,2.577472,[101 183] ; [ 77 102],[109.18358531 174.81641469] ; [ 68.81641469 110.18358531],0
r2,1,0.162228,1.953339,[264  13] ; [164  14],[260.56263736  16.43736264] ; [167.43736264  10.56263736],0
p2,1,0.164357,1.93367,[257  26] ; [168  10],[260.90021692  22.09978308] ; [164.09978308  13.90021692],0
d2,1,0.175752,1.833186,[140 143] ; [ 77 102],[132.92424242 150.07575758] ; [84.07575758 94.92424242],0
u4,1,0.182058,1.780742,[  6 278] ; [  1 178],[  4.2937365 279.7062635] ; [  2.7062635 176.2937365],0
b4,1,0.183922,1.765643,[167 117] ; [94 85],[160.0950324 123.9049676] ; [100.9049676  78.0950324],0
a2,1,0.194145,1.685877,[ 72 212] ; [ 36 143],[ 66.2462203 217.7537797] ; [ 41.7537797 137.2462203],0
s6,1,0.198806,1.651123,[186  93] ; [126  48],[192.1589404  86.8410596] ; [119.8410596  54.1589404],0
s7,1,0.212453,1.554629,[157 116] ; [88 83],[150.64189189 122.35810811] ; [94.35810811 76.64189189],0
p12,1,0.23141,1.432172,[ 30 252] ; [ 13 165],[ 26.36086957 255.63913043] ; [ 16.63913043 161.36086957],0
v4,1,0.250099,1.322753,[272   7] ; [171   8],[269.86244541   9.13755459] ; [173.13755459   5.86244541],0
n4,1,0.266102,1.236729,[234  50] ; [140  39],[229.40820734  54.59179266] ; [144.59179266  34.40820734],0
a4,1,0.313334,1.016569,[128 155] ; [ 72 106],[122.77657267 160.22342733] ; [ 77.22342733 100.77657267],0
p5,1,0.324222,0.971838,[ 48 236] ; [ 24 154],[ 44.25974026 239.74025974] ; [ 27.74025974 150.25974026],0
a8,1,0.330325,0.947622,[ 45 212] ; [ 23 142],[ 41.41232227 215.58767773] ; [ 26.58767773 138.41232227],0
