Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,87.360192,[330   7] ; [6 7],[323.52  13.48] ; [12.48  0.52],1
r4,1,0.0,39.125044,[326  15] ; [7 6],[320.77118644  20.22881356] ; [12.22881356  0.77118644],1
s2,1,0.002094,9.465081,[250  89] ; [4 8],[245.31623932  93.68376068] ; [8.68376068 3.31623932],0
r1,1,0.014174,6.016357,[292  47] ; [8 5],[288.92045455  50.07954545] ; [11.07954545  1.92045455],0
d3,1,0.015593,5.848157,[239 102] ; [5 8],[235.03954802 105.96045198] ; [8.96045198 4.03954802],0
d1,1,0.026096,4.949675,[232 109] ; [5 8],[228.29661017 112.70338983] ; [8.70338983 4.29661017],0
s7,1,0.042991,4.095759,[261  66] ; [6 5],[258.31065089  68.68934911] ; [8.68934911 2.31065089],0
p4,1,0.076302,3.141958,[236 104] ; [6 7],[233.0878187 106.9121813] ; [8.9121813 4.0878187],0
a5,1,0.091306,2.851199,[275  66] ; [8 5],[272.60734463  68.39265537] ; [10.39265537  2.60734463],0
p2,1,0.114319,2.49347,[290  50] ; [9 4],[287.98866856  52.01133144] ; [11.01133144  1.98866856],0
p3,1,0.124231,2.36315,[204 137] ; [5 8],[201.32485876 139.67514124] ; [7.67514124 5.32485876],0
a8,1,0.125662,2.345295,[ 51 260] ; [4 8],[ 52.95665635 258.04334365] ; [2.04334365 9.95665635],0
s5,1,0.160609,1.968486,[147 176] ; [3 9],[144.62686567 178.37313433] ; [5.37313433 6.62686567],0
u1,1,0.166113,1.917676,[ 83 258] ; [ 1 12],[ 80.91525424 260.08474576] ; [3.08474576 9.91525424],0
s3,1,0.195778,1.673596,[254  85] ; [7 5],[252.07692308  86.92307692] ; [8.92307692 3.07692308],0
v1,1,0.239879,1.381304,[205 124] ; [6 7],[202.97953216 126.02046784] ; [8.02046784 4.97953216],0
s6,1,0.284484,1.145542,[287  52] ; [8 3],[285.72857143  53.27142857] ; [9.27142857 1.72857143],0
s4,1,0.297937,1.083405,[ 65 274] ; [ 1 12],[ 63.5625 275.4375] ; [ 2.4375 10.5625],0
a3,1,0.298489,1.080935,[275  65] ; [9 4],[273.54107649  66.45892351] ; [10.45892351  2.54107649],0
p9,1,0.305973,1.047978,[311  28] ; [10  2],[310.02564103  28.97435897] ; [10.97435897  1.02564103],0
v3,1,0.366855,0.814291,[160 168] ; [8 5],[161.59530792 166.40469208] ; [6.40469208 6.59530792],0
b4,1,0.377299,0.779484,[194 147] ; [9 4],[195.54519774 145.45480226] ; [7.45480226 5.54519774],0
a6,1,0.383197,0.760421,[223 117] ; [7 6],[221.52974504 118.47025496] ; [8.47025496 4.52974504],0
d4,1,0.386958,0.74848,[291  49] ; [10  3],[289.91501416  50.08498584] ; [11.08498584  1.91501416],0
s1,1,0.48872,0.479343,[ 13 324] ; [ 1 12],[ 13.48 323.52] ; [ 0.52 12.48],0
p7,1,0.489414,0.477815,[234  98] ; [8 5],[232.88115942  99.11884058] ; [9.11884058 3.88115942],0
a7,1,0.514749,0.424401,[238 102] ; [8 5],[236.94050992 103.05949008] ; [9.05949008 3.94050992],0
p10,1,0.564587,0.331825,[299  38] ; [10  2],[298.37535817  38.62464183] ; [10.62464183  1.37535817],0
b1,1,0.57401,0.316019,[131 210] ; [6 7],[131.96892655 209.03107345] ; [5.03107345 7.96892655],0
n4,1,0.577591,0.310145,[296  44] ; [12  1],[296.6572238  43.3427762] ; [11.3427762  1.6572238],0
p12,1,0.609678,0.260645,[ 40 299] ; [ 2 10],[ 40.56410256 298.43589744] ; [ 1.43589744 10.56410256],0
u3,1,0.64511,0.212121,[42 24] ; [3 1],[42.42857143 23.57142857] ; [2.57142857 1.42857143],0
u2,1,0.674166,0.176768,[40 26] ; [2 2],[39.6 26.4] ; [2.4 1.6],0
b5,1,0.682167,0.167697,[203 138] ; [7 6],[202.28813559 138.71186441] ; [7.71186441 5.28813559],0
a2,1,0.689029,0.160138,[ 96 245] ; [ 3 10],[ 95.36440678 245.63559322] ; [3.63559322 9.36440678],0
p8,1,0.689175,0.15998,[199 136] ; [7 6],[198.3045977 136.6954023] ; [7.6954023 5.3045977],0
p11,1,0.777585,0.079788,[278  63] ; [11  2],[278.38700565  62.61299435] ; [10.61299435  2.38700565],0
p1,1,0.784676,0.074655,[ 34 306] ; [ 1 12],[ 33.71104816 306.28895184] ; [ 1.28895184 11.71104816],0
a4,1,0.793447,0.068558,[170 171] ; [6 7],[169.53672316 171.46327684] ; [6.46327684 6.53672316],0
d2,1,0.803179,0.062118,[198 143] ; [8 5],[198.43502825 142.56497175] ; [7.56497175 5.43502825],0
b2,1,0.804542,0.061243,[102 130] ; [4 6],[101.61983471 130.38016529] ; [4.38016529 5.61983471],0
b3,1,0.804542,0.061243,[102 130] ; [4 6],[101.61983471 130.38016529] ; [4.38016529 5.61983471],0
n2,1,0.844889,0.038276,[50 21] ; [3 1],[50.17333333 20.82666667] ; [2.82666667 1.17333333],0
n1,1,0.847199,0.037131,[32 39] ; [2 2],[32.18666667 38.81333333] ; [1.81333333 2.18666667],0
p6,1,0.88401,0.021283,[162 174] ; [6 7],[161.74212034 174.25787966] ; [6.25787966 6.74212034],0
p5,1,0.928547,0.008041,[ 55 282] ; [ 2 11],[ 54.88285714 282.11714286] ; [ 2.11714286 10.88285714],0
n5,1,0.945972,0.004592,[290  50] ; [11  2],[289.91501416  50.08498584] ; [11.08498584  1.91501416],0
d5,1,0.969608,0.001452,[289  51] ; [11  2],[288.95184136  51.04815864] ; [11.04815864  1.95184136],0
v2,1,0.979567,0.000656,[203 125] ; [8 5],[202.95601173 125.04398827] ; [8.04398827 4.95601173],0
