Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,34.273835,[103  17] ; [26 33],[86.48044693 33.51955307] ; [42.51955307 16.48044693],1
p10,1,1.9e-05,18.273117,[100  19] ; [32 27],[88.24719101 30.75280899] ; [43.75280899 15.24719101],1
a5,1,0.000357,12.742376,[91 29] ; [29 30],[80.44692737 39.55307263] ; [39.55307263 19.44692737],1
d5,1,0.000442,12.345712,[98 22] ; [33 25],[88.31460674 31.68539326] ; [42.68539326 15.31460674],1
v1,1,0.000488,12.161063,[71 48] ; [18 39],[60.17613636 58.82386364] ; [28.82386364 28.17613636],1
v3,1,0.00071,11.463751,[57 61] ; [12 44],[46.79310345 71.20689655] ; [22.20689655 33.79310345],1
p9,1,0.001471,10.114868,[100  19] ; [37 22],[91.58988764 27.41011236] ; [45.41011236 13.58988764],0
a4,1,0.011419,6.398887,[54 66] ; [15 44],[46.25698324 73.74301676] ; [22.74301676 36.25698324],0
n6,1,0.016167,5.784658,[101  18] ; [41 18],[94.93258427 24.06741573] ; [47.06741573 11.93258427],0
p3,1,0.022213,5.229029,[72 47] ; [25 34],[64.84831461 54.15168539] ; [32.15168539 26.84831461],0
d2,1,0.033122,4.53947,[63 57] ; [21 38],[56.31284916 63.68715084] ; [27.68715084 31.31284916],0
p5,1,0.041609,4.151032,[ 12 106] ; [ 1 58],[  8.66666667 109.33333333] ; [ 4.33333333 54.66666667],0
p8,1,0.051947,3.777459,[77 41] ; [29 29],[71.06818182 46.93181818] ; [34.93181818 23.06818182],0
d1,1,0.056666,3.632366,[71 49] ; [26 33],[65.02793296 54.97206704] ; [31.97206704 27.02793296],0
b2,1,0.058617,3.576088,[35 44] ; [ 8 24],[30.6036036 48.3963964] ; [12.3963964 19.6036036],0
b3,1,0.058617,3.576088,[35 44] ; [ 8 24],[30.6036036 48.3963964] ; [12.3963964 19.6036036],0
a2,1,0.059144,3.56124,[26 94] ; [ 6 53],[21.45251397 98.54748603] ; [10.54748603 48.45251397],0
a6,1,0.060331,3.528249,[86 34] ; [34 25],[80.44692737 39.55307263] ; [39.55307263 19.44692737],0
s8,1,0.06916,3.302844,[33 87] ; [ 9 50],[28.15642458 91.84357542] ; [13.84357542 45.15642458],0
u1,1,0.092149,2.836429,[ 16 104] ; [ 3 56],[ 12.73743017 107.26256983] ; [ 6.26256983 52.73743017],0
p11,1,0.124135,2.364353,[101  19] ; [44 15],[97.20670391 22.79329609] ; [47.79329609 11.20670391],0
v2,1,0.129796,2.29494,[73 43] ; [29 28],[68.39306358 47.60693642] ; [33.60693642 23.39306358],0
p4,1,0.150835,2.063791,[75 44] ; [30 28],[70.59322034 48.40677966] ; [34.40677966 23.59322034],0
s5,1,0.246182,1.34484,[ 20 100] ; [ 6 53],[ 17.4301676 102.5698324] ; [ 8.5698324 50.4301676],0
n1,1,0.249325,1.327083,[ 9 15] ; [ 3 12],[ 7.38461538 16.61538462] ; [ 4.61538462 10.38461538],0
s2,1,0.259869,1.269454,[29 90] ; [10 49],[26.07303371 92.92696629] ; [12.92696629 46.07303371],0
u3,1,0.300806,1.070616,[17 20] ; [ 6 13],[15.19642857 21.80357143] ; [ 7.80357143 11.19642857],0
s7,1,0.323852,0.973327,[33 77] ; [13 44],[30.2994012 79.7005988] ; [15.7005988 41.2994012],0
b5,1,0.326472,0.96284,[66 54] ; [37 22],[69.05027933 50.94972067] ; [33.94972067 25.05027933],0
p6,1,0.327412,0.959106,[47 71] ; [18 38],[44.08045977 73.91954023] ; [20.91954023 35.08045977],0
r1,1,0.372574,0.795061,[92 27] ; [42 17],[89.58426966 29.41573034] ; [44.41573034 14.58426966],0
s1,1,0.37827,0.776316,[  3 115] ; [ 3 56],[  4. 114.] ; [ 2. 57.],0
p12,1,0.383026,0.760968,[  5 114] ; [ 1 58],[  4.01123596 114.98876404] ; [ 1.98876404 57.01123596],0
r4,1,0.419542,0.651599,[105  15] ; [49 10],[103.24022346  16.75977654] ; [50.75977654  8.24022346],0
s4,1,0.431136,0.619761,[ 10 110] ; [ 3 56],[  8.7150838 111.2849162] ; [ 4.2849162 54.7150838],0
a8,1,0.507553,0.439109,[15 89] ; [ 6 50],[13.65 90.35] ; [ 7.35 48.65],0
v4,1,0.516152,0.421575,[112   7] ; [54  5],[110.97752809   8.02247191] ; [55.02247191  3.97752809],0
d4,1,0.523781,0.406442,[90 29] ; [42 17],[88.24719101 30.75280899] ; [43.75280899 15.24719101],0
n2,1,0.663911,0.188808,[19  7] ; [10  5],[18.3902439  7.6097561] ; [10.6097561  4.3902439],0
r3,1,0.685653,0.163832,[110  10] ; [53  6],[109.27374302  10.72625698] ; [53.72625698  5.27374302],0
u2,1,0.702767,0.145609,[19 17] ; [ 9 10],[18.32727273 17.67272727] ; [9.67272727 9.32727273],0
a1,1,0.734144,0.11534,[  3 117] ; [ 2 57],[  3.35195531 116.64804469] ; [ 1.64804469 57.35195531],0
b4,1,0.746128,0.104813,[62 58] ; [32 27],[63.01675978 56.98324022] ; [30.98324022 28.01675978],0
s3,1,0.769313,0.086009,[35 84] ; [18 39],[35.83522727 83.16477273] ; [17.16477273 39.83522727],0
d3,1,0.835481,0.04313,[74 45] ; [37 21],[74.62711864 44.37288136] ; [36.37288136 21.62711864],0
b1,1,0.845948,0.037749,[47 73] ; [24 35],[47.59776536 72.40223464] ; [23.40223464 35.59776536],0
a7,1,0.852242,0.034692,[79 41] ; [39 19],[79.5505618 40.4494382] ; [38.4494382 19.5505618],0
