Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,7.1e-05,15.777391,[8 2] ; [ 8 38],[2.85714286 7.14285714] ; [13.14285714 32.85714286],1
s6,1,0.001538,10.033054,[8 2] ; [13 35],[3.62068966 6.37931034] ; [17.37931034 30.62068966],0
s4,1,0.00173,9.816211,[6 4] ; [ 7 41],[2.24137931 7.75862069] ; [10.75862069 37.24137931],0
b4,1,0.019756,5.433313,[8 2] ; [19 29],[4.65517241 5.34482759] ; [22.34482759 25.65517241],0
d4,1,0.026779,4.905004,[9 1] ; [25 23],[5.86206897 4.13793103] ; [28.13793103 19.86206897],0
p3,1,0.026856,4.900054,[5 5] ; [ 8 38],[2.32142857 7.67857143] ; [10.67857143 35.32142857],0
s2,1,0.029526,4.736667,[6 4] ; [12 36],[3.10344828 6.89655172] ; [14.89655172 33.10344828],0
v1,1,0.0344,4.474704,[6 3] ; [14 33],[3.21428571 5.78571429] ; [16.78571429 30.21428571],0
p2,1,0.064462,3.418685,[8 2] ; [22 24],[5.35714286 4.64285714] ; [24.64285714 21.35714286],0
n3,1,0.089686,2.88,[1 3] ; [14  6],[2.5 1.5] ; [12.5  7.5],0
s8,1,0.097505,2.745894,[4 6] ; [ 8 40],[2.06896552 7.93103448] ; [ 9.93103448 38.06896552],0
n5,1,0.102245,2.670171,[3 7] ; [28 20],[5.34482759 4.65517241] ; [25.65517241 22.34482759],0
d5,1,0.104867,2.629919,[8 2] ; [25 23],[5.68965517 4.31034483] ; [27.31034483 20.68965517],0
u3,1,0.114306,2.493656,[4 1] ; [ 9 13],[2.40740741 2.59259259] ; [10.59259259 11.40740741],0
p6,1,0.123794,2.368648,[4 6] ; [ 8 37],[2.18181818 7.81818182] ; [ 9.81818182 35.18181818],0
d1,1,0.154153,2.030671,[5 5] ; [13 35],[3.10344828 6.89655172] ; [14.89655172 33.10344828],0
p9,1,0.18342,1.769693,[8 2] ; [27 20],[6.14035088 3.85964912] ; [28.85964912 18.14035088],0
s3,1,0.206879,1.593133,[6 4] ; [18 29],[4.21052632 5.78947368] ; [19.78947368 27.21052632],0
u1,1,0.211975,1.557887,[1 9] ; [ 1 47],[0.34482759 9.65517241] ; [ 1.65517241 46.34482759],0
v4,1,0.224022,1.478419,[8 2] ; [28 19],[6.31578947 3.68421053] ; [29.68421053 17.31578947],0
d3,1,0.257322,1.283106,[6 4] ; [19 28],[4.38596491 5.61403509] ; [20.61403509 26.38596491],0
r4,1,0.261715,1.259664,[4 6] ; [11 37],[2.5862069 7.4137931] ; [12.4137931 35.5862069],0
a6,1,0.288913,1.124679,[4 6] ; [28 20],[5.51724138 4.48275862] ; [26.48275862 21.51724138],0
n1,1,0.314648,1.011065,[3 1] ; [ 9 10],[2.08695652 1.91304348] ; [9.91304348 9.08695652],0
p8,1,0.333488,0.935305,[1 8] ; [12 34],[2.12727273 6.87272727] ; [10.87272727 35.12727273],0
b5,1,0.348663,0.878315,[4 6] ; [27 21],[5.34482759 4.65517241] ; [25.65517241 22.34482759],0
r3,1,0.357692,0.84598,[7 3] ; [26 22],[5.68965517 4.31034483] ; [27.31034483 20.68965517],0
v2,1,0.377407,0.77913,[4 6] ; [12 34],[2.85714286 7.14285714] ; [13.14285714 32.85714286],0
p10,1,0.410531,0.677261,[6 4] ; [21 25],[4.82142857 5.17857143] ; [22.17857143 23.82142857],0
p5,1,0.460062,0.545745,[1 9] ; [ 2 45],[0.52631579 9.47368421] ; [ 2.47368421 44.52631579],0
p1,1,0.531512,0.3915,[2 8] ; [ 6 42],[1.37931034 8.62068966] ; [ 6.62068966 41.37931034],0
b2,1,0.555126,0.348214,[3 4] ; [10 22],[2.33333333 4.66666667] ; [10.66666667 21.33333333],0
b3,1,0.555126,0.348214,[3 4] ; [10 22],[2.33333333 4.66666667] ; [10.66666667 21.33333333],0
n2,1,0.571608,0.32,[3 1] ; [12  8],[2.5 1.5] ; [12.5  7.5],0
d2,1,0.628322,0.234343,[5 5] ; [20 28],[4.31034483 5.68965517] ; [20.68965517 27.31034483],0
p7,1,0.706918,0.141374,[5 5] ; [20 26],[4.46428571 5.53571429] ; [20.53571429 25.46428571],0
p4,1,0.720005,0.128488,[4 6] ; [16 31],[3.50877193 6.49122807] ; [16.49122807 30.50877193],0
a5,1,0.735789,0.113862,[4 6] ; [22 26],[4.48275862 5.51724138] ; [21.51724138 26.48275862],0
v3,1,0.766403,0.088258,[1 8] ; [ 7 40],[1.28571429 7.71428571] ; [ 6.71428571 40.28571429],0
b1,1,0.783815,0.075268,[6 4] ; [31 17],[6.37931034 3.62068966] ; [30.62068966 17.37931034],0
a8,1,0.786908,0.073077,[1 8] ; [ 4 44],[0.78947368 8.21052632] ; [ 4.21052632 43.78947368],0
a3,1,0.810095,0.057746,[5 5] ; [26 22],[5.34482759 4.65517241] ; [25.65517241 22.34482759],0
p11,1,0.810095,0.057746,[5 5] ; [22 26],[4.65517241 5.34482759] ; [22.34482759 25.65517241],0
n4,1,0.827553,0.047455,[4 6] ; [21 27],[4.31034483 5.68965517] ; [20.68965517 27.31034483],0
a7,1,0.904533,0.014385,[5 5] ; [23 25],[4.82758621 5.17241379] ; [23.17241379 24.82758621],0
r2,1,0.933359,0.006992,[6 3] ; [30 16],[5.89090909 3.10909091] ; [30.10909091 15.89090909],0
a4,1,0.938044,0.006042,[3 7] ; [15 33],[3.10344828 6.89655172] ; [14.89655172 33.10344828],0
