Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,126.797238,[258   6] ; [34 38],[229.42857143  34.57142857] ; [62.57142857  9.42857143],1
r2,1,0.0,98.546454,[254   9] ; [37 34],[229.14071856  33.85928144] ; [61.85928144  9.14071856],1
r1,1,0.0,76.09107,[218  45] ; [23 51],[188.08011869  74.91988131] ; [52.91988131 21.08011869],1
v4,1,0.0,74.858506,[251  12] ; [41 31],[229.24179104  33.75820896] ; [62.75820896  9.24179104],1
p9,1,0.0,27.167003,[196  62] ; [31 40],[178.01215805  79.98784195] ; [48.98784195 22.01215805],1
s6,1,1e-06,23.359098,[153 107] ; [20 54],[134.67065868 125.32934132] ; [38.32934132 35.67065868],1
p11,1,4e-06,21.284602,[196  68] ; [34 40],[179.64497041  84.35502959] ; [50.35502959 23.64497041],1
p2,1,1.4e-05,18.923732,[194  70] ; [34 39],[178.61127596  85.38872404] ; [49.38872404 23.61127596],1
p10,1,2.3e-05,17.955165,[192  69] ; [34 38],[177.13513514  83.86486486] ; [48.86486486 23.13513514],1
a7,1,3.4e-05,17.164034,[197  67] ; [36 37],[182.52818991  81.47181009] ; [50.47181009 22.52818991],1
s8,1,0.000169,14.147551,[ 87 176] ; [ 8 66],[ 74.13946588 188.86053412] ; [20.86053412 53.13946588],1
a6,1,0.000179,14.038844,[186  77] ; [35 39],[172.47181009  90.52818991] ; [48.52818991 25.47181009],1
n3,1,0.000417,12.45509,[54 18] ; [14 21],[45.75700935 26.24299065] ; [22.24299065 12.75700935],1
p7,1,0.000618,11.719614,[127 132] ; [19 53],[114.24169184 144.75830816] ; [31.75830816 40.24169184],1
a5,1,0.000966,10.89075,[180  84] ; [35 39],[167.92899408  96.07100592] ; [47.07100592 26.92899408],1
n6,1,0.001279,10.373142,[207  57] ; [43 29],[196.42857143  67.57142857] ; [53.57142857 18.42857143],0
d5,1,0.001324,10.308853,[208  55] ; [45 29],[197.44510386  65.55489614] ; [55.55489614 18.44510386],0
d3,1,0.00165,9.902968,[177  86] ; [35 39],[165.44807122  97.55192878] ; [46.55192878 27.44807122],0
s3,1,0.002426,9.195473,[136 125] ; [23 49],[124.62162162 136.37837838] ; [34.37837838 37.62162162],0
a1,1,0.002594,9.073271,[  7 257] ; [ 8 66],[ 11.71597633 252.28402367] ; [ 3.28402367 70.71597633],0
p1,1,0.00288,8.881729,[  9 253] ; [ 9 64],[ 14.07761194 247.92238806] ; [ 3.92238806 69.07761194],0
n2,1,0.003517,8.517804,[54 20] ; [16 20],[47.09090909 26.90909091] ; [22.90909091 13.09090909],0
s2,1,0.005831,7.601879,[106 156] ; [17 57],[ 95.91071429 166.08928571] ; [27.08928571 46.91071429],0
d4,1,0.007829,7.072196,[208  54] ; [47 26],[199.43283582  62.56716418] ; [55.56716418 17.43283582],0
v2,1,0.013435,6.11089,[110 140] ; [20 52],[100.93167702 149.06832298] ; [29.06832298 42.93167702],0
a2,1,0.014029,6.034477,[ 54 210] ; [ 6 68],[ 46.86390533 217.13609467] ; [13.13609467 60.86390533],0
