Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,30.47521,[ 8 71] ; [21 15],[19.92173913 59.07826087] ; [ 9.07826087 26.92173913],1
p1,1,0.695234,0.153477,[ 5 74] ; [ 3 33],[ 5.49565217 73.50434783] ; [ 2.50434783 33.49565217],0
p6,1,0.71235,0.135941,[13 63] ; [ 7 28],[13.69369369 62.30630631] ; [ 6.30630631 28.69369369],0
a5,1,0.715574,0.132773,[41 38] ; [20 16],[41.90434783 37.09565217] ; [19.09565217 16.90434783],0
n5,1,0.807005,0.059678,[51 26] ; [23 13],[50.42477876 26.57522124] ; [23.57522124 12.42477876],0
a2,1,0.81398,0.055364,[10 69] ; [ 4 32],[ 9.6173913 69.3826087] ; [ 4.3826087 31.6173913],0
v3,1,0.822372,0.050398,[18 60] ; [ 9 27],[18.47368421 59.52631579] ; [ 8.52631579 27.47368421],0
n4,1,0.828864,0.046724,[46 32] ; [22 14],[46.52631579 31.47368421] ; [21.47368421 14.52631579],0
v2,1,0.848871,0.036313,[26 50] ; [11 23],[25.56363636 50.43636364] ; [11.43636364 22.56363636],0
n3,1,0.859894,0.031155,[22 19] ; [9 7],[22.29824561 18.70175439] ; [8.70175439 7.29824561],0
a7,1,0.881902,0.022069,[38 40] ; [17 19],[37.63157895 40.36842105] ; [17.36842105 18.63157895],0
p5,1,0.887152,0.020138,[ 5 73] ; [ 2 33],[ 4.83185841 73.16814159] ; [ 2.16814159 32.83185841],0
p8,1,0.921145,0.009799,[23 55] ; [10 25],[22.77876106 55.22123894] ; [10.22123894 24.77876106],0
a8,1,0.947364,0.004358,[ 4 70] ; [ 2 33],[ 4.0733945 69.9266055] ; [ 1.9266055 33.0733945],0
p12,1,0.955683,0.003088,[ 2 75] ; [ 1 35],[ 2.04424779 74.95575221] ; [ 0.95575221 35.04424779],0
a1,1,0.964763,0.001952,[ 9 70] ; [ 4 32],[ 8.93043478 70.06956522] ; [ 4.06956522 31.93043478],0
n2,1,0.991685,0.000109,[23 18] ; [9 7],[23.01754386 17.98245614] ; [8.98245614 7.01754386],0
