Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.000178,14.054956,[205  64] ; [15 18],[195.9602649  73.0397351] ; [24.0397351  8.9602649],1
n6,1,0.000308,13.019906,[240  24] ; [23 10],[233.77777778  30.22222222] ; [29.22222222  3.77777778],1
p11,1,0.001262,10.397239,[227  42] ; [21 13],[220.17161716  48.82838284] ; [27.82838284  6.17161716],0
p10,1,0.002892,8.874453,[243  25] ; [25  9],[237.82781457  30.17218543] ; [30.17218543  3.82781457],0
n4,1,0.00291,8.863252,[222  45] ; [21 13],[215.55149502  51.44850498] ; [27.44850498  6.55149502],0
p8,1,0.004241,8.177815,[185  84] ; [15 19],[177.55775578  91.44224422] ; [22.44224422 11.55775578],0
a2,1,0.007259,7.20781,[ 83 186] ; [ 3 31],[ 76.34983498 192.65016502] ; [ 9.65016502 24.34983498],0
r4,1,0.007976,7.038785,[250  19] ; [27  7],[245.91749175  23.08250825] ; [31.08250825  2.91749175],0
p3,1,0.008266,6.974959,[170  99] ; [13 20],[163.00331126 105.99668874] ; [19.99668874 13.00331126],0
d4,1,0.014835,5.935904,[235  33] ; [23  9],[230.48  37.52] ; [27.52  4.48],0
p9,1,0.01626,5.774583,[242  26] ; [26  8],[237.82781457  30.17218543] ; [30.17218543  3.82781457],0
d3,1,0.020772,5.345785,[202  66] ; [18 14],[196.53333333  71.46666667] ; [23.46666667  8.53333333],0
s1,1,0.022899,5.176182,[  9 259] ; [ 4 30],[ 11.53642384 256.46357616] ; [ 1.46357616 32.53642384],0
r1,1,0.033229,4.533934,[227  40] ; [24 10],[222.64784053  44.35215947] ; [28.35215947  5.64784053],0
a5,1,0.046629,3.958713,[208  61] ; [21 13],[203.30363036  65.69636964] ; [25.69636964  8.30363036],0
d1,1,0.05038,3.828766,[173  96] ; [16 18],[167.79207921 101.20792079] ; [21.20792079 12.79207921],0
a3,1,0.05829,3.585388,[212  56] ; [22 12],[207.65562914  60.34437086] ; [26.34437086  7.65562914],0
v3,1,0.087601,2.917919,[120 141] ; [10 23],[115.40816327 145.59183673] ; [14.59183673 18.40816327],0
d5,1,0.090034,2.87376,[224  43] ; [23  9],[220.56521739  46.43478261] ; [26.43478261  5.56521739],0
s8,1,0.106146,2.610681,[177  92] ; [17 16],[172.8013245  96.1986755] ; [21.1986755 11.8013245],0
a6,1,0.131665,2.272758,[186  82] ; [18 14],[182.24  85.76] ; [21.76 10.24],0
u1,1,0.144162,2.132957,[ 61 208] ; [ 4 30],[ 57.70627063 211.29372937] ; [ 7.29372937 26.70627063],0
d2,1,0.162486,1.950939,[136 133] ; [12 20],[132.26578073 136.73421927] ; [15.73421927 16.26578073],0
s6,1,0.171285,1.871662,[231  32] ; [27  7],[228.46464646  34.53535354] ; [29.53535354  4.46464646],0
r2,1,0.174037,1.847821,[255  10] ; [31  3],[253.47826087  11.52173913] ; [32.52173913  1.47826087],0
s7,1,0.191675,1.704695,[194  67] ; [21 12],[190.86734694  70.13265306] ; [24.13265306  8.86734694],0
n5,1,0.196689,1.666787,[219  46] ; [25  9],[216.2541806  48.7458194] ; [27.7458194  6.2541806],0
a7,1,0.202502,1.624239,[193  74] ; [21 13],[189.82724252  77.17275748] ; [24.17275748  9.82724252],0
r3,1,0.214551,1.540446,[261   6] ; [32  2],[259.90365449   7.09634551] ; [33.09634551  0.90365449],0
