Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,49.859077,[104  23] ; [63 93],[74.9434629 52.0565371] ; [92.0565371 63.9434629],1
p5,1,5.9e-05,16.119725,[41 86] ; [ 20 138],[27.18245614 99.81754386] ; [ 33.81754386 124.18245614],1
p8,1,0.000802,11.236949,[88 37] ; [79 77],[74.28825623 50.71174377] ; [92.71174377 63.28825623],1
s8,1,0.002188,9.384371,[85 41] ; [78 80],[72.31690141 53.68309859] ; [90.68309859 67.31690141],0
v1,1,0.003056,8.773541,[91 36] ; [85 71],[78.98233216 48.01766784] ; [97.01766784 58.98233216],0
p4,1,0.003651,8.449869,[96 29] ; [95 62],[84.66312057 40.33687943] ; [106.33687943  50.66312057],0
s7,1,0.004801,7.953054,[91 31] ; [88 63],[79.99267399 42.00732601] ; [99.00732601 51.99267399],0
p1,1,0.007183,7.226715,[ 23 104] ; [ 12 146],[ 15.59649123 111.40350877] ; [ 19.40350877 138.59649123],0
r1,1,0.010525,6.543887,[116  12] ; [125  32],[108.23859649  19.76140351] ; [132.76140351  24.23859649],0
p12,1,0.012556,6.230568,[ 23 104] ; [ 13 145],[ 16.04210526 110.95789474] ; [ 19.95789474 138.04210526],0
n6,1,0.019726,5.435962,[119   7] ; [135  22],[113.08833922  12.91166078] ; [140.91166078  16.08833922],0
n4,1,0.023537,5.128405,[108  20] ; [115  42],[100.15438596  27.84561404] ; [122.84561404  34.15438596],0
n5,1,0.023537,5.128405,[108  20] ; [115  42],[100.15438596  27.84561404] ; [122.84561404  34.15438596],0
r4,1,0.030099,4.703638,[126   2] ; [148  11],[122.20209059   5.79790941] ; [151.79790941   7.20209059],0
s4,1,0.046245,3.972641,[ 26 101] ; [ 48 107],[33.32624113 93.67375887] ; [ 40.67375887 114.32624113],0
p3,1,0.069703,3.289994,[82 44] ; [86 72],[74.53521127 51.46478873] ; [93.46478873 64.53521127],0
a6,1,0.083793,2.98975,[87 39] ; [94 65],[80.02105263 45.97894737] ; [100.97894737  58.02105263],0
a1,1,0.092158,2.836269,[ 12 116] ; [  7 152],[  8.4738676 119.5261324] ; [ 10.5261324 148.4738676],0
a5,1,0.092572,2.829068,[107  21] ; [120  39],[101.24041812  26.75958188] ; [125.75958188  33.24041812],0
s2,1,0.105578,2.619189,[98 29] ; [109  50],[91.91958042 35.08041958] ; [115.08041958  43.91958042],0
d1,1,0.114805,2.486803,[88 40] ; [95 64],[81.61672474 46.38327526] ; [101.38327526  57.61672474],0
s3,1,0.121795,2.394085,[91 33] ; [103  56],[85.00353357 38.99646643] ; [108.99646643  50.00353357],0
d3,1,0.124609,2.358417,[96 31] ; [107  52],[90.14335664 36.85664336] ; [112.85664336  46.14335664],0
n1,1,0.13568,2.226281,[ 9 16] ; [22 18],[11.92307692 13.07692308] ; [19.07692308 20.92307692],0
a8,1,0.146072,2.112801,[ 11 104] ; [ 23 124],[ 14.92366412 100.07633588] ; [ 19.07633588 127.92366412],0
u1,1,0.203604,1.616334,[33 95] ; [ 31 128],[28.54355401 99.45644599] ; [ 35.45644599 123.54355401],0
a7,1,0.216291,1.528814,[91 36] ; [103  56],[86.14685315 40.85314685] ; [107.85314685  51.14685315],0
u4,1,0.218024,1.517327,[  3 125] ; [  1 158],[  1.78397213 126.21602787] ; [  2.21602787 156.78397213],0
s1,1,0.240305,1.378806,[  3 123] ; [  8 149],[  4.8975265 121.1024735] ; [  6.1024735 150.8975265],0
p7,1,0.243756,1.358737,[96 28] ; [109  44],[91.76895307 32.23104693] ; [113.23104693  39.76895307],0
u2,1,0.250579,1.320071,[17 10] ; [20 21],[14.69117647 12.30882353] ; [22.30882353 18.69117647],0
a3,1,0.278481,1.174487,[101  26] ; [117  41],[97.14385965 29.85614035] ; [120.85614035  37.14385965],0
r3,1,0.305772,1.048851,[123   4] ; [149   9],[121.20701754   5.79298246] ; [150.79298246   7.20701754],0
d5,1,0.371775,0.797724,[108  18] ; [130  29],[105.22105263  20.77894737] ; [132.77894737  26.22105263],0
a2,1,0.391154,0.735353,[38 90] ; [ 40 119],[34.78745645 93.21254355] ; [ 43.21254355 115.78745645],0
b2,1,0.426165,0.633252,[32 38] ; [40 61],[29.47368421 40.52631579] ; [42.52631579 58.47368421],0
b3,1,0.426165,0.633252,[32 38] ; [40 61],[29.47368421 40.52631579] ; [42.52631579 58.47368421],0
p10,1,0.466574,0.530079,[112  14] ; [135  22],[109.97173145  16.02826855] ; [137.02826855  19.97173145],0
