Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.009307,6.76296,[100  45] ; [22 24],[92.61780105 52.38219895] ; [29.38219895 16.61780105],0
s8,1,0.048884,3.879332,[91 53] ; [21 24],[85.33333333 58.66666667] ; [26.66666667 18.33333333],0
p11,1,0.053099,3.740802,[120  25] ; [32 14],[115.39267016  29.60732984] ; [36.60732984  9.39267016],0
n5,1,0.054288,3.703812,[124  20] ; [34 12],[119.74736842  24.25263158] ; [38.25263158  7.74736842],0
p9,1,0.056567,3.635272,[135   9] ; [39  7],[131.87368421  12.12631579] ; [42.12631579  3.87368421],0
p10,1,0.074793,3.174565,[130  14] ; [37  9],[126.56842105  17.43157895] ; [40.43157895  5.56842105],0
s4,1,0.082631,3.012373,[ 19 125] ; [11 35],[ 22.73684211 121.26315789] ; [ 7.26315789 38.73684211],0
d5,1,0.109202,2.565728,[124  20] ; [35 11],[120.50526316  23.49473684] ; [38.49473684  7.50526316],0
b1,1,0.124283,2.362496,[54 91] ; [23 23],[58.45549738 86.54450262] ; [18.54450262 27.45549738],0
p2,1,0.200729,1.637066,[130  15] ; [38  8],[127.53926702  17.46073298] ; [40.46073298  5.53926702],0
n1,1,0.217444,1.521162,[11 10] ; [4 9],[ 9.26470588 11.73529412] ; [5.73529412 7.26470588],0
r2,1,0.231084,1.434179,[138   6] ; [42  4],[136.42105263   7.57894737] ; [43.57894737  2.42105263],0
d1,1,0.233471,1.419592,[96 49] ; [26 20],[92.61780105 52.38219895] ; [29.38219895 16.61780105],0
d3,1,0.26556,1.23954,[109  35] ; [31 15],[106.10526316  37.89473684] ; [33.89473684 12.10526316],0
b4,1,0.269249,1.220571,[98 47] ; [27 19],[94.89528796 50.10471204] ; [30.10471204 15.89528796],0
n3,1,0.324127,0.972222,[15  6] ; [12  2],[16.2  4.8] ; [10.8  3.2],0
s3,1,0.330648,0.946359,[81 63] ; [29 16],[83.80952381 60.19047619] ; [26.19047619 18.80952381],0
