Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.009307,6.76296,[100  45] ; [22 24],[92.61780105 52.38219895] ; [29.38219895 16.61780105],0
p8,1,0.334145,0.932768,[101  42] ; [29 17],[98.35978836 44.64021164] ; [31.64021164 14.35978836],0
d2,1,0.337117,0.921364,[76 68] ; [28 18],[78.82105263 65.17894737] ; [25.17894737 20.82105263],0
r3,1,0.347665,0.881963,[140   5] ; [42  3],[138.89473684   6.10526316] ; [43.10526316  1.89473684],0
r4,1,0.382791,0.76172,[135  10] ; [41  5],[133.61256545  11.38743455] ; [42.38743455  3.61256545],0
v3,1,0.386567,0.749714,[83 59] ; [23 22],[80.49197861 61.50802139] ; [25.50802139 19.49197861],0
n6,1,0.438071,0.601329,[130  13] ; [40  6],[128.62433862  14.37566138] ; [41.37566138  4.62433862],0
n4,1,0.46704,0.528971,[126  19] ; [38  8],[124.5026178  20.4973822] ; [39.4973822  6.5026178],0
p3,1,0.505896,0.442547,[99 45] ; [34 12],[100.8  43.2] ; [32.2 13.8],0
a3,1,0.507008,0.440238,[109  35] ; [37  9],[110.65263158  33.34736842] ; [35.34736842 10.65263158],0
a7,1,0.520013,0.413868,[113  31] ; [34 12],[111.41052632  32.58947368] ; [35.58947368 10.41052632],0
u4,1,0.536783,0.381535,[  6 139] ; [ 1 45],[  5.31413613 139.68586387] ; [ 1.68586387 44.31413613],0
a6,1,0.545217,0.365957,[99 44] ; [34 12],[100.62962963  42.37037037] ; [32.37037037 13.62962963],0
s5,1,0.54651,0.363607,[59 81] ; [19 21],[60.66666667 79.33333333] ; [17.33333333 22.66666667],0
a8,1,0.558448,0.342399,[ 19 109] ; [ 8 35],[ 20.21052632 107.78947368] ; [ 6.78947368 36.21052632],0
p4,1,0.578893,0.308028,[118  26] ; [36 10],[116.71578947  27.28421053] ; [37.28421053  8.71578947],0
v4,1,0.629345,0.23295,[138   7] ; [42  3],[137.36842105   7.63157895] ; [42.63157895  2.36842105],0
a4,1,0.636019,0.223986,[72 73] ; [21 25],[70.60209424 74.39790576] ; [22.39790576 23.60209424],0
a2,1,0.64145,0.21685,[ 43 102] ; [12 34],[ 41.7539267 103.2460733] ; [13.2460733 32.7539267],0
a5,1,0.642696,0.215233,[115  30] ; [35 11],[113.87434555  31.12565445] ; [36.12565445  9.87434555],0
u3,1,0.644652,0.21271,[23 13] ; [5 4],[22.4 13.6] ; [5.6 3.4],0
d4,1,0.644786,0.212537,[123  21] ; [38  8],[122.02105263  21.97894737] ; [38.97894737  7.02105263],0
s6,1,0.670963,0.180478,[106  36] ; [35 10],[107.06951872  34.93048128] ; [33.93048128 11.06951872],0
s7,1,0.699681,0.148804,[92 46] ; [26 15],[90.97206704 47.02793296] ; [27.02793296 13.97206704],0
r1,1,0.719594,0.128882,[120  25] ; [37  9],[119.18848168  25.81151832] ; [37.81151832  8.18848168],0
p12,1,0.732174,0.117125,[ 22 122] ; [ 8 38],[ 22.73684211 121.26315789] ; [ 7.26315789 38.73684211],0
u2,1,0.758486,0.094538,[22 14] ; [6 3],[22.4 13.6] ; [5.6 3.4],0
n2,1,0.766242,0.088384,[14  7] ; [10  4],[14.4  6.6] ; [9.6 4.4],0
b2,1,0.768859,0.086359,[42 51] ; [14 15],[42.68852459 50.31147541] ; [13.31147541 15.68852459],0
b3,1,0.768859,0.086359,[42 51] ; [14 15],[42.68852459 50.31147541] ; [13.31147541 15.68852459],0
u1,1,0.783806,0.075275,[ 38 107] ; [13 33],[ 38.71727749 106.28272251] ; [12.28272251 33.71727749],0
a1,1,0.807451,0.059397,[ 11 134] ; [ 4 42],[ 11.38743455 133.61256545] ; [ 3.61256545 42.38743455],0
p1,1,0.822693,0.050213,[ 17 127] ; [ 6 40],[ 17.43157895 126.56842105] ; [ 5.56842105 40.43157895],0
s2,1,0.828518,0.046917,[87 57] ; [28 17],[87.61904762 56.38095238] ; [27.38095238 17.61904762],0
p7,1,0.848987,0.036256,[122  20] ; [39  7],[121.60638298  20.39361702] ; [39.39361702  6.60638298],0
p5,1,0.9696,0.001452,[ 28 117] ; [ 9 37],[ 28.08900524 116.91099476] ; [ 8.91099476 37.08900524],0
