Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,35.052659,[ 1 15] ; [76 19],[11.0990991  4.9009009] ; [65.9009009 29.0990991],1
p6,1,0.482379,0.49348,[ 3 12] ; [27 67],[ 4.12844037 10.87155963] ; [25.87155963 68.12844037],0
b5,1,0.56229,0.335755,[7 9] ; [49 46],[8.07207207 7.92792793] ; [47.92792793 47.07207207],0
b4,1,0.56229,0.335755,[7 9] ; [49 46],[8.07207207 7.92792793] ; [47.92792793 47.07207207],0
a5,1,0.562905,0.3347,[ 6 10] ; [43 52],[7.06306306 8.93693694] ; [41.93693694 53.06306306],0
d2,1,0.574277,0.315578,[ 3 13] ; [24 71],[ 3.89189189 12.10810811] ; [23.10810811 71.89189189],0
n4,1,0.610422,0.259561,[11  5] ; [59 36],[10.09009009  5.90990991] ; [59.90990991 35.09009009],0
d3,1,0.666362,0.185887,[ 3 13] ; [22 71],[ 3.66972477 12.33027523] ; [21.33027523 71.66972477],0
s3,1,0.680145,0.169962,[ 6 10] ; [40 53],[6.75229358 9.24770642] ; [39.24770642 53.75229358],0
p1,1,0.707808,0.140476,[ 2 14] ; [ 9 86],[ 1.58558559 14.41441441] ; [ 9.41441441 85.58558559],0
d1,1,0.715944,0.132412,[ 1 15] ; [ 4 91],[ 0.72072072 15.27927928] ; [ 4.27927928 90.72072072],0
p12,1,0.760382,0.093012,[ 1 15] ; [ 8 86],[ 1.30909091 14.69090909] ; [ 7.69090909 86.30909091],0
a8,1,0.774023,0.082436,[ 2 14] ; [ 9 80],[ 1.67619048 14.32380952] ; [ 9.32380952 79.67619048],0
a4,1,0.833485,0.044198,[ 3 13] ; [20 75],[ 3.31531532 12.68468468] ; [19.68468468 75.31531532],0
a2,1,0.871703,0.026081,[ 1 15] ; [ 5 90],[ 0.86486486 15.13513514] ; [ 5.13513514 89.86486486],0
s2,1,0.891638,0.018559,[ 5 11] ; [31 63],[ 5.23636364 10.76363636] ; [30.76363636 63.23636364],0
s4,1,0.892438,0.018285,[ 3 13] ; [19 75],[ 3.2 12.8] ; [18.8 75.2],0
