Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,126.525966,[189  69] ; [ 23 126],[134.38820639 123.61179361] ; [77.61179361 71.38820639],1
d4,1,0.0,111.725674,[256   2] ; [90 59],[219.33169533  38.66830467] ; [126.66830467  22.33169533],1
d3,1,0.0,100.973968,[231  28] ; [64 85],[187.26715686  71.73284314] ; [107.73284314  41.26715686],1
d5,1,0.0,96.86985,[251   7] ; [89 60],[215.52825553  42.47174447] ; [124.47174447  24.52825553],1
a2,1,0.0,37.460147,[102 158] ; [ 16 133],[ 75.01222494 184.98777506] ; [ 42.98777506 106.01222494],1
u1,1,0.0,36.396417,[ 83 177] ; [  9 140],[ 58.48410758 201.51589242] ; [ 33.51589242 115.48410758],1
a4,1,0.0,33.330945,[160  99] ; [ 47 100],[132.05172414 126.94827586] ; [74.94827586 72.05172414],1
a5,1,0.0,30.703125,[230  30] ; [98 51],[208.50855746  51.49144254] ; [119.49144254  29.50855746],1
p4,1,9e-06,19.76439,[189  68] ; [76 71],[168.57673267  88.42326733] ; [96.42326733 50.57673267],1
a7,1,0.000187,13.953477,[206  54] ; [92 56],[189.90196078  70.09803922] ; [108.09803922  39.90196078],1
a6,1,0.000346,12.805357,[196  62] ; [88 61],[180.02948403  77.97051597] ; [103.97051597  45.02948403],1
a3,1,0.000541,11.967862,[213  45] ; [100  48],[198.90147783  59.09852217] ; [114.09852217  33.90147783],1
p8,1,0.002812,8.925517,[164  91] ; [70 73],[149.92462312 105.07537688] ; [84.07537688 58.92462312],0
p3,1,0.005328,7.764721,[154 103] ; [67 80],[140.58663366 116.41336634] ; [80.41336634 66.58663366],0
s5,1,0.006862,7.308818,[112 139] ; [44 99],[ 99.38071066 151.61928934] ; [56.61928934 86.38071066],0
v3,1,0.007151,7.234618,[138 109] ; [62 86],[125.06329114 121.93670886] ; [74.93670886 73.06329114],0
n4,1,0.00777,7.085733,[222  37] ; [112  37],[212.0245098  46.9754902] ; [121.9754902  27.0245098],0
r2,1,0.009191,6.785244,[256   2] ; [141   7],[252.28078818   5.71921182] ; [144.71921182   3.28078818],0
p10,1,0.013628,6.085754,[225  31] ; [114  31],[216.41895262  39.58104738] ; [122.58104738  22.41895262],0
p9,1,0.014328,5.99725,[231  24] ; [120  26],[223.20448878  31.79551122] ; [127.79551122  18.20448878],0
s2,1,0.015839,5.82066,[152 104] ; [68 77],[140.44887781 115.55112219] ; [79.55112219 65.44887781],0
v2,1,0.021109,5.317764,[184  69] ; [88 55],[173.77777778  79.22222222] ; [98.22222222 44.77777778],0
n5,1,0.024723,5.043217,[219  40] ; [111  36],[210.51724138  48.48275862] ; [119.48275862  27.51724138],0
v4,1,0.025332,5.001071,[256   4] ; [139   8],[252.33415233   7.66584767] ; [142.66584767   4.33415233],0
u4,1,0.040086,4.214252,[ 11 249] ; [  1 148],[  7.62836186 252.37163814] ; [  4.37163814 144.62836186],0
p12,1,0.046965,3.946632,[ 32 225] ; [  9 136],[ 26.21144279 230.78855721] ; [ 14.78855721 130.21144279],0
p6,1,0.056293,3.643366,[120 134] ; [53 89],[110.96464646 143.03535354] ; [62.03535354 79.96464646],0
n6,1,0.062947,3.457994,[227  30] ; [120  27],[220.74009901  36.25990099] ; [126.25990099  20.74009901],0
s8,1,0.074812,3.174156,[142 114] ; [68 79],[133.39950372 122.60049628] ; [76.60049628 70.39950372],0
p2,1,0.095051,2.786676,[229  29] ; [121  25],[223.51485149  34.48514851] ; [126.48514851  19.51485149],0
p7,1,0.100026,2.705123,[180  69] ; [92 51],[172.7755102  76.2244898] ; [99.2244898 43.7755102],0
p5,1,0.162186,1.953723,[ 41 215] ; [ 16 130],[ 36.29850746 219.70149254] ; [ 20.70149254 125.29850746],0
s1,1,0.177238,1.820636,[  6 250] ; [  7 138],[  8.29925187 247.70074813] ; [  4.70074813 140.29925187],0
r3,1,0.201349,1.632562,[255   5] ; [142   6],[252.99019608   7.00980392] ; [144.00980392   3.99019608],0
s7,1,0.212603,1.553612,[140 106] ; [71 70],[134.12403101 111.87596899] ; [76.87596899 64.12403101],0
p1,1,0.222942,1.485335,[ 22 237] ; [ 18 129],[ 25.51724138 233.48275862] ; [ 14.48275862 132.51724138],0
s3,1,0.241866,1.369688,[150 105] ; [76 68],[144.43609023 110.56390977] ; [81.56390977 62.43609023],0
u2,1,0.2463,1.344168,[30 17] ; [25 23],[27.21052632 19.78947368] ; [27.78947368 20.21052632],0
n2,1,0.265864,1.237963,[34 11] ; [25  4],[35.87837838  9.12162162] ; [23.12162162  5.87837838],0
b2,1,0.33048,0.947016,[76 91] ; [39 60],[72.19924812 94.80075188] ; [42.80075188 56.19924812],0
b3,1,0.33048,0.947016,[76 91] ; [39 60],[72.19924812 94.80075188] ; [42.80075188 56.19924812],0
r4,1,0.401268,0.704524,[252   8] ; [142   7],[250.46454768   9.53545232] ; [143.53545232   5.46454768],0
b4,1,0.415225,0.663789,[159 101] ; [85 64],[155.11002445 104.88997555] ; [88.88997555 60.11002445],0
s6,1,0.432361,0.616472,[186  70] ; [100  45],[182.58354115  73.41645885] ; [103.41645885  41.58354115],0
a8,1,0.475586,0.508967,[ 35 188] ; [ 26 114],[ 37.4738292 185.5261708] ; [ 23.5261708 116.4738292],0
p11,1,0.541197,0.373326,[214  46] ; [119  30],[211.68704156  48.31295844] ; [121.31295844  27.68704156],0
a1,1,0.643989,0.213563,[ 15 245] ; [  7 142],[ 13.98533007 246.01466993] ; [  8.01466993 140.98533007],0
b5,1,0.671749,0.179563,[166  94] ; [92 57],[164.00977995  95.99022005] ; [93.99022005 55.00977995],0
