Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.001891,9.652283,[ 6 27] ; [8 4],[10.26666667 22.73333333] ; [3.73333333 8.26666667],0
s6,1,0.005314,7.769493,[12 21] ; [10  2],[16.13333333 16.86666667] ; [5.86666667 6.13333333],0
n4,1,0.03193,4.602273,[19 14] ; [11  1],[22. 11.] ; [8. 4.],0
s7,1,0.04448,4.038241,[ 6 25] ; [6 6],[ 8.65116279 22.34883721] ; [3.34883721 8.65116279],0
s8,1,0.059544,3.550044,[ 7 26] ; [6 6],[ 9.53333333 23.46666667] ; [3.46666667 8.53333333],0
v3,1,0.104999,2.627917,[ 6 27] ; [5 7],[ 8.06666667 24.93333333] ; [2.93333333 9.06666667],0
p7,1,0.186997,1.741121,[12 21] ; [7 5],[13.93333333 19.06666667] ; [5.06666667 6.93333333],0
a5,1,0.208096,1.584621,[18 15] ; [4 8],[16.13333333 16.86666667] ; [5.86666667 6.13333333],0
u3,1,0.225709,1.4677,[ 4 13] ; [3 3],[ 5.17391304 11.82608696] ; [1.82608696 4.17391304],0
v1,1,0.275349,1.189904,[11 22] ; [ 2 10],[ 9.53333333 23.46666667] ; [3.46666667 8.53333333],0
a7,1,0.279642,1.168831,[17 16] ; [4 8],[15.4 17.6] ; [5.6 6.4],0
b1,1,0.279642,1.168831,[17 16] ; [4 8],[15.4 17.6] ; [5.6 6.4],0
s4,1,0.29183,1.111159,[ 4 29] ; [3 9],[ 5.13333333 27.86666667] ; [ 1.86666667 10.13333333],0
b3,1,0.305141,1.051592,[ 8 11] ; [2 7],[ 6.78571429 12.21428571] ; [3.21428571 5.78571429],0
b2,1,0.305141,1.051592,[ 8 11] ; [2 7],[ 6.78571429 12.21428571] ; [3.21428571 5.78571429],0
p3,1,0.307841,1.039916,[11 22] ; [6 6],[12.46666667 20.53333333] ; [4.53333333 7.46666667],0
n5,1,0.36032,0.836777,[23 10] ; [10  2],[24.2  8.8] ; [8.8 3.2],0
r3,1,0.43437,0.611111,[23  9] ; [10  2],[24.  8.] ; [9. 3.],0
s1,1,0.445249,0.582717,[ 1 32] ; [ 1 11],[ 1.46666667 31.53333333] ; [ 0.53333333 11.46666667],0
p4,1,0.466608,0.529996,[18 15] ; [8 4],[19.06666667 13.93333333] ; [6.93333333 5.06666667],0
p12,1,0.474549,0.511364,[ 3 30] ; [ 2 10],[ 3.66666667 29.33333333] ; [ 1.33333333 10.66666667],0
d4,1,0.474549,0.511364,[23 10] ; [7 5],[22. 11.] ; [8. 4.],0
a6,1,0.558917,0.341583,[17 16] ; [5 7],[16.13333333 16.86666667] ; [5.86666667 6.13333333],0
d5,1,0.581989,0.30303,[19 14] ; [8 4],[19.8 13.2] ; [7.2 4.8],0
b5,1,0.581989,0.30303,[19 14] ; [8 4],[19.8 13.2] ; [7.2 4.8],0
p5,1,0.588809,0.292208,[ 8 25] ; [ 2 10],[ 7.33333333 25.66666667] ; [2.66666667 9.33333333],0
d1,1,0.593353,0.285138,[11 22] ; [3 9],[10.26666667 22.73333333] ; [3.73333333 8.26666667],0
v4,1,0.605552,0.266703,[22 11] ; [7 5],[21.26666667 11.73333333] ; [7.73333333 4.26666667],0
d3,1,0.685167,0.164367,[17 16] ; [7 5],[17.6 15.4] ; [6.4 5.6],0
n3,1,0.686591,0.1628,[7 6] ; [2 1],[7.3125 5.6875] ; [1.6875 1.3125],0
p2,1,0.691615,0.157343,[24  9] ; [8 4],[23.46666667  9.53333333] ; [8.53333333 3.46666667],0
p8,1,0.71077,0.13751,[13 20] ; [4 8],[12.46666667 20.53333333] ; [4.53333333 7.46666667],0
v2,1,0.71077,0.13751,[13 20] ; [4 8],[12.46666667 20.53333333] ; [4.53333333 7.46666667],0
n1,1,0.711531,0.136752,[ 3 10] ; [1 2],[3.25 9.75] ; [0.75 2.25],0
p1,1,0.720681,0.127841,[ 4 29] ; [ 1 11],[ 3.66666667 29.33333333] ; [ 1.33333333 10.66666667],0
p9,1,0.735937,0.11373,[23  9] ; [8 4],[22.54545455  9.45454545] ; [8.45454545 3.54545455],0
s5,1,0.736042,0.113636,[ 7 26] ; [ 2 10],[ 6.6 26.4] ; [2.4 9.6],0
b4,1,0.745582,0.105281,[21 12] ; [7 5],[20.53333333 12.46666667] ; [7.46666667 4.53333333],0
p10,1,0.745582,0.105281,[21 12] ; [7 5],[20.53333333 12.46666667] ; [7.46666667 4.53333333],0
a8,1,0.780332,0.077778,[ 4 26] ; [ 2 10],[ 4.28571429 25.71428571] ; [ 1.71428571 10.28571429],0
r4,1,0.846038,0.037704,[10 23] ; [4 8],[10.26666667 22.73333333] ; [3.73333333 8.26666667],0
r1,1,0.846038,0.037704,[10 23] ; [4 8],[10.26666667 22.73333333] ; [3.73333333 8.26666667],0
n2,1,0.868645,0.02735,[8 5] ; [2 1],[8.125 4.875] ; [1.875 1.125],0
p6,1,0.873219,0.025463,[ 6 26] ; [ 2 10],[ 5.81818182 26.18181818] ; [2.18181818 9.81818182],0
p11,1,0.878825,0.023244,[24  9] ; [9 3],[24.2  8.8] ; [8.8 3.2],0
u2,1,0.901321,0.015374,[8 9] ; [3 3],[8.13043478 8.86956522] ; [2.86956522 3.13043478],0
a3,1,0.928354,0.008085,[16 17] ; [6 6],[16.13333333 16.86666667] ; [5.86666667 6.13333333],0
d2,1,1.0,0.0,[11 22] ; [4 8],[11. 22.] ; [4. 8.],0
