Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.000337,12.854639,[209  93] ; [ 8 16],[201.02453988 100.97546012] ; [15.97546012  8.02453988],1
s1,1,0.010675,6.518551,[  8 291] ; [ 3 21],[ 10.18266254 288.81733746] ; [ 0.81733746 23.18266254],0
a5,1,0.018274,5.569679,[221  83] ; [12 12],[215.95121951  88.04878049] ; [17.04878049  6.95121951],0
b1,1,0.021584,5.279004,[106 198] ; [14 10],[111.2195122 192.7804878] ; [ 8.7804878 15.2195122],0
r4,1,0.022331,5.21984,[266  38] ; [17  7],[262.29268293  41.70731707] ; [20.70731707  3.29268293],0
p2,1,0.024023,5.092959,[237  65] ; [14 10],[232.52147239  69.47852761] ; [18.47852761  5.52147239],0
d3,1,0.032922,4.549824,[214  88] ; [12 12],[209.36196319  92.63803681] ; [16.63803681  7.36196319],0
v4,1,0.035414,4.425112,[284  18] ; [19  4],[281.55692308  20.44307692] ; [21.44307692  1.55692308],0
r3,1,0.039387,4.244112,[291  11] ; [21  3],[289.03067485  12.96932515] ; [22.96932515  1.03067485],0
d1,1,0.048538,3.89127,[177 127] ; [ 9 15],[172.3902439 131.6097561] ; [13.6097561 10.3902439],0
b5,1,0.053756,3.720264,[199 105] ; [11 13],[194.63414634 109.36585366] ; [15.36585366  8.63414634],0
n6,1,0.074954,3.171054,[256  46] ; [17  7],[252.90184049  49.09815951] ; [20.09815951  3.90184049],0
p4,1,0.077236,3.122131,[145 158] ; [ 7 17],[140.8440367 162.1559633] ; [11.1559633 12.8440367],0
n5,1,0.09683,2.756995,[222  78] ; [14 10],[218.51851852  81.48148148] ; [17.48148148  6.51851852],0
a6,1,0.12294,2.379462,[222  82] ; [14 10],[218.73170732  85.26829268] ; [17.26829268  6.73170732],0
v1,1,0.123982,2.366279,[145 147] ; [ 8 16],[141.37974684 150.62025316] ; [11.62025316 12.37974684],0
a7,1,0.125623,2.34578,[221  82] ; [14 10],[217.75229358  85.24770642] ; [17.24770642  6.75229358],0
d4,1,0.138588,2.193563,[252  52] ; [17  7],[249.31707317  54.68292683] ; [19.68292683  4.31707317],0
p6,1,0.152225,2.049808,[ 77 224] ; [ 3 21],[ 74.09230769 226.90769231] ; [ 5.90769231 18.09230769],0
s2,1,0.202047,1.627514,[166 135] ; [10 14],[163.00307692 137.99692308] ; [12.99692308 11.00307692],0
a1,1,0.254373,1.299128,[ 11 293] ; [ 2 22],[ 12.04878049 291.95121951] ; [ 0.95121951 23.04878049],0
s4,1,0.274984,1.191715,[ 53 249] ; [ 2 21],[ 51.10769231 250.89230769] ; [ 3.89230769 19.10769231],0
a2,1,0.282813,1.153524,[ 81 223] ; [ 4 20],[ 78.7804878 225.2195122] ; [ 6.2195122 17.7804878],0
b4,1,0.289747,1.120795,[182 122] ; [17  7],[184.43902439 119.56097561] ; [14.56097561  9.43902439],0
d2,1,0.312923,1.0183,[146 157] ; [ 9 15],[143.62385321 159.37614679] ; [11.37614679 12.62385321],0
u3,1,0.341286,0.905596,[49 31] ; [3 4],[47.81609195 32.18390805] ; [4.18390805 2.81609195],0
u1,1,0.350264,0.872499,[ 62 242] ; [ 3 21],[ 60.24390244 243.75609756] ; [ 4.75609756 19.24390244],0
u2,1,0.355452,0.853897,[48 31] ; [3 4],[46.84883721 32.15116279] ; [4.15116279 2.84883721],0
n4,1,0.367876,0.810825,[228  76] ; [16  8],[226.14634146  77.85365854] ; [17.85365854  6.14634146],0
a4,1,0.383458,0.759587,[142 162] ; [ 9 15],[139.95121951 164.04878049] ; [11.04878049 12.95121951],0
s7,1,0.392832,0.730158,[139 155] ; [13 10],[140.97160883 153.02839117] ; [11.02839117 11.97160883],0
p3,1,0.408787,0.682325,[114 189] ; [ 7 17],[112.11926606 190.88073394] ; [ 8.88073394 15.11926606],0
p11,1,0.469587,0.522948,[235  69] ; [17  7],[233.56097561  70.43902439] ; [18.43902439  5.56097561],0
p1,1,0.579964,0.306293,[ 17 287] ; [ 2 22],[ 17.6097561 286.3902439] ; [ 1.3902439 22.6097561],0
d5,1,0.648107,0.208294,[251  52] ; [19  5],[250.18348624  52.81651376] ; [19.81651376  4.18348624],0
a8,1,0.673974,0.176989,[ 32 244] ; [ 2 21],[ 31.38461538 244.61538462] ; [ 2.61538462 20.38461538],0
r2,1,0.70176,0.146648,[281  19] ; [22  2],[280.55555556  19.44444444] ; [22.44444444  1.55555556],0
n1,1,0.7234,0.125258,[30 53] ; [3 4],[30.43333333 52.56666667] ; [2.56666667 4.43333333],0
