Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.0,27.778438,[72 10] ; [ 5 12],[63.77777778 18.22222222] ; [13.22222222  3.77777778],1
d1,1,0.0,25.743988,[59 23] ; [ 1 16],[49.6969697 32.3030303] ; [10.3030303  6.6969697],1
d3,1,5.8e-05,16.153722,[61 21] ; [ 4 13],[53.83838384 28.16161616] ; [11.16161616  5.83838384],1
a3,1,0.000815,11.205729,[69 13] ; [8 9],[63.77777778 18.22222222] ; [13.22222222  3.77777778],1
p2,1,0.008336,6.959828,[76  6] ; [12  5],[72.88888889  9.11111111] ; [15.11111111  1.88888889],0
d2,1,0.008523,6.920076,[48 34] ; [ 4 13],[43.07070707 38.92929293] ; [8.92929293 8.07070707],0
p10,1,0.011663,6.361418,[76  4] ; [13  4],[73.40206186  6.59793814] ; [15.59793814  1.40206186],0
a4,1,0.018426,5.555145,[40 42] ; [ 3 14],[35.61616162 46.38383838] ; [7.38383838 9.61616162],0
p9,1,0.021265,5.304977,[79  3] ; [13  3],[76.97959184  5.02040816] ; [15.02040816  0.97959184],0
v1,1,0.048721,3.884956,[56 22] ; [8 9],[52.54736842 25.45263158] ; [11.45263158  5.54736842],0
u3,1,0.096401,2.764103,[9 4] ; [3 6],[7.09090909 5.90909091] ; [4.90909091 4.09090909],0
s2,1,0.104806,2.630837,[50 30] ; [ 7 10],[47.01030928 32.98969072] ; [9.98969072 7.01030928],0
s1,1,0.111794,2.528674,[ 5 77] ; [ 3 14],[ 6.62626263 75.37373737] ; [ 1.37373737 15.62626263],0
p1,1,0.124014,2.365885,[23 59] ; [8 9],[25.67676768 56.32323232] ; [ 5.32323232 11.67676768],0
a2,1,0.148542,2.087159,[17 65] ; [ 1 16],[14.90909091 67.09090909] ; [ 3.09090909 13.90909091],0
p4,1,0.169958,1.883311,[72  9] ; [13  4],[70.25510204 10.74489796] ; [14.74489796  2.25510204],0
v2,1,0.180612,1.792582,[46 32] ; [ 7 10],[43.51578947 34.48421053] ; [9.48421053 7.51578947],0
s8,1,0.181886,1.782148,[50 31] ; [7 9],[47.59793814 33.40206186] ; [9.40206186 6.59793814],0
p8,1,0.189485,1.721621,[68 14] ; [11  5],[66.10204082 15.89795918] ; [12.89795918  3.10204082],0
a7,1,0.236827,1.399382,[60 22] ; [10  7],[57.97979798 24.02020202] ; [12.02020202  4.97979798],0
a5,1,0.242677,1.364978,[64 18] ; [11  6],[62.12121212 19.87878788] ; [12.87878788  4.12121212],0
a1,1,0.282908,1.153068,[13 69] ; [ 1 16],[11.5959596 70.4040404] ; [ 2.4040404 14.5959596],0
r3,1,0.293031,1.105645,[76  4] ; [15  2],[75.05154639  4.94845361] ; [15.94845361  1.05154639],0
p7,1,0.392176,0.732183,[64 16] ; [12  5],[62.68041237 17.31958763] ; [13.31958763  3.68041237],0
b2,1,0.405262,0.692658,[30 30] ; [4 7],[28.73239437 31.26760563] ; [5.26760563 5.73239437],0
b3,1,0.405262,0.692658,[30 30] ; [4 7],[28.73239437 31.26760563] ; [5.26760563 5.73239437],0
u2,1,0.428539,0.626781,[8 5] ; [4 5],[7.09090909 5.90909091] ; [4.90909091 4.09090909],0
r1,1,0.503755,0.447017,[66 15] ; [15  2],[66.94897959 14.05102041] ; [14.05102041  2.94897959],0
n4,1,0.540295,0.374994,[76  6] ; [15  2],[75.37373737  6.62626263] ; [15.62626263  1.37373737],0
s3,1,0.571608,0.32,[51 29] ; [9 7],[50. 30.] ; [10.  6.],0
n1,1,0.595732,0.281481,[8 8] ; [2 1],[8.42105263 7.57894737] ; [1.57894737 1.42105263],0
n5,1,0.613113,0.255667,[74  8] ; [16  1],[74.54545455  7.45454545] ; [15.45454545  1.54545455],0
v3,1,0.648009,0.208419,[46 32] ; [9 8],[45.15789474 32.84210526] ; [9.84210526 7.15789474],0
p11,1,0.648541,0.207744,[71 11] ; [14  3],[70.4040404 11.5959596] ; [14.5959596  2.4040404],0
a6,1,0.65036,0.205447,[53 29] ; [10  7],[52.18181818 29.81818182] ; [10.81818182  6.18181818],0
p12,1,0.683101,0.166655,[23 58] ; [ 4 13],[22.31632653 58.68367347] ; [ 4.68367347 12.31632653],0
s7,1,0.710985,0.137295,[55 22] ; [10  5],[54.40217391 22.59782609] ; [10.59782609  4.40217391],0
n2,1,0.717688,0.130719,[13  4] ; [2 1],[12.75  4.25] ; [2.25 0.75],0
b5,1,0.765742,0.088773,[37 45] ; [ 7 10],[36.44444444 45.55555556] ; [7.55555556 9.44444444],0
p3,1,0.797334,0.065946,[65 17] ; [13  4],[64.60606061 17.39393939] ; [13.39393939  3.60606061],0
s6,1,0.809598,0.058054,[64 12] ; [13  2],[64.30769231 11.69230769] ; [12.69230769  2.30769231],0
a8,1,0.822987,0.050044,[12 61] ; [ 3 13],[12.30337079 60.69662921] ; [ 2.69662921 13.30337079],0
r2,1,0.827971,0.047221,[72  8] ; [15  2],[71.75257732  8.24742268] ; [15.24742268  1.75257732],0
b4,1,0.836504,0.042588,[46 36] ; [10  7],[46.38383838 35.61616162] ; [9.61616162 7.38383838],0
p6,1,0.864247,0.029231,[50 30] ; [11  6],[50.30927835 29.69072165] ; [10.69072165  6.30927835],0
s5,1,0.899943,0.015809,[49 24] ; [11  5],[49.21348315 23.78651685] ; [10.78651685  5.21348315],0
b1,1,0.908938,0.013082,[35 47] ; [ 7 10],[34.78787879 47.21212121] ; [7.21212121 9.78787879],0
s4,1,0.919509,0.010212,[10 69] ; [ 2 15],[ 9.875 69.125] ; [ 2.125 14.875],0
