Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,49.797684,[75  3] ; [ 8 17],[62.85436893 15.14563107] ; [20.14563107  4.85436893],1
r2,1,1.5e-05,18.713001,[76  2] ; [17  8],[70.42718447  7.57281553] ; [22.57281553  2.42718447],1
a7,1,0.000153,14.33773,[60 18] ; [ 9 16],[52.25242718 25.74757282] ; [16.74757282  8.25242718],1
r3,1,0.001901,9.643115,[75  3] ; [19  6],[71.18446602  6.81553398] ; [22.81553398  2.18446602],0
s3,1,0.002974,8.823529,[57 18] ; [11 14],[51. 24.] ; [17.  8.],0
n4,1,0.005656,7.656623,[57 20] ; [11 14],[51.33333333 25.66666667] ; [16.66666667  8.33333333],0
d5,1,0.005732,7.632653,[66 11] ; [15 10],[61.14705882 15.85294118] ; [19.85294118  5.14705882],0
n5,1,0.018226,5.5743,[54 23] ; [11 14],[49.06862745 27.93137255] ; [15.93137255  9.06862745],0
s8,1,0.034336,4.477893,[34 44] ; [ 5 20],[29.53398058 48.46601942] ; [ 9.46601942 15.53398058],0
a1,1,0.035624,4.414993,[ 3 75] ; [ 4 21],[ 5.30097087 72.69902913] ; [ 1.69902913 23.30097087],0
a2,1,0.037563,4.324707,[22 56] ; [ 2 23],[18.17475728 59.82524272] ; [ 5.82524272 19.17475728],0
a6,1,0.038542,4.280961,[46 31] ; [ 9 16],[41.51960784 35.48039216] ; [13.48039216 11.51960784],0
b1,1,0.057184,3.617228,[36 42] ; [17  8],[40.13592233 37.86407767] ; [12.86407767 12.13592233],0
a8,1,0.058053,3.592155,[14 53] ; [ 1 23],[11.04395604 55.95604396] ; [ 3.95604396 20.04395604],0
d1,1,0.058767,3.571852,[45 33] ; [ 9 16],[40.89320388 37.10679612] ; [13.10679612 11.89320388],0
v4,1,0.082937,3.006385,[72  6] ; [20  5],[69.66990291  8.33009709] ; [22.33009709  2.66990291],0
s4,1,0.097466,2.74652,[15 61] ; [ 9 16],[18.05940594 57.94059406] ; [ 5.94059406 19.05940594],0
n6,1,0.13998,2.178174,[58 19] ; [15 10],[55.10784314 21.89215686] ; [17.89215686  7.10784314],0
b4,1,0.148065,2.092077,[53 25] ; [13 12],[49.98058252 28.01941748] ; [16.01941748  8.98058252],0
b3,1,0.172604,1.860182,[18 33] ; [ 3 14],[15.75 35.25] ; [ 5.25 11.75],0
b2,1,0.172604,1.860182,[18 33] ; [ 3 14],[15.75 35.25] ; [ 5.25 11.75],0
p2,1,0.229884,1.441581,[51 27] ; [13 12],[48.46601942 29.53398058] ; [15.53398058  9.46601942],0
a5,1,0.229884,1.441581,[51 27] ; [13 12],[48.46601942 29.53398058] ; [15.53398058  9.46601942],0
v3,1,0.250908,1.318238,[28 46] ; [ 6 18],[25.67346939 48.32653061] ; [ 8.32653061 15.67346939],0
p8,1,0.270646,1.213472,[31 46] ; [ 7 18],[28.68627451 48.31372549] ; [ 9.31372549 15.68627451],0
a4,1,0.28327,1.151332,[34 43] ; [ 8 17],[31.70588235 45.29411765] ; [10.29411765 14.70588235],0
n3,1,0.292584,1.107692,[16 10] ; [8 2],[17.33333333  8.66666667] ; [6.66666667 3.33333333],0
p9,1,0.323759,0.973699,[34 42] ; [ 8 16],[31.92 44.08] ; [10.08 13.92],0
p12,1,0.391422,0.734519,[ 1 77] ; [ 1 24],[ 1.51456311 76.48543689] ; [ 0.48543689 24.51456311],0
