Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,42.574392,[253  98] ; [22 48],[229.27553444 121.72446556] ; [45.72446556 24.27553444],1
p8,1,0.0,37.697617,[211 135] ; [15 56],[187.52038369 158.47961631] ; [38.47961631 32.52038369],1
p7,1,0.0,34.073661,[237 106] ; [22 47],[215.62378641 127.37621359] ; [43.37621359 25.62378641],1
r4,1,1e-06,24.685481,[332  20] ; [54 17],[321.21040189  30.78959811] ; [64.78959811  6.21040189],1
p11,1,1e-06,24.071731,[291  61] ; [40 31],[275.44208038  76.55791962] ; [55.55791962 15.44208038],1
p10,1,6e-06,20.503321,[304  46] ; [46 25],[290.97387173  59.02612827] ; [59.02612827 11.97387173],1
r3,1,8e-06,19.99988,[341   8] ; [61 10],[334.04285714  14.95714286] ; [67.95714286  3.04285714],1
p9,1,8e-06,19.828992,[309  38] ; [48 22],[297.07194245  49.92805755] ; [59.92805755 10.07194245],1
v4,1,1.9e-05,18.331038,[342   7] ; [62  9],[335.7047619  13.2952381] ; [68.2952381  2.7047619],1
p6,1,5.6e-05,16.220183,[149 199] ; [12 58],[134.03827751 213.96172249] ; [26.96172249 43.03827751],1
v1,1,0.000142,14.473538,[207 136] ; [24 44],[192.7810219 150.2189781] ; [38.2189781 29.7810219],1
p3,1,0.000229,13.57929,[197 154] ; [22 47],[183.02142857 167.97857143] ; [35.97857143 33.02142857],1
r1,1,0.00206,9.495301,[308  40] ; [53 18],[299.82816229  48.17183771] ; [61.17183771  9.82816229],0
s6,1,0.002635,9.044523,[246  97] ; [38 33],[235.29468599 107.70531401] ; [48.70531401 22.29468599],0
n6,1,0.007424,7.167335,[307  43] ; [52 17],[299.88066826  50.11933174] ; [59.11933174  9.88066826],0
s2,1,0.012715,6.208273,[202 144] ; [30 41],[192.49880096 153.50119904] ; [39.50119904 31.49880096],0
a1,1,0.017549,5.640581,[ 15 337] ; [ 8 63],[ 19.13947991 332.86052009] ; [ 3.86052009 67.13947991],0
n3,1,0.037651,4.320735,[50 16] ; [17 14],[45.58762887 20.41237113] ; [21.41237113  9.58762887],0
s3,1,0.047148,3.940097,[208 135] ; [34 37],[200.49758454 142.50241546] ; [41.50241546 29.49758454],0
s5,1,0.050273,3.832317,[122 214] ; [16 51],[115.05707196 220.94292804] ; [22.94292804 44.05707196],0
n2,1,0.055228,3.675179,[49 16] ; [18 14],[44.89690722 20.10309278] ; [22.10309278  9.89690722],0
v2,1,0.083585,2.993773,[220 119] ; [36 31],[213.75369458 125.24630542] ; [42.24630542 24.75369458],0
a8,1,0.100552,2.696763,[ 47 256] ; [ 5 60],[ 42.81521739 260.18478261] ; [ 9.18478261 55.81521739],0
n4,1,0.106193,2.609974,[283  69] ; [51 20],[277.93853428  74.06146572] ; [56.06146572 14.93853428],0
u4,1,0.120914,2.405439,[  8 343] ; [ 4 67],[  9.98104265 341.01895735] ; [ 2.01895735 68.98104265],0
n5,1,0.124427,2.360693,[267  83] ; [48 23],[261.87648456  88.12351544] ; [53.12351544 17.87648456],0
s8,1,0.126599,2.333718,[174 174] ; [28 42],[168.1722488 179.8277512] ; [33.8277512 36.1722488],0
r2,1,0.160917,1.965585,[339   9] ; [65  4],[337.15107914  10.84892086] ; [66.84892086  2.15107914],0
v3,1,0.161919,1.956215,[150 185] ; [23 42],[144.8875 190.1125] ; [28.1125 36.8875],0
s1,1,0.242371,1.366748,[ 10 336] ; [ 4 67],[ 11.61630695 334.38369305] ; [ 2.38369305 68.61630695],0
p1,1,0.249741,1.324753,[ 35 316] ; [ 4 67],[ 32.43838863 318.56161137] ; [ 6.56161137 64.43838863],0
b1,1,0.309517,1.032737,[112 240] ; [27 44],[115.66903073 236.33096927] ; [23.33096927 47.66903073],0
b4,1,0.346286,0.88702,[212 140] ; [47 24],[215.52718676 136.47281324] ; [43.47281324 27.52718676],0
p5,1,0.43509,0.609199,[ 42 309] ; [ 6 63],[ 40.11428571 310.88571429] ; [ 7.88571429 61.11428571],0
b2,1,0.46084,0.543855,[ 86 131] ; [17 33],[ 83.71161049 133.28838951] ; [19.28838951 30.71161049],0
b3,1,0.46084,0.543855,[ 86 131] ; [17 33],[ 83.71161049 133.28838951] ; [19.28838951 30.71161049],0
u3,1,0.474533,0.5114,[46 24] ; [12  4],[47.20930233 22.79069767] ; [10.79069767  5.20930233],0
d3,1,0.544776,0.366759,[333  19] ; [64  5],[331.93349169  20.06650831] ; [65.06650831  3.93349169],0
a3,1,0.550355,0.356682,[282  68] ; [55 16],[280.16627078  69.83372922] ; [56.83372922 14.16627078],0
a4,1,0.57722,0.31075,[195 156] ; [42 29],[197.12559242 153.87440758] ; [39.87440758 31.12559242],0
b5,1,0.579091,0.307707,[236 116] ; [50 21],[237.99527187 114.00472813] ; [48.00472813 22.99527187],0
p12,1,0.600178,0.274727,[ 37 315] ; [ 6 65],[ 35.78250591 316.21749409] ; [ 7.21749409 63.78250591],0
