Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,85.368536,[ 2 41] ; [192  58],[28.47098976 14.52901024] ; [165.52901024  84.47098976],1
d5,1,0.0,68.584305,[18 25] ; [229  21],[36.24914676  6.75085324] ; [210.75085324  39.24914676],1
d3,1,0.0,37.975471,[14 29] ; [196  54],[30.81911263 12.18088737] ; [179.18088737  70.81911263],1
d2,1,0.0,26.894707,[ 7 36] ; [147 102],[22.67808219 20.32191781] ; [131.32191781 117.67808219],1
a4,1,0.000217,13.674043,[ 9 34] ; [128 121],[20.17465753 22.82534247] ; [116.82534247 132.17465753],1
p2,1,0.000766,11.321665,[31 12] ; [225  24],[37.69863014  5.30136986] ; [218.30136986  30.69863014],1
u1,1,0.001062,10.716451,[ 1 42] ; [ 61 189],[ 9.09897611 33.90102389] ; [ 52.90102389 197.09897611],0
s8,1,0.003176,8.703553,[15 28] ; [146 101],[23.87241379 19.12758621] ; [137.12758621 109.87241379],0
a3,1,0.009069,6.809276,[27 16] ; [200  48],[33.54295533  9.45704467] ; [193.45704467  54.54295533],0
a2,1,0.009142,6.794781,[ 4 39] ; [ 70 180],[10.86006826 32.13993174] ; [ 63.13993174 186.86006826],0
a5,1,0.01707,5.689125,[28 15] ; [203  47],[33.90102389  9.09897611] ; [197.09897611  52.90102389],0
p1,1,0.023853,5.105322,[10 33] ; [ 27 222],[ 5.44863014 37.55136986] ; [ 31.55136986 217.44863014],0
s2,1,0.057909,3.596291,[19 24] ; [148 100],[24.67697595 18.32302405] ; [142.32302405 105.67697595],0
v1,1,0.083018,3.004809,[24 18] ; [175  73],[28.82068966 13.17931034] ; [170.17931034  77.82068966],0
a8,1,0.089831,2.877404,[ 2 38] ; [ 33 188],[ 5.36398467 34.63601533] ; [ 29.63601533 191.36398467],0
r3,1,0.109572,2.560376,[40  3] ; [243   6],[41.67465753  1.32534247] ; [241.32534247   7.67465753],0
s1,1,0.113998,2.497907,[ 3 40] ; [  6 240],[ 1.33910035 41.66089965] ; [  7.66089965 238.33910035],0
v2,1,0.154955,2.022784,[31 11] ; [205  42],[34.29757785  7.70242215] ; [201.70242215  45.29757785],0
p7,1,0.169263,1.889456,[27 15] ; [181  62],[30.65263158 11.34736842] ; [177.34736842  65.65263158],0
b4,1,0.196758,1.666274,[22 21] ; [154  96],[25.82935154 17.17064846] ; [150.17064846  99.82935154],0
p4,1,0.232669,1.424471,[25 18] ; [168  81],[28.42123288 14.57876712] ; [164.57876712  84.42123288],0
s6,1,0.238783,1.387764,[26 15] ; [176  67],[29.16197183 11.83802817] ; [172.83802817  70.16197183],0
n6,1,0.25237,1.310138,[37  6] ; [227  21],[39.01030928  3.98969072] ; [224.98969072  23.01030928],0
v4,1,0.297838,1.08385,[41  2] ; [243   5],[41.96563574  1.03436426] ; [242.03436426   5.96563574],0
s5,1,0.380612,0.768723,[14 28] ; [ 98 144],[16.56338028 25.43661972] ; [ 95.43661972 146.56338028],0
p8,1,0.416684,0.65965,[24 19] ; [154  93],[26.39310345 16.60689655] ; [151.60689655  95.39310345],0
p5,1,0.439363,0.597947,[ 6 37] ; [ 47 202],[ 7.80479452 35.19520548] ; [ 45.19520548 203.80479452],0
s7,1,0.445714,0.581527,[21 17] ; [147  91],[23.13043478 14.86956522] ; [144.86956522  93.13043478],0
r2,1,0.45886,0.548674,[42  1] ; [235  12],[41.07241379  1.92758621] ; [235.92758621  11.07241379],0
p11,1,0.475894,0.508258,[35  8] ; [214  36],[36.54266212  6.45733788] ; [212.45733788  37.54266212],0
n4,1,0.522708,0.408547,[35  8] ; [213  37],[36.39590444  6.60409556] ; [211.60409556  38.39590444],0
p12,1,0.540906,0.373864,[ 5 38] ; [ 38 212],[ 6.3105802 36.6894198] ; [ 36.6894198 213.3105802],0
s3,1,0.556689,0.34547,[23 19] ; [146  99],[24.73170732 17.26829268] ; [144.26829268 100.73170732],0
n3,1,0.583142,0.301182,[4 1] ; [32 15],[3.46153846 1.53846154] ; [32.53846154 14.46153846],0
p3,1,0.60882,0.261897,[25 18] ; [155  94],[26.50684932 16.49315068] ; [153.49315068  95.50684932],0
b5,1,0.614931,0.253056,[23 20] ; [144 106],[24.50853242 18.49146758] ; [142.49146758 107.50853242],0
r4,1,0.659105,0.194612,[41  2] ; [234  16],[40.35836177  2.64163823] ; [234.64163823  15.35836177],0
n1,1,0.66155,0.191646,[2 3] ; [14 32],[1.56862745 3.43137255] ; [14.43137255 31.56862745],0
u2,1,0.682025,0.167856,[9 7] ; [31 19],[9.6969697 6.3030303] ; [30.3030303 19.6969697],0
b2,1,0.685033,0.164515,[11 16] ; [71 87],[11.96756757 15.03243243] ; [70.03243243 87.96756757],0
b3,1,0.685033,0.164515,[11 16] ; [71 87],[11.96756757 15.03243243] ; [70.03243243 87.96756757],0
b1,1,0.699566,0.148924,[14 29] ; [ 89 161],[15.11604096 27.88395904] ; [ 87.88395904 162.11604096],0
s4,1,0.711443,0.13684,[ 5 38] ; [ 34 214],[ 5.7628866 37.2371134] ; [ 33.2371134 214.7628866],0
a6,1,0.721758,0.126815,[28 15] ; [169  80],[29.01027397 13.98972603] ; [167.98972603  81.01027397],0
p9,1,0.79606,0.066796,[41  2] ; [235  14],[40.64383562  2.35616438] ; [235.35616438  13.64383562],0
n5,1,0.8101,0.057743,[36  7] ; [212  37],[36.52054795  6.47945205] ; [211.47945205  37.52054795],0
r1,1,0.8101,0.057743,[36  7] ; [212  37],[36.52054795  6.47945205] ; [211.47945205  37.52054795],0
a7,1,0.891648,0.018556,[31 12] ; [182  67],[31.36643836 11.63356164] ; [181.63356164  67.36643836],0
u3,1,0.950069,0.003921,[9 7] ; [28 21],[9.10769231 6.89230769] ; [27.89230769 21.10769231],0
p6,1,0.96112,0.002376,[18 25] ; [102 144],[17.85467128 25.14532872] ; [102.14532872 143.85467128],0
