Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,28.435867,[94  7] ; [15 14],[84.68461538 16.31538462] ; [24.31538462  4.68461538],1
v4,1,0.013723,6.073379,[96  4] ; [24  5],[93.02325581  6.97674419] ; [26.97674419  2.02325581],0
r3,1,0.01558,5.849628,[95  6] ; [23  6],[91.67692308  9.32307692] ; [26.32307692  2.67692308],0
d3,1,0.020981,5.328349,[72 29] ; [14 15],[66.81538462 34.18461538] ; [19.18461538  9.81538462],0
s3,1,0.0224,5.214429,[74 26] ; [15 14],[68.99224806 31.00775194] ; [20.00775194  8.99224806],0
s6,1,0.028924,4.772113,[84 16] ; [19 10],[79.84496124 20.15503876] ; [23.15503876  5.84496124],0
d1,1,0.047705,3.920345,[69 32] ; [14 15],[64.48461538 36.51538462] ; [18.51538462 10.48461538],0
d5,1,0.047721,3.919797,[86 15] ; [20  9],[82.35384615 18.64615385] ; [23.64615385  5.35384615],0
s8,1,0.066258,3.373379,[67 33] ; [14 15],[62.79069767 37.20930233] ; [18.20930233 10.79069767],0
v2,1,0.070334,3.275202,[54 44] ; [10 18],[49.77777778 48.22222222] ; [14.22222222 13.77777778],0
s2,1,0.080589,3.052991,[73 28] ; [16 13],[69.14615385 31.85384615] ; [19.85384615  9.14615385],0
p6,1,0.09814,2.735518,[20 81] ; [10 19],[23.30769231 77.69230769] ; [ 6.69230769 22.30769231],0
a7,1,0.101915,2.675322,[72 29] ; [16 13],[68.36923077 32.63076923] ; [19.63076923  9.36923077],0
a2,1,0.128717,2.307916,[32 69] ; [ 5 24],[28.74615385 72.25384615] ; [ 8.25384615 20.74615385],0
n6,1,0.144551,2.128826,[87 13] ; [22  7],[84.49612403 15.50387597] ; [24.50387597  4.49612403],0
n4,1,0.15076,2.064542,[85 16] ; [21  8],[82.35384615 18.64615385] ; [23.64615385  5.35384615],0
s4,1,0.158046,1.992828,[16 84] ; [ 8 21],[18.60465116 81.39534884] ; [ 5.39534884 23.60465116],0
p10,1,0.162135,1.954197,[76 25] ; [18 11],[73.03076923 27.96923077] ; [20.96923077  8.03076923],0
u1,1,0.21534,1.535156,[29 72] ; [ 5 24],[26.41538462 74.58461538] ; [ 7.58461538 21.41538462],0
a6,1,0.217766,1.519034,[65 36] ; [15 14],[62.15384615 38.84615385] ; [17.84615385 11.15384615],0
r2,1,0.240105,1.379978,[96  5] ; [24  3],[94.6875  6.3125] ; [25.3125  1.6875],0
a5,1,0.248536,1.331512,[80 21] ; [20  9],[77.69230769 23.30769231] ; [22.30769231  6.69230769],0
b1,1,0.263525,1.250142,[43 58] ; [ 9 20],[40.4 60.6] ; [11.6 17.4],0
p11,1,0.275934,1.187006,[62 39] ; [21  8],[64.48461538 36.51538462] ; [18.51538462 10.48461538],0
p5,1,0.278111,1.176297,[10 89] ; [ 1 27],[ 8.57480315 90.42519685] ; [ 2.42519685 25.57480315],0
v3,1,0.316456,1.00354,[37 58] ; [ 8 20],[34.75609756 60.24390244] ; [10.24390244 17.75609756],0
s1,1,0.324945,0.968939,[ 9 91] ; [ 1 28],[ 7.75193798 92.24806202] ; [ 2.24806202 26.75193798],0
p4,1,0.337311,0.920627,[52 49] ; [12 17],[49.72307692 51.27692308] ; [14.27692308 14.72307692],0
b3,1,0.342297,0.90181,[27 43] ; [11 11],[28.91304348 41.08695652] ; [ 9.08695652 12.91304348],0
b2,1,0.342297,0.90181,[27 43] ; [11 11],[28.91304348 41.08695652] ; [ 9.08695652 12.91304348],0
p3,1,0.34901,0.877052,[37 63] ; [ 8 21],[34.88372093 65.11627907] ; [10.11627907 18.88372093],0
a3,1,0.368754,0.807859,[81 20] ; [21  8],[79.24615385 21.75384615] ; [22.75384615  6.24615385],0
p8,1,0.443051,0.588368,[29 72] ; [ 6 22],[27.40310078 73.59689922] ; [ 7.59689922 20.40310078],0
p1,1,0.445309,0.582564,[12 89] ; [ 2 27],[10.87692308 90.12307692] ; [ 3.12307692 25.87692308],0
