Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,36.793114,[314  71] ; [27 32],[295.68693694  89.31306306] ; [45.31306306 13.68693694],1
n5,1,0.0,32.654025,[311  74] ; [27 31],[293.74717833  91.25282167] ; [44.25282167 13.74717833],1
r4,1,2e-06,22.761896,[370  16] ; [47 12],[361.71235955  24.28764045] ; [55.28764045  3.71235955],1
p11,1,0.001343,10.282916,[308  78] ; [36 23],[298.39101124  87.60898876] ; [45.60898876 13.39101124],0
p10,1,0.001768,9.775863,[329  52] ; [40 17],[320.97945205  60.02054795] ; [48.02054795  8.97945205],0
r2,1,0.005984,7.555149,[371  11] ; [52  6],[367.24090909  14.75909091] ; [55.75909091  2.24090909],0
p6,1,0.008177,6.994323,[157 225] ; [13 44],[147.92710706 234.07289294] ; [22.07289294 34.92710706],0
s5,1,0.010013,6.632654,[165 212] ; [14 41],[156.21064815 220.78935185] ; [22.78935185 32.21064815],0
v3,1,0.015126,5.901696,[155 220] ; [13 41],[146.85314685 228.14685315] ; [21.14685315 32.85314685],0
a4,1,0.018565,5.542027,[180 204] ; [18 41],[171.62979684 212.37020316] ; [26.37020316 32.62979684],0
p12,1,0.022822,5.182021,[ 44 342] ; [ 1 57],[ 39.12162162 346.87837838] ; [ 5.87837838 52.12162162],0
u1,1,0.02737,4.867303,[104 282] ; [ 8 51],[ 97.1505618 288.8494382] ; [14.8494382 44.1505618],0
p4,1,0.027859,4.836762,[258 126] ; [31 28],[250.51015801 133.48984199] ; [38.48984199 20.51015801],0
p9,1,0.031714,4.613867,[339  42] ; [45 12],[334.02739726  46.97260274] ; [49.97260274  7.02739726],0
b1,1,0.039339,4.246189,[124 262] ; [27 32],[130.97977528 255.02022472] ; [20.02022472 38.97977528],0
b4,1,0.042833,4.101989,[243 143] ; [29 30],[235.93707865 150.06292135] ; [36.06292135 22.93707865],0
s7,1,0.045213,4.010679,[222 145] ; [27 31],[215.01882353 151.98117647] ; [33.98117647 24.01882353],0
p3,1,0.04721,3.937881,[204 182] ; [23 36],[196.90337079 189.09662921] ; [30.09662921 28.90337079],0
d2,1,0.050764,3.816033,[199 186] ; [22 36],[192.06546275 192.93453725] ; [28.93453725 29.06546275],0
r3,1,0.055139,3.67789,[376   9] ; [54  4],[373.7020316  11.2979684] ; [56.2979684  1.7020316],0
v4,1,0.059486,3.551665,[376   9] ; [55  4],[373.72747748  11.27252252] ; [57.27252252  1.72747748],0
s2,1,0.064402,3.420227,[255 128] ; [32 27],[248.69004525 134.30995475] ; [38.30995475 20.69004525],0
a6,1,0.079488,3.075348,[292  93] ; [50  8],[297.2234763  87.7765237] ; [44.7765237 13.2234763],0
v1,1,0.088471,2.901977,[220 156] ; [26 30],[214.11111111 161.88888889] ; [31.88888889 24.11111111],0
u3,1,0.093025,2.821231,[66 34] ; [17  3],[69.16666667 30.83333333] ; [13.83333333  6.16666667],0
p1,1,0.114953,2.484777,[ 37 347] ; [ 2 57],[ 33.80586907 350.19413093] ; [ 5.19413093 53.80586907],0
a5,1,0.115383,2.478901,[298  88] ; [40 19],[293.18651685  92.81348315] ; [44.81348315 14.18651685],0
a3,1,0.125272,2.35014,[284 100] ; [38 21],[279.11512415 104.88487585] ; [42.88487585 16.11512415],0
p5,1,0.131925,2.269706,[ 54 330] ; [ 4 54],[ 50.38914027 333.61085973] ; [ 7.61085973 50.38914027],0
p8,1,0.14208,2.155283,[210 171] ; [25 31],[204.88558352 176.11441648] ; [30.11441648 25.88558352],0
b2,1,0.159101,1.982753,[ 82 147] ; [ 8 26],[ 78.36501901 150.63498099] ; [11.63498099 22.36501901],0
b3,1,0.159101,1.982753,[ 82 147] ; [ 8 26],[ 78.36501901 150.63498099] ; [11.63498099 22.36501901],0
s8,1,0.243368,1.360978,[207 177] ; [27 32],[202.83521445 181.16478555] ; [31.16478555 27.83521445],0
u2,1,0.26838,1.225008,[62 38] ; [15  5],[64.16666667 35.83333333] ; [12.83333333  7.16666667],0
a2,1,0.357644,0.84615,[121 265] ; [15 44],[117.96853933 268.03146067] ; [18.03146067 40.96853933],0
d3,1,0.384795,0.755328,[300  86] ; [48 10],[302.54054054  83.45945946] ; [45.45945946 12.54054054],0
r1,1,0.385713,0.752414,[328  56] ; [47 11],[325.7918552  58.2081448] ; [49.2081448  8.7918552],0
n1,1,0.418105,0.655635,[29 47] ; [ 6 15],[27.42268041 48.57731959] ; [ 7.57731959 13.42268041],0
n3,1,0.443414,0.58743,[56 21] ; [17  4],[57.35714286 19.64285714] ; [15.64285714  5.35714286],0
a1,1,0.554382,0.349525,[ 20 366] ; [ 2 57],[ 19.08314607 366.91685393] ; [ 2.91685393 56.08314607],0
b5,1,0.630246,0.231727,[256 130] ; [41 18],[257.62247191 128.37752809] ; [39.37752809 19.62247191],0
s3,1,0.658418,0.195451,[265 113] ; [39 19],[263.55963303 114.44036697] ; [40.44036697 17.55963303],0
d1,1,0.658507,0.195342,[247 139] ; [36 23],[245.47865169 140.52134831] ; [37.52134831 21.47865169],0
d4,1,0.673044,0.178061,[334  52] ; [49  9],[332.96846847  53.03153153] ; [50.03153153  7.96846847],0
v2,1,0.770046,0.085448,[226 147] ; [31 22],[225.0258216 147.9741784] ; [31.9741784 21.0258216],0
p2,1,0.843646,0.0389,[330  55] ; [50  9],[329.5045045  55.4954955] ; [50.4954955  8.5045045],0
s1,1,0.854564,0.033598,[ 15 365] ; [ 2 56],[ 14.74885845 365.25114155] ; [ 2.25114155 55.74885845],0
n2,1,0.866129,0.028418,[60 17] ; [16  5],[59.71428571 17.28571429] ; [16.28571429  4.71428571],0
p7,1,0.927851,0.008199,[247 127] ; [36 18],[247.29439252 126.70560748] ; [35.70560748 18.29439252],0
d5,1,0.963472,0.002097,[327  59] ; [49  9],[326.88288288  59.11711712] ; [49.11711712  8.88288288],0
a8,1,0.983524,0.000426,[ 52 295] ; [ 8 45],[ 52.05 294.95] ; [ 7.95 45.05],0
s4,1,0.996832,1.6e-05,[ 77 302] ; [12 47],[ 77.01141553 301.98858447] ; [11.98858447 47.01141553],0
