Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.000528,12.013919,[27  8] ; [ 9 18],[20.32258065 14.67741935] ; [15.67741935 11.32258065],1
p4,1,0.003386,8.586839,[16 19] ; [ 3 24],[10.72580645 24.27419355] ; [ 8.27419355 18.72580645],0
a3,1,0.004549,8.050482,[26  8] ; [11 16],[20.62295082 13.37704918] ; [16.37704918 10.62295082],0
a4,1,0.007709,7.099973,[16 18] ; [ 4 23],[11.14754098 22.85245902] ; [ 8.85245902 18.14754098],0
a7,1,0.017486,5.646921,[21 14] ; [ 8 19],[16.37096774 18.62903226] ; [12.62903226 14.37096774],0
p3,1,0.0202,5.394513,[13 22] ; [ 3 24],[ 9.03225806 25.96774194] ; [ 6.96774194 20.03225806],0
d1,1,0.04239,4.119573,[18 17] ; [ 7 20],[14.11290323 20.88709677] ; [10.88709677 16.11290323],0
d4,1,0.071405,3.250431,[27  8] ; [15 12],[23.70967742 11.29032258] ; [18.29032258  8.70967742],0
d3,1,0.072974,3.214815,[21 14] ; [10 17],[17.5 17.5] ; [13.5 13.5],0
p9,1,0.0859,2.949571,[18 16] ; [ 8 18],[14.73333333 19.26666667] ; [11.26666667 14.73333333],0
a6,1,0.100235,2.701801,[19 16] ; [ 9 18],[15.80645161 19.19354839] ; [12.19354839 14.80645161],0
a8,1,0.141427,2.162364,[ 5 28] ; [ 1 26],[ 3.3 29.7] ; [ 2.7 24.3],0
d2,1,0.143217,2.143045,[19 15] ; [10 17],[16.16393443 17.83606557] ; [12.83606557 14.16393443],0
b1,1,0.148605,2.086515,[22 13] ; [12 15],[19.19354839 15.80645161] ; [14.80645161 12.19354839],0
v2,1,0.163807,1.938724,[14 21] ; [ 6 20],[11.47540984 23.52459016] ; [ 8.52459016 17.47540984],0
p7,1,0.167629,1.904018,[12 23] ; [ 5 22],[ 9.59677419 25.40322581] ; [ 7.40322581 19.59677419],0
