Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000194,13.884595,[94  9] ; [47 21],[84.92982456 18.07017544] ; [56.07017544 11.92982456],1
p2,1,0.000278,13.215439,[76 28] ; [31 37],[64.69767442 39.30232558] ; [42.30232558 25.69767442],1
r4,1,0.001705,9.842529,[84 20] ; [40 28],[74.97674419 29.02325581] ; [49.02325581 18.97674419],0
v4,1,0.005593,7.677032,[93 11] ; [49 18],[86.3625731 17.6374269] ; [55.6374269 11.3625731],0
p8,1,0.007385,7.176843,[36 66] ; [11 56],[28.36686391 73.63313609] ; [18.63313609 48.36686391],0
r1,1,0.019692,5.439018,[76 28] ; [38 30],[68.93023256 35.06976744] ; [45.06976744 22.93023256],0
n6,1,0.022076,5.239778,[75 28] ; [38 30],[68.06432749 34.93567251] ; [44.93567251 23.06432749],0
v2,1,0.030581,4.676326,[47 54] ; [20 47],[40.2797619 60.7202381] ; [26.7202381 40.2797619],0
n2,1,0.036315,4.382261,[26  8] ; [16 15],[21.96923077 12.03076923] ; [20.03076923 10.96923077],0
p9,1,0.043818,4.063576,[41 59] ; [17 49],[34.93975904 65.06024096] ; [23.06024096 42.93975904],0
p6,1,0.0448,4.026144,[31 71] ; [11 55],[25.5 76.5] ; [16.5 49.5],0
p7,1,0.066642,3.363846,[51 52] ; [24 44],[45.1754386 57.8245614] ; [29.8245614 38.1754386],0
r2,1,0.101731,2.678196,[91 12] ; [53 14],[87.24705882 15.75294118] ; [56.75294118 10.24705882],0
s8,1,0.10823,2.579873,[30 73] ; [12 54],[25.59763314 77.40236686] ; [16.40236686 49.59763314],0
a6,1,0.128273,2.313287,[62 42] ; [32 35],[57.16959064 46.83040936] ; [36.83040936 30.16959064],0
n3,1,0.134513,2.239631,[26  9] ; [17 13],[23.15384615 11.84615385] ; [19.84615385 10.15384615],0
s5,1,0.166815,1.911336,[24 76] ; [10 56],[20.48192771 79.51807229] ; [13.51807229 52.48192771],0
