Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,33.237211,[45 75] ; [156  68],[70.11627907 49.88372093] ; [130.88372093  93.11627907],1
a6,1,0.0,32.001941,[49 71] ; [162  63],[73.39130435 46.60869565] ; [137.60869565  87.39130435],1
d5,1,2.7e-05,17.592393,[68 51] ; [177  48],[84.75290698 34.24709302] ; [160.24709302  64.75290698],1
d4,1,0.000191,13.914174,[75 44] ; [183  42],[89.25 29.75] ; [168.75  56.25],1
d1,1,0.000249,13.422383,[40 80] ; [122 104],[56.1849711 63.8150289] ; [105.8150289 120.1849711],1
a2,1,0.000388,12.588739,[ 10 110] ; [ 54 172],[22.19653179 97.80346821] ; [ 41.80346821 184.19653179],1
r4,1,0.000537,11.980879,[83 37] ; [192  34],[95.37572254 24.62427746] ; [179.62427746  46.37572254],1
u1,1,0.001272,10.382073,[  5 115] ; [ 36 190],[ 14.21965318 105.78034682] ; [ 26.78034682 199.21965318],0
r3,1,0.002373,9.235655,[94 26] ; [203  22],[103.30434783  16.69565217] ; [193.69565217  31.30434783],0
r2,1,0.004744,7.974555,[98 22] ; [205  18],[106.0058309  13.9941691] ; [196.9941691  26.0058309],0
p8,1,0.005603,7.673733,[40 80] ; [109 114],[52.12827988 67.87172012] ; [ 96.87172012 126.12827988],0
p10,1,0.01165,6.363383,[72 47] ; [163  58],[82.25 36.75] ; [152.75  68.25],0
u3,1,0.012731,6.206069,[19 32] ; [46 31],[25.8984375 25.1015625] ; [39.1015625 37.8984375],0
p2,1,0.014987,5.918041,[78 40] ; [176  49],[87.3819242 30.6180758] ; [166.6180758  58.3819242],0
r1,1,0.01807,5.589381,[73 47] ; [164  60],[82.6744186 37.3255814] ; [154.3255814  69.6744186],0
u2,1,0.019356,5.469018,[20 31] ; [47 31],[26.48837209 24.51162791] ; [40.51162791 37.48837209],0
v4,1,0.031622,4.618852,[100  20] ; [205  20],[106.08695652  13.91304348] ; [198.91304348  26.08695652],0
b1,1,0.043445,4.077983,[63 57] ; [ 93 133],[54.10404624 65.89595376] ; [101.89595376 124.10404624],0
s2,1,0.043448,4.077894,[36 83] ; [ 93 132],[44.625 74.375] ; [ 84.375 140.625],0
a5,1,0.086587,2.936702,[69 51] ; [151  75],[76.30057803 43.69942197] ; [143.69942197  82.30057803],0
b5,1,0.086652,2.935505,[64 56] ; [142  84],[71.44508671 48.55491329] ; [134.55491329  91.44508671],0
n5,1,0.140191,2.175858,[89 30] ; [151  74],[83.02325581 35.97674419] ; [156.97674419  68.02325581],0
a3,1,0.147277,2.100229,[69 50] ; [147  76],[75.15789474 43.84210526] ; [140.84210526  82.15789474],0
b3,1,0.159157,1.982222,[35 44] ; [46 87],[30.18396226 48.81603774] ; [50.81603774 82.18396226],0
b2,1,0.159157,1.982222,[35 44] ; [46 87],[30.18396226 48.81603774] ; [50.81603774 82.18396226],0
p3,1,0.161938,1.956031,[40 79] ; [ 93 132],[46.00872093 72.99127907] ; [ 86.99127907 138.00872093],0
s6,1,0.175543,1.834959,[56 60] ; [126  99],[61.91202346 54.08797654] ; [120.08797654 104.91202346],0
p9,1,0.17686,1.823812,[83 35] ; [171  51],[88.15294118 29.84705882] ; [165.84705882  56.15294118],0
p4,1,0.187915,1.733891,[53 66] ; [117 108],[58.80813953 60.19186047] ; [111.19186047 113.80813953],0
p7,1,0.249837,1.324215,[58 60] ; [122  97],[63.02670623 54.97329377] ; [116.97329377 102.02670623],0
n1,1,0.290713,1.116316,[15 28] ; [25 30],[17.55102041 25.44897959] ; [22.44897959 32.55102041],0
a1,1,0.317904,0.997551,[  9 111] ; [ 11 215],[  6.93641618 113.06358382] ; [ 13.06358382 212.93641618],0
v1,1,0.354224,0.858268,[38 79] ; [ 83 138],[41.88461538 75.11538462] ; [ 79.11538462 141.88461538],0
n3,1,0.359032,0.841276,[22 18] ; [36 20],[24.16666667 15.83333333] ; [33.83333333 22.16666667],0
d2,1,0.503456,0.447645,[48 70] ; [100 125],[50.9154519 67.0845481] ; [ 97.0845481 127.9154519],0
v3,1,0.532345,0.389914,[24 93] ; [ 39 181],[21.87240356 95.12759644] ; [ 41.12759644 178.87240356],0
a8,1,0.534124,0.38654,[15 98] ; [ 33 175],[16.89719626 96.10280374] ; [ 31.10280374 176.89719626],0
p11,1,0.593275,0.285259,[80 40] ; [157  69],[82.19653179 37.80346821] ; [154.80346821  71.19653179],0
n4,1,0.620524,0.245132,[85 35] ; [165  60],[86.95652174 33.04347826] ; [163.04347826  61.95652174],0
s1,1,0.635789,0.224291,[  6 113] ; [ 14 208],[  6.97947214 112.02052786] ; [ 13.02052786 208.97947214],0
u4,1,0.68238,0.16746,[  1 119] ; [  3 223],[  1.38728324 118.61271676] ; [  2.61271676 223.38728324],0
n2,1,0.703416,0.144943,[28 15] ; [35 22],[27.09 15.91] ; [35.91 21.09],0
p12,1,0.809159,0.058327,[  6 113] ; [ 10 214],[  5.55102041 113.44897959] ; [ 10.44897959 213.55102041],0
s7,1,0.823797,0.049579,[43 72] ; [ 77 136],[42.07317073 72.92682927] ; [ 77.92682927 135.07317073],0
p6,1,0.830853,0.045629,[32 85] ; [ 64 161],[32.84210526 84.15789474] ; [ 63.15789474 161.84210526],0
p5,1,0.86805,0.027601,[ 14 104] ; [ 25 197],[ 13.53529412 104.46470588] ; [ 25.46470588 196.53529412],0
s8,1,0.891979,0.018442,[40 79] ; [ 74 151],[39.43604651 79.56395349] ; [ 74.56395349 150.43604651],0
s3,1,0.892084,0.018406,[57 61] ; [106 117],[56.40469208 61.59530792] ; [106.59530792 116.40469208],0
a4,1,0.909381,0.012955,[49 69] ; [ 92 133],[48.50728863 69.49271137] ; [ 92.49271137 132.50728863],0
n6,1,0.93039,0.007631,[91 28] ; [173  52],[91.3255814 27.6744186] ; [172.6744186  52.3255814],0
b4,1,0.948603,0.004155,[67 53] ; [127  99],[67.28323699 52.71676301] ; [126.71676301  99.28323699],0
p1,1,0.951349,0.003723,[ 11 109] ; [ 20 203],[ 10.84548105 109.15451895] ; [ 20.15451895 202.84548105],0
s5,1,1.0,0.0,[29 87] ; [ 56 168],[29. 87.] ; [ 56. 168.],0
