Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.000686,11.527068,[14 50] ; [10  5],[19.44303797 44.55696203] ; [ 4.55696203 10.44303797],1
s6,1,0.001309,10.329317,[25 40] ; [12  2],[30.44303797 34.55696203] ; [6.55696203 7.44303797],0
s8,1,0.001654,9.898673,[18 48] ; [10  4],[23.1 42.9] ; [4.9 9.1],0
p9,1,0.005781,7.61726,[25 37] ; [12  3],[29.79220779 32.20779221] ; [7.20779221 7.79220779],0
p8,1,0.006818,7.320321,[10 56] ; [7 8],[13.85185185 52.14814815] ; [ 3.14814815 11.85185185],0
p4,1,0.008708,6.881778,[16 48] ; [9 6],[20.25316456 43.74683544] ; [ 4.74683544 10.25316456],0
s5,1,0.009328,6.758871,[12 50] ; [7 6],[15.70666667 46.29333333] ; [3.29333333 9.70666667],0
r4,1,0.011831,6.336002,[39 27] ; [14  1],[43.18518519 22.81481481] ; [9.81481481 5.18518519],0
p3,1,0.017646,5.630919,[15 51] ; [8 7],[18.74074074 47.25925926] ; [ 4.25925926 10.74074074],0
d1,1,0.021768,5.264206,[19 47] ; [9 6],[22.81481481 43.18518519] ; [5.18518519 9.81481481],0
d5,1,0.044399,4.04131,[34 32] ; [12  3],[37.48148148 28.51851852] ; [8.51851852 6.48148148],0
v4,1,0.048052,3.908173,[45 21] ; [14  1],[48.07407407 17.92592593] ; [10.92592593  4.07407407],0
s7,1,0.060026,3.536667,[17 44] ; [8 7],[20.06578947 40.93421053] ; [ 4.93421053 10.06578947],0
r3,1,0.072901,3.216461,[47 19] ; [14  1],[49.7037037 16.2962963] ; [11.2962963  3.7037037],0
a4,1,0.079411,3.076923,[23 42] ; [9 6],[26. 39.] ; [6. 9.],0
b4,1,0.138001,2.200111,[30 36] ; [10  5],[32.59259259 33.40740741] ; [7.40740741 7.59259259],0
p1,1,0.145428,2.119567,[ 5 61] ; [ 3 12],[ 6.51851852 59.48148148] ; [ 1.48148148 13.51851852],0
a8,1,0.208638,1.580855,[ 3 62] ; [ 2 13],[ 4.0625 60.9375] ; [ 0.9375 14.0625],0
n1,1,0.212505,1.554276,[15 15] ; [4 1],[16.28571429 13.71428571] ; [2.71428571 2.28571429],0
u4,1,0.245822,1.346893,[ 1 65] ; [ 1 14],[ 1.62962963 64.37037037] ; [ 0.37037037 14.62962963],0
u3,1,0.270773,1.212829,[14 15] ; [5 2],[15.30555556 13.69444444] ; [3.69444444 3.30555556],0
n3,1,0.335292,0.928352,[16 12] ; [4 1],[16.96969697 11.03030303] ; [3.03030303 1.96969697],0
p11,1,0.337356,0.920455,[35 31] ; [10  5],[36.66666667 29.33333333] ; [8.33333333 6.66666667],0
b1,1,0.337356,0.920455,[35 31] ; [10  5],[36.66666667 29.33333333] ; [8.33333333 6.66666667],0
v1,1,0.351833,0.866837,[22 43] ; [7 8],[23.5625 41.4375] ; [5.4375 9.5625],0
n6,1,0.35684,0.848984,[40 26] ; [11  4],[41.55555556 24.44444444] ; [9.44444444 5.55555556],0
n4,1,0.392304,0.73179,[36 30] ; [10  5],[37.48148148 28.51851852] ; [8.51851852 6.48148148],0
u2,1,0.393153,0.729167,[11 17] ; [4 3],[12. 16.] ; [3. 4.],0
d3,1,0.396125,0.720058,[19 47] ; [6 9],[20.37037037 45.62962963] ; [ 4.62962963 10.37037037],0
v2,1,0.401541,0.703707,[21 41] ; [6 7],[22.32 39.68] ; [4.68 8.32],0
b3,1,0.433681,0.612946,[17 24] ; [7 6],[18.22222222 22.77777778] ; [5.77777778 7.22222222],0
b2,1,0.433681,0.612946,[17 24] ; [7 6],[18.22222222 22.77777778] ; [5.77777778 7.22222222],0
s2,1,0.485045,0.4875,[24 41] ; [7 8],[25.1875 39.8125] ; [5.8125 9.1875],0
d2,1,0.502361,0.449946,[28 36] ; [8 7],[29.16455696 34.83544304] ; [6.83544304 8.16455696],0
s1,1,0.533127,0.388427,[ 8 57] ; [ 1 14],[ 7.3125 57.6875] ; [ 1.6875 13.3125],0
s4,1,0.549603,0.35803,[13 53] ; [ 4 11],[13.85185185 52.14814815] ; [ 3.14814815 11.85185185],0
a5,1,0.624732,0.239273,[35 31] ; [9 6],[35.85185185 30.14814815] ; [8.14814815 6.85185185],0
a6,1,0.662892,0.190029,[26 40] ; [ 5 10],[25.25925926 40.74074074] ; [5.74074074 9.25925926],0
d4,1,0.742101,0.108289,[41 25] ; [10  5],[41.55555556 24.44444444] ; [9.44444444 5.55555556],0
p12,1,0.742476,0.107962,[ 3 62] ; [ 1 14],[ 3.25 61.75] ; [ 0.75 14.25],0
p10,1,0.752492,0.099449,[27 37] ; [7 8],[27.5443038 36.4556962] ; [6.4556962 8.5443038],0
p5,1,0.753004,0.099024,[ 3 61] ; [ 1 14],[ 3.24050633 60.75949367] ; [ 0.75949367 14.24050633],0
r1,1,0.76463,0.089644,[38 28] ; [8 7],[37.48148148 28.51851852] ; [8.51851852 6.48148148],0
a3,1,0.847836,0.036818,[37 29] ; [8 7],[36.66666667 29.33333333] ; [8.33333333 6.66666667],0
b5,1,0.847836,0.036818,[29 37] ; [7 8],[29.33333333 36.66666667] ; [6.66666667 8.33333333],0
s3,1,0.877122,0.023907,[27 37] ; [6 9],[26.73417722 37.26582278] ; [6.26582278 8.73417722],0
n5,1,0.913123,0.011903,[38 27] ; [9 6],[38.1875 26.8125] ; [8.8125 6.1875],0
v3,1,0.95789,0.002788,[17 44] ; [ 4 10],[17.08 43.92] ; [ 3.92 10.08],0
