Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,31.567647,[ 7 36] ; [41 15],[20.84848485 22.15151515] ; [27.15151515 28.84848485],1
b5,1,7e-05,15.821677,[16 27] ; [43 13],[25.62626263 17.37373737] ; [33.37373737 22.62626263],1
s8,1,0.000444,12.339026,[ 3 40] ; [21 35],[10.42424242 32.57575758] ; [13.57575758 42.42424242],1
s6,1,0.001753,9.791358,[ 9 34] ; [29 27],[16.50505051 26.49494949] ; [21.49494949 34.50505051],0
v4,1,0.003247,8.663379,[25 17] ; [48  8],[31.28571429 10.71428571] ; [41.71428571 14.28571429],0
p11,1,0.005461,7.720167,[14 29] ; [34 22],[20.84848485 22.15151515] ; [27.15151515 28.84848485],0
s2,1,0.0142,6.013165,[ 8 35] ; [23 32],[13.60204082 29.39795918] ; [17.39795918 37.60204082],0
r4,1,0.020082,5.404769,[20 23] ; [39 17],[25.62626263 17.37373737] ; [33.37373737 22.62626263],0
p2,1,0.026057,4.952233,[21 22] ; [39 16],[26.32653061 16.67346939] ; [33.67346939 21.32653061],0
r3,1,0.028333,4.807713,[25 18] ; [44 12],[29.96969697 13.03030303] ; [39.03030303 16.96969697],0
n2,1,0.036646,4.366802,[10 13] ; [11  3],[13.05405405  9.94594595] ; [7.94594595 6.05405405],0
s7,1,0.03765,4.32076,[ 5 33] ; [17 36],[ 9.18681319 28.81318681] ; [12.81318681 40.18681319],0
d3,1,0.042184,4.127797,[19 24] ; [35 19],[23.93814433 19.06185567] ; [30.06185567 23.93814433],0
p8,1,0.047655,3.922122,[ 8 34] ; [21 35],[12.42857143 29.57142857] ; [16.57142857 39.42857143],0
a8,1,0.059282,3.557361,[ 2 41] ; [ 9 44],[ 4.92708333 38.07291667] ; [ 6.07291667 46.92708333],0
p6,1,0.077958,3.106973,[ 5 38] ; [14 40],[ 8.42268041 34.57731959] ; [10.57731959 43.42268041],0
d4,1,0.090149,2.871709,[26 17] ; [42 13],[29.83673469 13.16326531] ; [38.16326531 16.83673469],0
v1,1,0.100954,2.690402,[10 33] ; [21 33],[13.74226804 29.25773196] ; [17.25773196 36.74226804],0
s5,1,0.107316,2.59331,[ 5 38] ; [13 40],[ 8.0625 34.9375] ; [ 9.9375 43.0625],0
p3,1,0.109132,2.566745,[ 9 34] ; [20 36],[12.5959596 30.4040404] ; [16.4040404 39.5959596],0
p7,1,0.116929,2.457983,[15 28] ; [26 25],[18.75531915 24.24468085] ; [22.24468085 28.75531915],0
d2,1,0.153158,2.040518,[21 22] ; [19 36],[17.55102041 25.44897959] ; [22.44897959 32.55102041],0
p4,1,0.186842,1.742343,[11 32] ; [21 34],[14.04081633 28.95918367] ; [17.95918367 37.04081633],0
a7,1,0.204063,1.613051,[23 20] ; [37 19],[26.06060606 16.93939394] ; [33.93939394 22.06060606],0
n5,1,0.217287,1.522199,[15 28] ; [26 29],[17.98979592 25.01020408] ; [23.01020408 31.98979592],0
r2,1,0.228231,1.451852,[32 10] ; [48  8],[34.28571429  7.71428571] ; [45.71428571 10.28571429],0
