Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,2e-06,22.912401,[49 64] ; [13 85],[33.20379147 79.79620853] ; [28.79620853 69.20379147],1
s3,1,2e-06,22.523367,[57 54] ; [19 78],[40.55769231 70.44230769] ; [35.44230769 61.55769231],1
s5,1,6.1e-05,16.063916,[40 71] ; [12 87],[27.48571429 83.51428571] ; [24.51428571 74.48571429],1
r4,1,0.005594,7.676698,[107   6] ; [82 17],[100.74056604  12.25943396] ; [88.25943396 10.74056604],0
s8,1,0.011826,6.336817,[35 78] ; [16 83],[27.18396226 85.81603774] ; [23.81603774 75.18396226],0
p4,1,0.012706,6.209636,[83 30] ; [56 42],[74.44075829 38.55924171] ; [64.55924171 33.44075829],0
p6,1,0.019087,5.493521,[52 60] ; [30 68],[43.73333333 68.26666667] ; [38.26666667 59.73333333],0
s4,1,0.022621,5.197354,[16 94] ; [ 5 94],[11.05263158 98.94736842] ; [ 9.94736842 89.05263158],0
p1,1,0.024267,5.07548,[  5 106] ; [13 85],[  9.55980861 101.44019139] ; [ 8.44019139 89.55980861],0
d4,1,0.062816,3.461435,[96 17] ; [74 25],[90.61320755 22.38679245] ; [79.38679245 19.61320755],0
p12,1,0.070411,3.27342,[ 12 101] ; [ 4 95],[  8.52830189 104.47169811] ; [ 7.47169811 91.52830189],0
p7,1,0.098053,2.736923,[90 20] ; [70 27],[85.02415459 24.97584541] ; [74.97584541 22.02415459],0
a7,1,0.140723,2.170037,[89 23] ; [70 29],[84.39810427 27.60189573] ; [74.60189573 24.39810427],0
s1,1,0.173114,1.855764,[  2 111] ; [ 5 92],[  3.76666667 109.23333333] ; [ 3.23333333 93.76666667],0
a8,1,0.179723,1.799913,[14 87] ; [ 7 83],[11.10471204 89.89528796] ; [ 9.89528796 80.10471204],0
v2,1,0.202463,1.624514,[55 53] ; [58 39],[59.53170732 48.46829268] ; [53.46829268 43.53170732],0
u1,1,0.225096,1.471583,[15 98] ; [ 8 91],[ 12.25943396 100.74056604] ; [10.74056604 88.25943396],0
d5,1,0.242109,1.368273,[94 19] ; [76 23],[90.61320755 22.38679245] ; [79.38679245 19.61320755],0
a6,1,0.266968,1.232259,[80 33] ; [63 36],[76.22169811 36.77830189] ; [66.77830189 32.22169811],0
a5,1,0.289532,1.121795,[85 28] ; [68 31],[81.55188679 31.44811321] ; [71.44811321 27.55188679],0
n5,1,0.295345,1.095095,[81 31] ; [65 34],[77.49763033 34.50236967] ; [68.50236967 30.49763033],0
p10,1,0.319278,0.991903,[94 18] ; [77 21],[91.2 20.8] ; [79.8 18.2],0
a1,1,0.328299,0.955597,[  5 108] ; [ 2 97],[  3.73113208 109.26886792] ; [ 3.26886792 95.73113208],0
d3,1,0.332399,0.939529,[79 34] ; [63 36],[75.68867925 37.31132075] ; [66.31132075 32.68867925],0
n1,1,0.368714,0.807994,[7 8] ; [ 6 13],[5.73529412 9.26470588] ; [ 7.26470588 11.73529412],0
p3,1,0.371617,0.798251,[64 49] ; [50 49],[60.76415094 52.23584906] ; [53.23584906 45.76415094],0
a4,1,0.382111,0.7639,[45 67] ; [34 65],[41.93364929 70.06635071] ; [37.06635071 61.93364929],0
u2,1,0.393214,0.72898,[25 23] ; [19 25],[22.95652174 25.04347826] ; [21.04347826 22.95652174],0
u3,1,0.393272,0.7288,[24 22] ; [19 25],[21.97777778 24.02222222] ; [21.02222222 22.97777778],0
v3,1,0.394906,0.723784,[34 75] ; [35 60],[36.86764706 72.13235294] ; [32.13235294 62.86764706],0
r3,1,0.417628,0.65698,[107   6] ; [91  8],[105.53773585   7.46226415] ; [92.46226415  6.53773585],0
p5,1,0.455481,0.556977,[ 10 103] ; [ 6 92],[  8.56872038 104.43127962] ; [ 7.43127962 90.56872038],0
a2,1,0.506625,0.441031,[21 92] ; [15 84],[19.18867925 93.81132075] ; [16.81132075 82.18867925],0
p9,1,0.536187,0.382653,[95 17] ; [80 18],[93.33333333 18.66666667] ; [81.66666667 16.33333333],0
b5,1,0.537845,0.379549,[72 41] ; [59 40],[69.8254717 43.1745283] ; [61.1745283 37.8254717],0
n2,1,0.599203,0.276199,[11  4] ; [13  7],[10.28571429  4.71428571] ; [13.71428571  6.28571429],0
b4,1,0.688203,0.161037,[67 46] ; [56 43],[65.56132075 47.43867925] ; [57.43867925 41.56132075],0
b2,1,0.692357,0.156545,[18 40] ; [20 38],[19. 39.] ; [19. 39.],0
b3,1,0.692357,0.156545,[18 40] ; [20 38],[19. 39.] ; [19. 39.],0
a3,1,0.716587,0.131787,[65 47] ; [55 44],[63.69668246 48.30331754] ; [56.30331754 42.69668246],0
r2,1,0.778817,0.078883,[103   8] ; [89  8],[102.46153846   8.53846154] ; [89.53846154  7.46153846],0
v4,1,0.799324,0.064629,[107   6] ; [92  6],[106.57345972   6.42654028] ; [92.42654028  5.57345972],0
v1,1,0.806782,0.059819,[58 51] ; [51 48],[57.12019231 51.87980769] ; [51.87980769 47.12019231],0
n4,1,0.807221,0.059542,[77 36] ; [69 30],[77.82075472 35.17924528] ; [68.17924528 30.82075472],0
p11,1,0.807919,0.059103,[95 18] ; [82 17],[94.34433962 18.65566038] ; [82.65566038 16.34433962],0
n6,1,0.814337,0.055147,[90 22] ; [80 18],[90.66666667 21.33333333] ; [79.33333333 18.66666667],0
r1,1,0.816134,0.054066,[88 25] ; [75 23],[87.29383886 25.70616114] ; [75.70616114 22.29383886],0
p2,1,0.851582,0.035007,[97 15] ; [84 14],[96.53333333 15.46666667] ; [84.46666667 13.53333333],0
d2,1,0.860078,0.031073,[50 63] ; [45 54],[50.63679245 62.36320755] ; [44.36320755 54.63679245],0
u4,1,0.925077,0.008844,[  1 112] ; [ 1 98],[  1.06603774 111.93396226] ; [ 0.93396226 98.06603774],0
n3,1,0.928308,0.008095,[10  4] ; [14  6],[9.88235294 4.11764706] ; [14.11764706  5.88235294],0
b1,1,0.990304,0.000148,[41 72] ; [36 63],[41.04245283 71.95754717] ; [35.95754717 63.04245283],0
d1,1,0.993711,6.2e-05,[65 48] ; [57 42],[65.02830189 47.97169811] ; [56.97169811 42.02830189],0
