Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,60.838785,[209  39] ; [32 48],[182.2195122  65.7804878] ; [58.7804878 21.2195122],1
p10,1,0.001231,10.442527,[201  43] ; [50 27],[190.79127726  53.20872274] ; [60.20872274 16.79127726],0
v3,1,0.001753,9.791226,[ 95 152] ; [15 63],[ 83.6 163.4] ; [26.4 51.6],0
v1,1,0.003245,8.664514,[128 116] ; [26 52],[116.69565217 127.30434783] ; [37.30434783 40.69565217],0
p4,1,0.012189,6.283162,[135 111] ; [31 49],[125.26380368 120.73619632] ; [40.73619632 39.26380368],0
s7,1,0.014231,6.009212,[109 123] ; [25 55],[ 99.64102564 132.35897436] ; [34.35897436 45.64102564],0
a5,1,0.015123,5.902138,[147 101] ; [35 45],[137.6097561 110.3902439] ; [44.3902439 35.6097561],0
r1,1,0.024242,5.077231,[181  66] ; [48 32],[172.97553517  74.02446483] ; [56.02446483 23.97553517],0
p3,1,0.028213,4.81498,[118 129] ; [27 53],[109.52599388 137.47400612] ; [35.47400612 44.52599388],0
s6,1,0.028999,4.767663,[165  77] ; [42 35],[157.03448276  84.96551724] ; [49.96551724 27.03448276],0
d3,1,0.038356,4.289161,[ 90 158] ; [39 40],[ 97.83486239 150.16513761] ; [31.16513761 47.83486239],0
p1,1,0.038767,4.271032,[ 24 221] ; [ 2 77],[ 19.66049383 225.33950617] ; [ 6.33950617 72.66049383],0
n1,1,0.041186,4.168334,[26 30] ; [ 5 18],[21.97468354 34.02531646] ; [ 9.02531646 13.97468354],0
p9,1,0.048479,3.89331,[203  41] ; [57 21],[197.01863354  46.98136646] ; [62.98136646 15.01863354],0
n2,1,0.060173,3.532617,[48  9] ; [15  8],[44.8875 12.1125] ; [18.1125  4.8875],0
a7,1,0.076091,3.146481,[151  96] ; [57 22],[157.59509202  89.40490798] ; [50.40490798 28.59509202],0
s8,1,0.086928,2.930364,[ 95 152] ; [22 57],[ 88.64723926 158.35276074] ; [28.35276074 50.64723926],0
p8,1,0.112915,2.51294,[122 121] ; [32 48],[115.85758514 127.14241486] ; [38.14241486 41.85758514],0
b3,1,0.126578,2.333983,[54 89] ; [12 35],[49.67368421 93.32631579] ; [16.32631579 30.67368421],0
