Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,63.901585,[ 24 108] ; [255 186],[64.27225131 67.72774869] ; [214.72774869 226.27225131],1
a1,1,0.113298,2.507606,[  3 129] ; [ 25 417],[  6.43902439 125.56097561] ; [ 21.56097561 420.43902439],0
p12,1,0.120477,2.411115,[  6 126] ; [ 38 401],[ 10.17162872 121.82837128] ; [ 33.82837128 405.17162872],0
b4,1,0.131935,2.269585,[87 45] ; [259 183],[79.56794425 52.43205575] ; [266.43205575 175.56794425],0
p8,1,0.17568,1.833799,[61 69] ; [233 201],[67.76595745 62.23404255] ; [226.23404255 207.76595745],0
r2,1,0.202497,1.624273,[122   9] ; [415  18],[124.7287234   6.2712766] ; [412.2712766  20.7287234],0
n6,1,0.21642,1.52795,[104  27] ; [368  70],[108.66783831  22.33216169] ; [363.33216169  74.66783831],0
s4,1,0.218595,1.513573,[ 25 105] ; [ 64 370],[ 20.5141844 109.4858156] ; [ 68.4858156 365.5141844],0
u4,1,0.221517,1.494515,[  1 131] ; [ 11 430],[  2.76439791 129.23560209] ; [  9.23560209 431.76439791],0
p3,1,0.224695,1.474128,[60 72] ; [226 213],[66.11558669 65.88441331] ; [219.88441331 219.11558669],0
r4,1,0.228134,1.452457,[115  17] ; [401  41],[118.66202091  13.33797909] ; [397.33797909  44.66202091],0
s2,1,0.243994,1.35737,[60 71] ; [225 211],[65.84656085 65.15343915] ; [219.15343915 216.84656085],0
n3,1,0.279756,1.168274,[23  6] ; [69 31],[20.68217054  8.31782946] ; [71.31782946 28.68217054],0
b2,1,0.280553,1.164411,[20 49] ; [ 98 175],[23.80701754 45.19298246] ; [ 94.19298246 178.80701754],0
b3,1,0.280553,1.164411,[20 49] ; [ 98 175],[23.80701754 45.19298246] ; [ 94.19298246 178.80701754],0
n2,1,0.284489,1.14552,[17 11] ; [72 29],[19.31782946  8.68217054] ; [69.68217054 31.31782946],0
s1,1,0.524193,0.405636,[  5 125] ; [ 12 423],[  3.91150442 126.08849558] ; [ 13.08849558 421.91150442],0
v4,1,0.55281,0.352307,[123   8] ; [416  21],[124.31161972   6.68838028] ; [414.68838028  22.31161972],0
p5,1,0.573484,0.316888,[ 12 118] ; [ 48 390],[ 13.73239437 116.26760563] ; [ 46.26760563 391.73239437],0
v3,1,0.584365,0.29923,[45 79] ; [165 258],[47.60511883 76.39488117] ; [162.39488117 260.60511883],0
a8,1,0.613252,0.255467,[ 16 104] ; [ 59 329],[ 17.71653543 102.28346457] ; [ 57.28346457 330.71653543],0
p2,1,0.664335,0.1883,[109  22] ; [373  67],[110.58143608  20.41856392] ; [371.41856392  68.58143608],0
b1,1,0.678222,0.172134,[44 88] ; [156 286],[45.99303136 86.00696864] ; [154.00696864 287.99303136],0
n1,1,0.740045,0.110087,[ 9 20] ; [34 65],[ 9.7421875 19.2578125] ; [33.2578125 65.7421875],0
u3,1,0.752255,0.099646,[41 25] ; [53 29],[41.91891892 24.08108108] ; [52.08108108 29.91891892],0
b5,1,0.759539,0.093689,[85 47] ; [291 151],[86.46689895 45.53310105] ; [289.53310105 152.46689895],0
p1,1,0.788898,0.071686,[ 10 120] ; [ 37 402],[ 10.73813708 119.26186292] ; [ 36.26186292 402.73813708],0
s3,1,0.863106,0.029729,[70 61] ; [234 197],[70.86120996 60.13879004] ; [233.13879004 197.86120996],0
r3,1,0.888329,0.019718,[124   6] ; [420  19],[124.28822496   5.71177504] ; [419.71177504  19.28822496],0
u2,1,0.905649,0.014049,[39 26] ; [49 34],[38.64864865 26.35135135] ; [49.35135135 33.64864865],0
