Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.042732,4.105991,[1 2] ; [ 3 60],[0.18181818 2.81818182] ; [ 3.81818182 59.18181818],0
p3,1,0.046028,3.980571,[2 1] ; [12 52],[0.62686567 2.37313433] ; [13.37313433 50.62686567],0
s8,1,0.132018,2.268612,[2 1] ; [17 47],[0.85074627 2.14925373] ; [18.14925373 45.85074627],0
b2,1,0.196256,1.670017,[2 1] ; [15 34],[0.98076923 2.01923077] ; [16.01923077 32.98076923],0
b3,1,0.196256,1.670017,[2 1] ; [15 34],[0.98076923 2.01923077] ; [16.01923077 32.98076923],0
b4,1,0.227429,1.456867,[1 2] ; [43 21],[1.97014925 1.02985075] ; [42.02985075 21.97014925],0
v1,1,0.274382,1.194707,[2 1] ; [22 40],[1.10769231 1.89230769] ; [22.89230769 39.10769231],0
a6,1,0.282114,1.15688,[1 2] ; [41 23],[1.88059701 1.11940299] ; [40.11940299 23.88059701],0
a2,1,0.359937,0.838112,[1 2] ; [ 9 55],[0.44776119 2.55223881] ; [ 9.55223881 54.44776119],0
b5,1,0.402952,0.6995,[1 2] ; [37 27],[1.70149254 1.29850746] ; [36.29850746 27.70149254],0
a4,1,0.402952,0.6995,[2 1] ; [27 37],[1.29850746 1.70149254] ; [27.70149254 36.29850746],0
v2,1,0.450112,0.57037,[2 1] ; [28 35],[1.36363636 1.63636364] ; [28.63636364 34.36363636],0
u1,1,0.475961,0.508104,[1 2] ; [11 53],[0.53731343 2.46268657] ; [11.46268657 52.53731343],0
p9,1,0.500487,0.453903,[2 1] ; [29 33],[1.43076923 1.56923077] ; [29.56923077 32.43076923],0
p7,1,0.744353,0.106337,[1 2] ; [27 36],[1.27272727 1.72727273] ; [26.72727273 36.27272727],0
p2,1,0.745795,0.105098,[2 1] ; [48 16],[2.23880597 0.76119403] ; [47.76119403 16.23880597],0
d3,1,0.801309,0.063329,[2 1] ; [38 26],[1.79104478 1.20895522] ; [38.20895522 25.79104478],0
a3,1,0.970374,0.001379,[2 1] ; [42 22],[1.97014925 1.02985075] ; [42.02985075 21.97014925],0
a7,1,1.0,0.0,[2 1] ; [42 21],[2. 1.] ; [42. 21.],0
