Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,83.447796,[172  90] ; [ 3 67],[138.10240964 123.89759036] ; [36.89759036 33.10240964],1
d3,1,0.0,68.688434,[207  55] ; [18 50],[178.63636364  83.36363636] ; [46.36363636 21.63636364],1
d5,1,0.0,51.808463,[235  27] ; [36 33],[214.50755287  47.49244713] ; [56.49244713 12.50755287],1
a5,1,1.1e-05,19.269254,[204  58] ; [36 34],[189.39759036  72.60240964] ; [50.60240964 19.39759036],1
r4,1,0.000344,12.814886,[237  25] ; [52 18],[228.06626506  33.93373494] ; [60.93373494  9.06626506],1
d2,1,0.0017,9.847937,[122 140] ; [18 52],[110.48192771 151.51807229] ; [29.51807229 40.48192771],0
r3,1,0.001802,9.740682,[251  11] ; [59 10],[245.3776435  16.6223565] ; [64.6223565  4.3776435],0
a4,1,0.003231,8.672122,[122 139] ; [19 51],[111.18126888 149.81873112] ; [29.81873112 40.18126888],0
a3,1,0.004381,8.11883,[185  76] ; [37 33],[175.05135952  85.94864048] ; [46.94864048 23.05135952],0
v3,1,0.004564,8.044517,[ 95 159] ; [13 55],[ 85.19254658 168.80745342] ; [22.80745342 45.19254658],0
r1,1,0.005491,7.71004,[209  52] ; [45 25],[200.28398792  60.71601208] ; [53.71601208 16.28398792],0
u1,1,0.006446,7.4212,[ 45 217] ; [ 3 67],[ 37.87951807 224.12048193] ; [10.12048193 59.87951807],0
v1,1,0.01305,6.162334,[154 105] ; [30 40],[144.85106383 114.14893617] ; [39.14893617 30.85106383],0
p10,1,0.019494,5.456683,[217  43] ; [49 20],[210.21276596  49.78723404] ; [55.78723404 13.21276596],0
n4,1,0.027979,4.829348,[199  63] ; [44 26],[191.76506024  70.23493976] ; [51.23493976 18.76506024],0
v2,1,0.040142,4.211867,[151 106] ; [30 37],[143.57098765 113.42901235] ; [37.42901235 29.57098765],0
r2,1,0.046667,3.957367,[236  23] ; [58 12],[231.44680851  27.55319149] ; [62.55319149  7.44680851],0
n6,1,0.064101,3.42796,[222  39] ; [53 17],[216.8429003  44.1570997] ; [58.1570997 11.8429003],0
a7,1,0.071444,3.249523,[199  63] ; [45 24],[193.13595166  68.86404834] ; [50.86404834 18.13595166],0
p9,1,0.079083,3.083642,[225  35] ; [53 15],[220.36585366  39.63414634] ; [57.63414634 10.36585366],0
b4,1,0.103767,2.646671,[152 110] ; [33 37],[145.9939759 116.0060241] ; [39.0060241 30.9939759],0
p1,1,0.129038,2.304043,[ 16 245] ; [ 8 62],[ 18.9244713 242.0755287] ; [ 5.0755287 64.9244713],0
a6,1,0.141186,2.164984,[185  77] ; [43 27],[179.92771084  82.07228916] ; [48.07228916 21.92771084],0
p12,1,0.166162,1.917231,[  9 251] ; [ 5 64],[ 11.06382979 248.93617021] ; [ 2.93617021 66.06382979],0
a2,1,0.186809,1.742609,[ 56 206] ; [10 60],[ 52.08433735 209.91566265] ; [13.91566265 56.08433735],0
u3,1,0.203926,1.614029,[40 36] ; [13 20],[36.95412844 39.04587156] ; [16.04587156 16.95412844],0
