Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,26.561969,[55 34] ; [22 70],[37.86187845 51.13812155] ; [39.13812155 52.86187845],1
v1,1,7.9e-05,15.584078,[59 30] ; [34 58],[45.72928177 43.27071823] ; [47.27071823 44.72928177],1
r3,1,0.000616,11.725882,[90  2] ; [78 16],[83.09677419  8.90322581] ; [84.90322581  9.09677419],1
p7,1,0.003483,8.53566,[66 25] ; [48 45],[56.38043478 34.61956522] ; [57.61956522 35.38043478],0
p8,1,0.007979,7.038159,[51 37] ; [36 58],[42.06593407 45.93406593] ; [44.93406593 49.06593407],0
s4,1,0.008723,6.878707,[10 82] ; [24 69],[16.90810811 75.09189189] ; [17.09189189 75.90810811],0
d4,1,0.010536,6.541935,[84  9] ; [71 22],[77.5 15.5] ; [77.5 15.5],0
d5,1,0.010536,6.541935,[84  9] ; [71 22],[77.5 15.5] ; [77.5 15.5],0
r4,1,0.013898,6.051103,[83 10] ; [71 23],[76.58823529 16.41176471] ; [77.41176471 16.58823529],0
p3,1,0.014678,5.954769,[58 34] ; [42 51],[49.72972973 42.27027027] ; [50.27027027 42.72972973],0
n3,1,0.023087,5.161943,[16  1] ; [22 12],[12.66666667  4.33333333] ; [25.33333333  8.66666667],0
p9,1,0.028167,4.817809,[79 12] ; [68 24],[73.09836066 17.90163934] ; [73.90163934 18.09836066],0
s1,1,0.031308,4.635973,[ 1 91] ; [ 7 86],[ 3.97837838 88.02162162] ; [ 4.02162162 88.97837838],0
r2,1,0.065464,3.393257,[87  4] ; [82 11],[83.58152174  7.41847826] ; [85.41847826  7.58152174],0
r1,1,0.06998,3.2835,[75 18] ; [65 29],[69.62566845 23.37433155] ; [70.37433155 23.62566845],0
s2,1,0.078292,3.1,[51 42] ; [39 54],[45. 48.] ; [45. 48.],0
p1,1,0.10399,2.643252,[ 4 88] ; [10 84],[ 6.92473118 85.07526882] ; [ 7.07526882 86.92473118],0
a4,1,0.119933,2.418195,[45 48] ; [55 37],[50.27027027 42.72972973] ; [49.72972973 42.27027027],0
s8,1,0.122686,2.382696,[51 41] ; [41 52],[45.75135135 46.24864865] ; [46.24864865 46.75135135],0
s5,1,0.126863,2.330482,[40 47] ; [32 60],[34.99441341 52.00558659] ; [37.00558659 54.99441341],0
a6,1,0.161569,1.959479,[38 55] ; [48 46],[42.77005348 50.22994652] ; [43.22994652 50.77005348],0
u4,1,0.170037,1.882618,[ 4 89] ; [ 1 93],[ 2.48663102 90.51336898] ; [ 2.51336898 91.48663102],0
n4,1,0.178976,1.806105,[76 15] ; [71 23],[72.30810811 18.69189189] ; [74.69189189 19.30810811],0
a3,1,0.20149,1.631541,[79 14] ; [73 21],[75.59358289 17.40641711] ; [76.40641711 17.59358289],0
d1,1,0.201915,1.628465,[59 34] ; [51 43],[54.70588235 38.29411765] ; [55.29411765 38.70588235],0
p10,1,0.207949,1.585647,[72 18] ; [67 26],[68.36065574 21.63934426] ; [70.63934426 22.36065574],0
d3,1,0.210828,1.565732,[39 54] ; [48 46],[43.26737968 49.73262032] ; [43.73262032 50.26737968],0
b1,1,0.212918,1.551473,[41 52] ; [50 44],[45.25668449 47.74331551] ; [45.74331551 48.25668449],0
v4,1,0.226059,1.46549,[86  7] ; [81 12],[83.5  9.5] ; [83.5  9.5],0
p4,1,0.232569,1.425081,[51 39] ; [45 49],[46.95652174 43.04347826] ; [49.04347826 44.95652174],0
a8,1,0.370214,0.802946,[12 78] ; [ 8 80],[10.11235955 79.88764045] ; [ 9.88764045 78.11235955],0
s7,1,0.374393,0.789033,[53 37] ; [46 42],[50.05617978 39.94382022] ; [48.94382022 39.05617978],0
p5,1,0.378028,0.777105,[ 9 83] ; [13 80],[10.94054054 81.05945946] ; [11.05945946 81.94054054],0
a2,1,0.378216,0.776493,[ 9 84] ; [13 81],[10.94117647 82.05882353] ; [11.05882353 82.94117647],0
p2,1,0.406084,0.690237,[72 19] ; [68 24],[69.61748634 21.38251366] ; [70.38251366 21.61748634],0
u2,1,0.429402,0.62444,[5 8] ; [11 10],[6.11764706 6.88235294] ; [ 9.88235294 11.11764706],0
p11,1,0.499551,0.45589,[75 18] ; [72 22],[73.10695187 19.89304813] ; [73.89304813 20.10695187],0
d2,1,0.510335,0.43338,[56 37] ; [51 41],[53.78918919 39.21081081] ; [53.21081081 38.78918919],0
u1,1,0.592695,0.286155,[ 6 87] ; [ 8 86],[ 6.96256684 86.03743316] ; [ 7.03743316 86.96256684],0
b2,1,0.594845,0.282841,[34 30] ; [30 32],[32.50793651 31.49206349] ; [31.49206349 30.50793651],0
b3,1,0.594845,0.282841,[34 30] ; [30 32],[32.50793651 31.49206349] ; [31.49206349 30.50793651],0
n6,1,0.599897,0.275152,[77 14] ; [76 17],[75.66847826 15.33152174] ; [77.33152174 15.66847826],0
n2,1,0.636604,0.223211,[13  4] ; [26 11],[12.27777778  4.72222222] ; [26.72222222 10.27777778],0
n1,1,0.696869,0.15175,[ 6 10] ; [16 21],[6.64150943 9.35849057] ; [15.35849057 21.64150943],0
s3,1,0.7009,0.147538,[50 41] ; [49 45],[48.6972973 42.3027027] ; [50.3027027 43.6972973],0
p12,1,0.798758,0.065002,[ 5 85] ; [ 6 87],[ 5.40983607 84.59016393] ; [ 5.59016393 87.40983607],0
n5,1,0.816919,0.053597,[71 20] ; [72 22],[70.34054054 20.65945946] ; [72.65945946 21.34054054],0
b4,1,0.822699,0.050209,[50 43] ; [49 45],[49.23529412 43.76470588] ; [49.76470588 44.23529412],0
u3,1,0.886436,0.020396,[5 9] ; [ 8 13],[5.2 8.8] ; [ 7.8 13.2],0
b5,1,0.931861,0.007311,[39 54] ; [40 54],[39.28877005 53.71122995] ; [39.71122995 54.28877005],0
s6,1,0.956158,0.003022,[59 32] ; [58 32],[58.82320442 32.17679558] ; [58.17679558 31.82320442],0
p6,1,0.964095,0.002026,[30 58] ; [32 61],[30.14364641 57.85635359] ; [31.85635359 61.14364641],0
a1,1,0.983403,0.000433,[ 7 86] ; [ 7 87],[ 6.96256684 86.03743316] ; [ 7.03743316 86.96256684],0
