Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,1.2e-05,19.239377,[55 41] ; [448 125],[72.1793722 23.8206278] ; [430.8206278 142.1793722],1
s6,1,0.473131,0.514653,[60 33] ; [383 178],[62.99541284 30.00458716] ; [380.00458716 180.99541284],0
n1,1,0.477451,0.504681,[11 16] ; [31 62],[ 9.45 17.55] ; [32.55 60.45],0
p6,1,0.594195,0.283841,[38 56] ; [211 351],[35.67987805 58.32012195] ; [213.32012195 348.67987805],0
n2,1,0.635402,0.224807,[23  6] ; [69 23],[22.04958678  6.95041322] ; [69.95041322 22.04958678],0
p12,1,0.665561,0.186839,[ 8 88] ; [ 55 510],[ 9.14977307 86.85022693] ; [ 53.85022693 511.14977307],0
n3,1,0.667827,0.184154,[21  8] ; [71 22],[21.86885246  7.13114754] ; [70.13114754 22.86885246],0
n6,1,0.783116,0.075768,[85 11] ; [499  71],[84.18018018 11.81981982] ; [499.81981982  70.18018018],0
s1,1,0.787188,0.072881,[ 3 92] ; [ 15 547],[ 2.60273973 92.39726027] ; [ 15.39726027 546.60273973],0
b2,1,0.803171,0.062123,[24 38] ; [145 214],[24.88836105 37.11163895] ; [144.11163895 214.88836105],0
b3,1,0.803171,0.062123,[24 38] ; [145 214],[24.88836105 37.11163895] ; [144.11163895 214.88836105],0
v4,1,0.817303,0.053368,[94  2] ; [563  10],[94.27802691  1.72197309] ; [562.72197309  10.27802691],0
u4,1,0.832671,0.044638,[ 2 94] ; [ 14 560],[ 2.29253731 93.70746269] ; [ 13.70746269 560.29253731],0
s4,1,0.856058,0.032904,[14 82] ; [ 86 476],[14.58966565 81.41033435] ; [ 85.41033435 476.58966565],0
p5,1,0.903506,0.014698,[12 83] ; [ 69 497],[11.64145234 83.35854766] ; [ 69.35854766 496.64145234],0
