Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,1.2e-05,19.239377,[55 41] ; [448 125],[72.1793722 23.8206278] ; [430.8206278 142.1793722],1
r2,1,1.3e-05,19.035905,[87  9] ; [562   9],[93.40929535  2.59070465] ; [555.59070465  15.40929535],1
u1,1,0.000148,14.396346,[ 4 92] ; [116 458],[17.19402985 78.80597015] ; [102.80597015 471.19402985],1
a2,1,0.000495,12.135614,[ 9 87] ; [147 427],[22.35223881 73.64776119] ; [133.64776119 440.35223881],1
v2,1,0.001576,9.987399,[40 52] ; [335 214],[53.82215289 38.17784711] ; [321.17784711 227.82215289],0
d1,1,0.002763,8.957723,[44 52] ; [356 218],[57.31343284 38.68656716] ; [342.68656716 231.31343284],0
p7,1,0.010799,6.498151,[53 41] ; [386 168],[63.68209877 30.31790123] ; [375.31790123 178.68209877],0
d2,1,0.012249,6.27443,[34 61] ; [284 288],[45.29235382 49.70764618] ; [272.70764618 299.29235382],0
d3,1,0.016657,5.732187,[57 39] ; [409 163],[66.97005988 29.02994012] ; [399.02994012 172.97005988],0
u3,1,0.018383,5.559241,[15 20] ; [98 54],[21.14973262 13.85026738] ; [91.85026738 60.14973262],0
v1,1,0.0226,5.199001,[43 51] ; [325 232],[53.13671275 40.86328725] ; [314.86328725 242.13671275],0
a3,1,0.038114,4.299946,[61 35] ; [422 150],[69.41317365 26.58682635] ; [413.58682635 158.41317365],0
n4,1,0.041494,4.155717,[70 26] ; [468 104],[77.31736527 18.68263473] ; [460.68263473 111.31736527],0
a6,1,0.04389,4.060779,[59 37] ; [409 162],[67.35832084 28.64167916] ; [400.64167916 170.35832084],0
p4,1,0.050372,3.829038,[51 45] ; [360 206],[59.60120846 36.39879154] ; [351.39879154 214.60120846],0
a4,1,0.05222,3.768714,[34 62] ; [263 308],[42.74662669 53.25337331] ; [254.25337331 316.74662669],0
s7,1,0.058239,3.586841,[36 55] ; [277 274],[44.36604361 46.63395639] ; [268.63395639 282.36604361],0
b4,1,0.059619,3.54796,[65 31] ; [330 244],[56.59701493 39.40298507] ; [338.40298507 235.59701493],0
p2,1,0.08682,2.932368,[77 19] ; [493  75],[82.40963855 13.59036145] ; [487.59036145  80.40963855],0
p8,1,0.090902,2.858327,[47 48] ; [329 231],[54.53435115 40.46564885] ; [321.46564885 238.53435115],0
d4,1,0.091644,2.845249,[74 22] ; [480  91],[79.73613193 16.26386807] ; [474.26386807  96.73613193],0
r3,1,0.101942,2.674892,[93  3] ; [567   6],[94.70852018  1.29147982] ; [565.29147982   7.70852018],0
s3,1,0.156614,2.006617,[48 48] ; [324 237],[54.35616438 41.64383562] ; [317.64383562 243.35616438],0
b5,1,0.160334,1.971073,[63 33] ; [333 241],[56.74029851 39.25970149] ; [339.25970149 234.74029851],0
s8,1,0.177032,1.822364,[38 58] ; [267 301],[44.09638554 51.90361446] ; [260.90361446 307.09638554],0
a1,1,0.179323,1.803228,[ 7 89] ; [ 24 550],[ 4.44179104 91.55820896] ; [ 26.55820896 547.44179104],0
s2,1,0.217976,1.51765,[43 53] ; [292 274],[48.58006042 47.41993958] ; [286.41993958 279.58006042],0
s5,1,0.229537,1.443727,[26 64] ; [196 358],[31.02484472 58.97515528] ; [190.97515528 363.02484472],0
v3,1,0.264746,1.24377,[34 59] ; [235 315],[38.9066874 54.0933126] ; [230.0933126 319.9066874],0
u2,1,0.269541,1.21908,[18 17] ; [93 58],[20.88709677 14.11290323] ; [90.11290323 60.88709677],0
p1,1,0.279542,1.169315,[11 85] ; [ 46 521],[ 8.25339367 87.74660633] ; [ 48.74660633 518.25339367],0
a7,1,0.322341,0.979423,[66 30] ; [421 151],[69.98802395 26.01197605] ; [417.01197605 154.98802395],0
p9,1,0.33351,0.93522,[88  8] ; [498  66],[85.23636364 10.76363636] ; [500.76363636  63.23636364],0
n5,1,0.334999,0.929478,[71 25] ; [446 123],[74.63458647 21.36541353] ; [442.36541353 126.63458647],0
b1,1,0.341685,0.9041,[29 67] ; [202 372],[33.09850746 62.90149254] ; [197.90149254 376.09850746],0
p3,1,0.365929,0.817444,[46 50] ; [301 268],[50.09323308 45.90676692] ; [296.90676692 272.09323308],0
p10,1,0.395898,0.720749,[86 10] ; [490  77],[83.40271493 12.59728507] ; [492.59728507  74.40271493],0
d5,1,0.465412,0.532849,[75 21] ; [465 107],[77.60479042 18.39520958] ; [462.39520958 109.60479042],0
a8,1,0.467256,0.528457,[11 79] ; [ 79 442],[13.25695581 76.74304419] ; [ 76.74304419 444.25695581],0
