Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,51.965101,[429  60] ; [82 53],[400.44711538  88.55288462] ; [110.55288462  24.44711538],1
p9,1,0.0,50.060877,[436  50] ; [88 48],[409.42765273  76.57234727] ; [114.57234727  21.42765273],1
p7,1,0.0,32.285763,[338 139] ; [60 75],[310.20588235 166.79411765] ; [87.79411765 47.20588235],1
p2,1,0.0,30.666315,[433  57] ; [95 43],[411.97452229  78.02547771] ; [116.02547771  21.97452229],1
n6,1,0.0,30.281419,[432  58] ; [94 43],[411.06858054  78.93141946] ; [114.93141946  22.06858054],1
r3,1,0.0,28.464458,[484   7] ; [123  15],[473.82670906  17.17329094] ; [133.17329094   4.82670906],1
r4,1,0.0,25.489173,[480  14] ; [121  19],[468.28706625  25.71293375] ; [132.71293375   7.28706625],1
p8,1,1e-06,23.790041,[286 199] ; [49 89],[260.79454254 224.20545746] ; [74.20545746 63.79454254],1
n4,1,2e-05,18.148292,[402  90] ; [90 49],[383.61965135 108.38034865] ; [108.38034865  30.61965135],1
n5,1,2.8e-05,17.57258,[381 107] ; [84 55],[361.9138756 126.0861244] ; [103.0861244  35.9138756],1
p4,1,0.000124,14.736361,[317 172] ; [64 73],[297.61821086 191.38178914] ; [83.38178914 53.61821086],1
s1,1,0.002258,9.327404,[ 10 476] ; [ 10 128],[ 15.57692308 470.42307692] ; [  4.42307692 133.57692308],0
v4,1,0.002667,9.022318,[477  14] ; [128  12],[470.76862124  20.23137876] ; [134.23137876   5.76862124],0
b1,1,0.005461,7.720048,[176 318] ; [68 72],[190.11987382 303.88012618] ; [53.88012618 86.11987382],0
v1,1,0.007884,7.059642,[282 198] ; [64 75],[268.30371567 211.69628433] ; [77.69628433 61.30371567],0
a5,1,0.010516,6.545388,[399  95] ; [99 41],[388.03154574 105.96845426] ; [109.96845426  30.03154574],0
p12,1,0.020334,5.382956,[ 48 439] ; [  5 133],[ 41.2976 445.7024] ; [ 11.7024 126.2976],0
b2,1,0.032309,4.58203,[133 177] ; [21 51],[124.97382199 185.02617801] ; [29.02617801 42.97382199],0
b3,1,0.032309,4.58203,[133 177] ; [21 51],[124.97382199 185.02617801] ; [29.02617801 42.97382199],0
p3,1,0.032372,4.578695,[258 235] ; [58 80],[246.89064976 246.10935024] ; [69.10935024 68.89064976],0
n1,1,0.039266,4.249314,[24 57] ; [25 28],[29.61940299 51.38059701] ; [19.38059701 33.61940299],0
a8,1,0.073697,3.198704,[ 72 375] ; [ 12 112],[ 65.75831874 381.24168126] ; [ 18.24168126 105.75831874],0
p5,1,0.085727,2.952839,[ 61 427] ; [ 10 128],[ 55.34824281 432.65175719] ; [ 15.65175719 122.34824281],0
s8,1,0.088377,2.903697,[239 251] ; [56 82],[230.17515924 259.82484076] ; [64.82484076 73.17515924],0
v2,1,0.11079,2.542919,[295 180] ; [73 61],[287.02791461 187.97208539] ; [80.97208539 53.02791461],0
a6,1,0.119907,2.418533,[354 139] ; [91 49],[346.57977883 146.42022117] ; [98.42022117 41.57977883],0
b5,1,0.14173,2.159073,[287 207] ; [91 49],[294.52996845 199.47003155] ; [83.47003155 56.52996845],0
s3,1,0.152838,2.043692,[288 195] ; [74 66],[280.65168539 202.34831461] ; [81.34831461 58.65168539],0
r2,1,0.158949,1.984199,[476  13] ; [132   7],[473.42675159  15.57324841] ; [134.57324841   4.42675159],0
s4,1,0.174726,1.841921,[ 71 413] ; [ 27 112],[ 76.13483146 407.86516854] ; [ 21.86516854 117.13483146],0
d2,1,0.204264,1.611621,[266 227] ; [84 56],[272.59083728 220.40916272] ; [77.40916272 62.59083728],0
u2,1,0.206521,1.595652,[74 40] ; [18 16],[70.86486486 43.13513514] ; [21.13513514 12.86486486],0
v3,1,0.270621,1.213598,[199 273] ; [49 84],[193.48099174 278.51900826] ; [54.51900826 78.48099174],0
u3,1,0.364414,0.822623,[78 38] ; [20 14],[75.78666667 40.21333333] ; [22.21333333 11.78666667],0
d5,1,0.416131,0.661215,[436  58] ; [127  13],[438.67823344  55.32176656] ; [124.32176656  15.67823344],0
d3,1,0.476385,0.507127,[388 106] ; [106  34],[384.9148265 109.0851735] ; [109.0851735  30.9148265],0
p6,1,0.490282,0.475906,[182 303] ; [47 90],[178.56109325 306.43890675] ; [50.43890675 86.56109325],0
d1,1,0.520444,0.413014,[356 138] ; [97 43],[352.96845426 141.03154574] ; [100.03154574  39.96845426],0
a1,1,0.535105,0.384688,[ 22 472] ; [  8 132],[ 23.37539432 470.62460568] ; [  6.62460568 133.37539432],0
a2,1,0.551932,0.353867,[139 355] ; [43 97],[141.81072555 352.18927445] ; [40.18927445 99.81072555],0
a4,1,0.593876,0.284331,[248 245] ; [74 66],[250.7835703 242.2164297] ; [71.2164297 68.7835703],0
s5,1,0.644694,0.212656,[175 304] ; [45 86],[172.75409836 306.24590164] ; [47.24590164 83.75409836],0
u1,1,0.645341,0.211825,[115 379] ; [ 30 110],[112.98107256 381.01892744] ; [ 32.01892744 107.98107256],0
a3,1,0.650125,0.205743,[378 115] ; [104  35],[375.99050633 117.00949367] ; [106.00949367  32.99050633],0
b4,1,0.65207,0.2033,[293 201] ; [86 54],[295.30914826 198.69085174] ; [83.69085174 56.30914826],0
u4,1,0.654971,0.19969,[ 14 480] ; [  3 137],[ 13.24605678 480.75394322] ; [  3.75394322 136.24605678],0
s7,1,0.705716,0.142594,[247 229] ; [63 63],[245.11627907 230.88372093] ; [64.88372093 61.11627907],0
n2,1,0.736628,0.113113,[56 24] ; [37 18],[55.11111111 24.88888889] ; [37.88888889 17.11111111],0
n3,1,0.841752,0.039861,[55 25] ; [38 16],[55.52238806 24.47761194] ; [37.47761194 16.52238806],0
a7,1,0.87253,0.025743,[370 123] ; [106  34],[370.7235387 122.2764613] ; [105.2764613  34.7235387],0
s6,1,0.907547,0.013487,[332 152] ; [94 42],[332.55483871 151.44516129] ; [93.44516129 42.55483871],0
p1,1,0.921663,0.009671,[ 34 455] ; [ 10 129],[ 34.2611465 454.7388535] ; [  9.7388535 129.2611465],0
s2,1,0.993134,7.4e-05,[260 228] ; [74 65],[259.9553429 228.0446571] ; [74.0446571 64.9553429],0
