Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,114.396499,[26 64] ; [228  33],[65.12820513 24.87179487] ; [188.87179487  72.12820513],1
s6,1,0.0,41.190312,[57 33] ; [236  21],[75.99423631 14.00576369] ; [217.00576369  39.99423631],1
s7,1,0.000105,15.037594,[54 30] ; [212  40],[66.5 17.5] ; [199.5  52.5],1
r2,1,0.017643,5.631242,[82  7] ; [252   6],[85.66570605  3.33429395] ; [248.33429395   9.66570605],0
a6,1,0.026791,4.904236,[50 40] ; [178  82],[58.62857143 31.37142857] ; [169.37142857  90.62857143],0
s5,1,0.033707,4.50948,[31 57] ; [118 126],[39.4939759 48.5060241] ; [109.5060241 134.4939759],0
p2,1,0.03844,4.285429,[70 20] ; [226  34],[76.11428571 13.88571429] ; [219.88571429  40.11428571],0
n1,1,0.072169,3.232977,[ 7 16] ; [27 24],[10.56756757 12.43243243] ; [23.43243243 27.56756757],0
s4,1,0.078583,3.09397,[11 78] ; [ 54 206],[16.57593123 72.42406877] ; [ 48.42406877 211.57593123],0
n2,1,0.082267,3.01953,[13 10] ; [39 12],[16.16216216  6.83783784] ; [35.83783784 15.16216216],0
n5,1,0.099206,2.718257,[71 18] ; [227  34],[75.77714286 13.22285714] ; [222.22285714  38.77714286],0
p9,1,0.108768,2.572026,[78 11] ; [242  18],[81.60458453  7.39541547] ; [238.39541547  21.60458453],0
r4,1,0.129922,2.293439,[82  8] ; [249  12],[84.87179487  5.12820513] ; [246.12820513  14.87179487],0
p12,1,0.158203,1.991318,[ 7 82] ; [ 35 224],[10.74137931 78.25862069] ; [ 31.25862069 227.74137931],0
p11,1,0.172679,1.85953,[69 21] ; [217  44],[73.33333333 16.66666667] ; [212.66666667  48.33333333],0
b4,1,0.177159,1.821298,[57 33] ; [144 117],[51.53846154 38.46153846] ; [149.46153846 111.53846154],0
d3,1,0.182059,1.780737,[57 33] ; [185  76],[62.05128205 27.94871795] ; [179.94871795  81.05128205],0
v4,1,0.195778,1.673596,[85  5] ; [254   7],[86.92307692  3.07692308] ; [252.07692308   8.92307692],0
b1,1,0.198778,1.651333,[30 60] ; [107 154],[35.12820513 54.87179487] ; [101.87179487 159.12820513],0
p5,1,0.210989,1.564626,[11 79] ; [ 46 211],[14.78386167 75.21613833] ; [ 42.21613833 214.78386167],0
p10,1,0.243411,1.360727,[76 13] ; [232  26],[78.99711816 10.00288184] ; [229.00288184  28.99711816],0
d1,1,0.268677,1.223487,[56 34] ; [179  82],[60.25641026 29.74358974] ; [174.74358974  86.25641026],0
a3,1,0.316694,1.002551,[69 21] ; [212  48],[72.25714286 17.74285714] ; [208.74285714  51.25714286],0
s1,1,0.323026,0.976653,[ 2 87] ; [ 12 247],[ 3.58045977 85.41954023] ; [ 10.41954023 248.58045977],0
p8,1,0.350789,0.8706,[48 39] ; [157 101],[51.69565217 35.30434783] ; [153.30434783 104.69565217],0
p4,1,0.363585,0.825471,[58 32] ; [181  79],[61.45714286 28.54285714] ; [177.54285714  82.45714286],0
v3,1,0.379677,0.771746,[46 41] ; [119 132],[42.4704142 44.5295858] ; [122.5295858 128.4704142],0
u3,1,0.414216,0.666667,[12  9] ; [33 16],[13.5  7.5] ; [31.5 17.5],0
p1,1,0.414882,0.664767,[ 7 83] ; [ 28 232],[ 9. 81.] ; [ 26. 234.],0
d5,1,0.418473,0.6546,[74 16] ; [223  37],[76.37142857 13.62857143] ; [220.62857143  39.37142857],0
a2,1,0.432453,0.616226,[22 68] ; [ 75 186],[24.87179487 65.12820513] ; [ 72.12820513 188.87179487],0
n3,1,0.44636,0.579879,[14  8] ; [37 14],[15.36986301  6.63013699] ; [35.63013699 15.36986301],0
u2,1,0.456057,0.555556,[14  7] ; [28 21],[12.6  8.4] ; [29.4 19.6],0
v1,1,0.508594,0.436958,[52 37] ; [156  94],[54.60766962 34.39233038] ; [153.39233038  96.60766962],0
a5,1,0.551065,0.355412,[74 16] ; [207  54],[72.05128205 17.94871795] ; [208.94871795  52.05128205],0
a8,1,0.568385,0.325391,[12 68] ; [ 43 199],[13.66459627 66.33540373] ; [ 41.33540373 200.66459627],0
p7,1,0.642871,0.215007,[61 28] ; [180  73],[62.71637427 26.28362573] ; [178.28362573  74.71637427],0
p6,1,0.660269,0.193197,[45 44] ; [123 134],[43.21387283 45.78612717] ; [124.78612717 132.21387283],0
b5,1,0.678408,0.171924,[55 35] ; [153 108],[53.33333333 36.66666667] ; [154.66666667 106.33333333],0
b2,1,0.754407,0.097865,[29 34] ; [77 99],[27.94142259 35.05857741] ; [78.05857741 97.94142259],0
b3,1,0.754407,0.097865,[29 34] ; [77 99],[27.94142259 35.05857741] ; [78.05857741 97.94142259],0
d4,1,0.758828,0.094261,[76 14] ; [223  37],[76.88571429 13.11428571] ; [222.11428571  37.88571429],0
