Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,1.1e-05,19.413943,[27 10] ; [ 6 25],[17.95588235 19.04411765] ; [15.04411765 15.95588235],1
p2,1,8.5e-05,15.452797,[29  6] ; [11 20],[21.21212121 13.78787879] ; [18.78787879 12.21212121],1
p4,1,0.000174,14.096521,[23 14] ; [ 5 25],[15.46268657 21.53731343] ; [12.53731343 17.46268657],1
p11,1,0.000216,13.687483,[28 10] ; [ 9 22],[20.37681159 17.62318841] ; [16.62318841 14.37681159],1
s8,1,0.000759,11.339898,[14 24] ; [ 1 30],[ 8.26086957 29.73913043] ; [ 6.73913043 24.26086957],1
r3,1,0.001133,10.597241,[26 12] ; [ 9 22],[19.27536232 18.72463768] ; [15.72463768 15.27536232],0
p6,1,0.015107,5.903919,[11 25] ; [ 2 28],[ 7.09090909 28.90909091] ; [ 5.90909091 24.09090909],0
a5,1,0.016507,5.747995,[22 16] ; [ 9 22],[17.07246377 20.92753623] ; [13.92753623 17.07246377],0
v4,1,0.033993,4.495058,[25 12] ; [13 18],[20.67647059 16.32352941] ; [17.32352941 13.67647059],0
b5,1,0.04315,4.08952,[24 14] ; [12 19],[19.82608696 18.17391304] ; [16.17391304 14.82608696],0
v1,1,0.07073,3.266007,[17 19] ; [ 8 23],[13.43283582 22.56716418] ; [11.56716418 19.43283582],0
n3,1,0.081651,3.031732,[11  5] ; [ 7 11],[8.47058824 7.52941176] ; [9.52941176 8.47058824],0
s4,1,0.095774,2.774551,[ 4 34] ; [ 8 23],[ 6.60869565 31.39130435] ; [ 5.39130435 25.60869565],0
a3,1,0.103148,2.65618,[24 13] ; [14 17],[20.67647059 16.32352941] ; [17.32352941 13.67647059],0
n5,1,0.107822,2.585856,[30  8] ; [19 12],[26.98550725 11.01449275] ; [22.01449275  8.98550725],0
n2,1,0.114951,2.484797,[11  5] ; [ 8 11],[8.68571429 7.31428571] ; [10.31428571  8.68571429],0
p7,1,0.12174,2.394797,[18 19] ; [ 9 21],[14.91044776 22.08955224] ; [12.08955224 17.91044776],0
p3,1,0.12921,2.301966,[13 23] ; [ 6 25],[10.20895522 25.79104478] ; [ 8.79104478 22.20895522],0
a4,1,0.157763,1.995534,[15 23] ; [ 7 23],[12.29411765 25.70588235] ; [ 9.70588235 20.29411765],0
v3,1,0.168189,1.89901,[10 28] ; [ 4 27],[ 7.71014493 30.28985507] ; [ 6.28985507 24.71014493],0
n6,1,0.180501,1.793495,[25 12] ; [16 15],[22.30882353 14.69117647] ; [18.69117647 12.30882353],0
s7,1,0.237943,1.392741,[15 21] ; [ 8 21],[12.73846154 23.26153846] ; [10.26153846 18.73846154],0
b1,1,0.246818,1.341226,[26 12] ; [17 14],[23.68115942 14.31884058] ; [19.31884058 11.68115942],0
s6,1,0.261112,1.262852,[16 22] ; [ 9 22],[13.76811594 24.23188406] ; [11.23188406 19.76811594],0
a1,1,0.358739,0.842303,[ 5 33] ; [ 2 29],[ 3.85507246 34.14492754] ; [ 3.14492754 27.85507246],0
v2,1,0.36462,0.821919,[13 23] ; [ 8 23],[11.28358209 24.71641791] ; [ 9.71641791 21.28358209],0
s2,1,0.365028,0.820522,[15 23] ; [ 9 22],[13.2173913 24.7826087] ; [10.7826087 20.2173913],0
n1,1,0.457868,0.551102,[7 9] ; [ 6 13],[ 5.94285714 10.05714286] ; [ 7.05714286 11.94285714],0
s1,1,0.481728,0.494949,[ 2 36] ; [ 3 28],[ 2.75362319 35.24637681] ; [ 2.24637681 28.75362319],0
s5,1,0.484263,0.489248,[ 5 33] ; [ 6 25],[ 6.05797101 31.94202899] ; [ 4.94202899 26.05797101],0
p8,1,0.505714,0.442926,[11 26] ; [ 7 24],[ 9.79411765 27.20588235] ; [ 8.20588235 22.79411765],0
r2,1,0.529729,0.394912,[22 15] ; [15 14],[20.74242424 16.25757576] ; [16.25757576 12.74242424],0
r1,1,0.614799,0.253246,[ 9 29] ; [ 9 22],[ 9.91304348 28.08695652] ; [ 8.08695652 22.91304348],0
d4,1,0.634004,0.226671,[23 15] ; [17 14],[22.02898551 15.97101449] ; [17.97101449 13.02898551],0
d3,1,0.646152,0.210787,[13 25] ; [ 9 22],[12.11594203 25.88405797] ; [ 9.88405797 21.11594203],0
a2,1,0.67976,0.170397,[ 2 36] ; [ 1 30],[ 1.65217391 36.34782609] ; [ 1.34782609 29.65217391],0
d2,1,0.706811,0.141484,[16 22] ; [14 16],[16.76470588 21.23529412] ; [13.23529412 16.76470588],0
n4,1,0.732149,0.117148,[26 12] ; [20 11],[25.33333333 12.66666667] ; [20.66666667 10.33333333],0
s3,1,0.746265,0.104696,[15 22] ; [11 19],[14.35820896 22.64179104] ; [11.64179104 18.35820896],0
u3,1,0.749518,0.101936,[ 4 10] ; [ 4 13],[ 3.61290323 10.38709677] ; [ 4.38709677 12.61290323],0
p1,1,0.793775,0.068336,[ 3 35] ; [ 3 28],[ 3.30434783 34.69565217] ; [ 2.69565217 28.30434783],0
b4,1,0.79894,0.064882,[22 16] ; [17 14],[21.47826087 16.52173913] ; [17.52173913 13.47826087],0
b2,1,0.835994,0.042857,[ 9 19] ; [ 7 13],[ 9.33333333 18.66666667] ; [ 6.66666667 13.33333333],0
b3,1,0.835994,0.042857,[ 9 19] ; [ 7 13],[ 9.33333333 18.66666667] ; [ 6.66666667 13.33333333],0
d5,1,0.893956,0.017769,[19 19] ; [16 15],[19.27536232 18.72463768] ; [15.72463768 15.27536232],0
p12,1,0.898817,0.016169,[ 1 36] ; [ 1 30],[ 1.08823529 35.91176471] ; [ 0.91176471 30.08823529],0
a6,1,0.912039,0.012203,[13 25] ; [11 20],[13.2173913 24.7826087] ; [10.7826087 20.2173913],0
u2,1,0.980588,0.000592,[5 9] ; [ 6 11],[4.96774194 9.03225806] ; [ 6.03225806 10.96774194],0
d1,1,0.993832,6e-05,[11 27] ; [ 9 22],[11.01449275 26.98550725] ; [ 8.98550725 22.01449275],0
