Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,6.3e-05,15.998267,[20 44] ; [216 155],[34.72183908 29.27816092] ; [201.27816092 169.72183908],1
s6,1,0.056155,3.647454,[33 31] ; [234 131],[39.83216783 24.16783217] ; [227.16783217 137.83216783],0
d4,1,0.071208,3.254955,[43 20] ; [290  79],[48.5625 14.4375] ; [284.4375  84.5625],0
s4,1,0.084954,2.96748,[14 50] ; [ 50 318],[ 9.48148148 54.51851852] ; [ 54.51851852 313.48148148],0
a3,1,0.087441,2.920862,[39 25] ; [264 105],[44.7852194 19.2147806] ; [258.2147806 110.7852194],0
a7,1,0.100499,2.697604,[38 26] ; [258 112],[43.64976959 20.35023041] ; [252.35023041 117.64976959],0
v2,1,0.101086,2.688331,[25 35] ; [188 166],[30.86956522 29.13043478] ; [182.13043478 171.86956522],0
p10,1,0.106894,2.599552,[46 18] ; [297  71],[50.81481481 13.18518519] ; [292.18518519  75.81481481],0
a2,1,0.136087,2.221653,[11 53] ; [ 96 275],[15.74252874 48.25747126] ; [ 91.25747126 279.74252874],0
d3,1,0.140593,2.171455,[35 29] ; [238 132],[40.25806452 23.74193548] ; [232.74193548 137.25806452],0
s5,1,0.160766,1.967006,[13 51] ; [104 257],[17.61882353 46.38117647] ; [ 99.38117647 261.61882353],0
p1,1,0.176467,1.827131,[ 2 62] ; [ 29 341],[ 4.57142857 59.42857143] ; [ 26.42857143 343.57142857],0
r4,1,0.191953,1.702561,[51 13] ; [319  52],[54.43678161  9.56321839] ; [315.56321839  55.43678161],0
s3,1,0.207368,1.589705,[29 35] ; [196 168],[33.64485981 30.35514019] ; [191.35514019 172.64485981],0
a1,1,0.20933,1.576053,[ 1 63] ; [ 19 352],[ 2.94252874 61.05747126] ; [ 17.05747126 353.94252874],0
p8,1,0.229127,1.446274,[22 41] ; [157 208],[26.34813084 36.65186916] ; [152.65186916 212.34813084],0
r3,1,0.231215,1.433374,[55  9] ; [335  34],[57.6443418  6.3556582] ; [332.3556582  36.6443418],0
p11,1,0.245887,1.346525,[46 18] ; [291  80],[49.5816092 14.4183908] ; [287.4183908  83.5816092],0
s8,1,0.263138,1.252174,[20 44] ; [142 226],[24. 40.] ; [138. 230.],0
p2,1,0.371053,0.800134,[46 18] ; [285  85],[48.81105991 15.18894009] ; [282.18894009  87.81105991],0
n3,1,0.398167,0.713856,[17 11] ; [61 27],[18.82758621  9.17241379] ; [59.17241379 28.82758621],0
u4,1,0.407064,0.687359,[ 2 62] ; [  6 365],[ 1.17701149 62.82298851] ; [  6.82298851 364.17701149],0
b4,1,0.443407,0.587448,[39 25] ; [207 164],[36.19310345 27.80689655] ; [209.80689655 161.19310345],0
n2,1,0.509405,0.435288,[20  8] ; [69 20],[21.2991453  6.7008547] ; [67.7008547 21.2991453],0
b5,1,0.561438,0.33722,[36 28] ; [223 148],[38.10574713 25.89425287] ; [220.89425287 150.10574713],0
v1,1,0.573021,0.317655,[30 34] ; [181 176],[32.0760095 31.9239905] ; [178.9239905 178.0760095],0
p7,1,0.579493,0.307055,[29 32] ; [187 177],[31.00235294 29.99764706] ; [184.99764706 179.00235294],0
b2,1,0.702507,0.145877,[ 9 20] ; [ 82 155],[ 9.92105263 19.07894737] ; [ 81.07894737 155.92105263],0
b3,1,0.702507,0.145877,[ 9 20] ; [ 82 155],[ 9.92105263 19.07894737] ; [ 81.07894737 155.92105263],0
v4,1,0.706754,0.14154,[57  6] ; [340  30],[57.76212471  5.23787529] ; [339.23787529  30.76212471],0
a6,1,0.716407,0.131961,[43 21] ; [257 113],[44.23963134 19.76036866] ; [255.76036866 114.23963134],0
s1,1,0.779119,0.078662,[ 2 62] ; [ 14 350],[ 2.39252336 61.60747664] ; [ 13.60747664 350.39252336],0
p9,1,0.794837,0.067618,[50 13] ; [294  70],[50.75409836 12.24590164] ; [293.24590164  70.75409836],0
u2,1,0.823894,0.049524,[12 13] ; [53 52],[12.5 12.5] ; [52.5 52.5],0
u3,1,0.890231,0.019047,[13 12] ; [54 53],[12.68939394 12.31060606] ; [54.31060606 52.68939394],0
b1,1,0.90033,0.015686,[25 39] ; [148 223],[25.45287356 38.54712644] ; [147.54712644 223.45287356],0
