Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,6.3e-05,15.998267,[20 44] ; [216 155],[34.72183908 29.27816092] ; [201.27816092 169.72183908],1
d5,1,0.001072,10.699495,[40 24] ; [299  71],[49.99078341 14.00921659] ; [289.00921659  80.99078341],0
n1,1,0.003289,8.639773,[ 5 22] ; [44 43],[11.60526316 15.39473684] ; [37.39473684 49.60526316],0
r1,1,0.003678,8.436553,[40 24] ; [292  77],[49.07159353 14.92840647] ; [282.92840647  86.07159353],0
r2,1,0.005782,7.617111,[53 11] ; [341  25],[58.64186047  5.35813953] ; [335.35813953  30.64186047],0
p3,1,0.006609,7.376382,[17 47] ; [165 204],[26.90069284 37.09930716] ; [155.09930716 213.90069284],0
a5,1,0.008539,6.916839,[38 26] ; [279  92],[46.63908046 17.36091954] ; [270.36091954 100.63908046],0
d2,1,0.009085,6.80599,[22 42] ; [191 176],[31.6287703 32.3712297] ; [181.3712297 185.6287703],0
a4,1,0.012557,6.230471,[19 45] ; [171 197],[28.14814815 35.85185185] ; [161.85185185 206.14814815],0
a8,1,0.0194,5.465091,[ 3 57] ; [ 56 280],[ 8.93939394 51.06060606] ; [ 50.06060606 285.93939394],0
s7,1,0.028695,4.785837,[18 41] ; [162 192],[25.71428571 33.28571429] ; [154.28571429 199.71428571],0
v3,1,0.030121,4.702387,[17 46] ; [148 209],[24.75 38.25] ; [140.25 216.75],0
n6,1,0.030956,4.655411,[50 14] ; [325  44],[55.42725173  8.57274827] ; [319.57274827  49.42725173],0
p4,1,0.040682,4.189214,[24 40] ; [189 179],[31.55555556 32.44444444] ; [181.44444444 186.55555556],0
p5,1,0.043777,4.065129,[ 1 62] ; [ 33 333],[ 4.99300699 58.00699301] ; [ 29.00699301 336.99300699],0
u1,1,0.046088,3.978375,[ 5 59] ; [ 66 305],[10.44597701 53.55402299] ; [ 60.55402299 310.44597701],0
s2,1,0.053038,3.742734,[21 42] ; [170 196],[28.04895105 34.95104895] ; [162.95104895 203.04895105],0
