Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,93.234166,[ 4 68] ; [196  89],[40.33613445 31.66386555] ; [159.66386555 125.33613445],1
d4,1,0.0,33.981117,[44 28] ; [255  30],[60.30252101 11.69747899] ; [238.69747899  46.30252101],1
d2,1,1.4e-05,18.928551,[15 57] ; [140 144],[31.34831461 40.65168539] ; [123.65168539 160.34831461],1
a4,1,4.1e-05,16.816592,[13 58] ; [128 157],[28.12078652 42.87921348] ; [112.87921348 172.12078652],1
a5,1,4.5e-05,16.669055,[36 36] ; [213  72],[50.21848739 21.78151261] ; [198.78151261  86.21848739],1
d3,1,0.000622,11.709089,[44 28] ; [228  56],[55.01123596 16.98876404] ; [216.98876404  67.01123596],1
a2,1,0.000669,11.574798,[ 6 66] ; [ 78 207],[16.94117647 55.05882353] ; [ 67.05882353 217.94117647],1
a3,1,0.001553,10.014373,[36 34] ; [203  82],[47.12676056 22.87323944] ; [191.87323944  93.12676056],0
s1,1,0.004408,8.107457,[ 7 63] ; [  7 271],[ 2.81609195 67.18390805] ; [ 11.18390805 266.81609195],0
a6,1,0.00719,7.224975,[45 27] ; [222  63],[53.8487395 18.1512605] ; [213.1512605  71.8487395],0
u1,1,0.00956,6.71504,[ 4 68] ; [ 51 234],[11.09243697 60.90756303] ; [ 43.90756303 241.09243697],0
v2,1,0.0165,5.748808,[28 43] ; [148 119],[36.9704142 34.0295858] ; [139.0295858 127.9704142],0
n2,1,0.036883,4.355818,[20  3] ; [52 29],[15.92307692  7.07692308] ; [56.07692308 24.92307692],0
r2,1,0.037837,4.312321,[62 10] ; [261  18],[66.25641026  5.74358974] ; [256.74358974  22.25641026],0
b4,1,0.053952,3.714178,[36 36] ; [178 107],[43.15966387 28.84033613] ; [170.84033613 114.15966387],0
r3,1,0.068155,3.32691,[63  8] ; [268  15],[66.38700565  4.61299435] ; [264.61299435  18.38700565],0
r1,1,0.092648,2.827757,[52 20] ; [229  53],[57.15254237 14.84745763] ; [223.84745763  58.15254237],0
n4,1,0.109836,2.556584,[43 28] ; [200  84],[48.6 22.4] ; [194.4  89.6],0
s8,1,0.130287,2.289077,[20 52] ; [106 178],[25.48314607 46.51685393] ; [100.51685393 183.48314607],0
u2,1,0.141005,2.166953,[16 19] ; [49 32],[19.61206897 15.38793103] ; [45.38793103 35.61206897],0
p2,1,0.146106,2.112443,[51 21] ; [224  60],[55.61797753 16.38202247] ; [219.38202247  64.61797753],0
p4,1,0.159184,1.981963,[21 49] ; [111 173],[26.10169492 43.89830508] ; [105.89830508 178.10169492],0
r4,1,0.189054,1.724975,[58 14] ; [247  38],[61.51260504 10.48739496] ; [243.48739496  41.51260504],0
p1,1,0.210854,1.56555,[ 6 66] ; [ 13 269],[ 3.86440678 68.13559322] ; [ 15.13559322 266.86440678],0
n1,1,0.260147,1.267975,[10 12] ; [26 54],[ 7.76470588 14.23529412] ; [28.23529412 51.76470588],0
s5,1,0.292679,1.107259,[15 55] ; [ 76 199],[18.46376812 51.53623188] ; [ 72.53623188 202.46376812],0
b1,1,0.303156,1.06026,[26 46] ; [ 85 200],[22.38655462 49.61344538] ; [ 88.61344538 196.38655462],0
p5,1,0.323497,0.974757,[ 5 66] ; [ 12 271],[ 3.40960452 67.59039548] ; [ 13.59039548 269.40960452],0
s3,1,0.35927,0.840443,[39 30] ; [140 138],[35.59365994 33.40634006] ; [143.40634006 134.59365994],0
s7,1,0.389877,0.739327,[24 45] ; [112 165],[27.12138728 41.87861272] ; [108.87861272 168.12138728],0
u3,1,0.434382,0.611078,[18 17] ; [48 33],[19.9137931 15.0862069] ; [46.0862069 34.9137931],0
p11,1,0.45278,0.563684,[54 18] ; [201  84],[51.42857143 20.57142857] ; [203.57142857  81.42857143],0
s6,1,0.460668,0.544272,[41 29] ; [178 103],[43.67521368 26.32478632] ; [175.32478632 105.67521368],0
b5,1,0.46316,0.538247,[46 26] ; [195  90],[48.60504202 23.39495798] ; [192.39495798  92.60504202],0
s4,1,0.502638,0.449362,[14 57] ; [ 46 235],[12.10227273 58.89772727] ; [ 47.89772727 233.10227273],0
n3,1,0.509923,0.434226,[17  6] ; [54 27],[15.70192308  7.29807692] ; [55.29807692 25.70192308],0
p10,1,0.570244,0.322274,[54 16] ; [206  73],[52.14899713 17.85100287] ; [207.85100287  71.14899713],0
b2,1,0.573538,0.316799,[14 26] ; [ 48 110],[12.52525253 27.47474747] ; [ 49.47474747 108.52525253],0
b3,1,0.573538,0.316799,[14 26] ; [ 48 110],[12.52525253 27.47474747] ; [ 49.47474747 108.52525253],0
