Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,4e-06,21.423863,[33  6] ; [49 68],[20.5 18.5] ; [61.5 55.5],1
s2,1,0.000139,14.512338,[27 15] ; [36 81],[16.64150943 25.35849057] ; [46.35849057 70.64150943],1
p3,1,0.002762,8.958569,[23 18] ; [35 82],[15.05063291 25.94936709] ; [42.94936709 74.05063291],0
p6,1,0.003537,8.507287,[16 24] ; [20 95],[ 9.29032258 30.70967742] ; [26.70967742 88.29032258],0
s7,1,0.005601,7.674378,[25 17] ; [39 73],[17.45454545 24.54545455] ; [46.54545455 65.45454545],0
s4,1,0.007664,7.110362,[12 30] ; [ 13 104],[ 6.60377358 35.39622642] ; [18.39622642 98.60377358],0
p5,1,0.008196,6.990141,[ 7 34] ; [  5 111],[ 3.13375796 37.86624204] ; [  8.86624204 107.13375796],0
d4,1,0.010292,6.583715,[28 14] ; [51 66],[20.86792453 21.13207547] ; [58.13207547 58.86792453],0
p11,1,0.011444,6.395087,[36  6] ; [76 41],[29.58490566 12.41509434] ; [82.41509434 34.58490566],0
p12,1,0.0117,6.355705,[ 6 35] ; [  4 112],[ 2.61146497 38.38853503] ; [  7.38853503 108.61146497],0
r4,1,0.012631,6.22012,[35  7] ; [73 44],[28.52830189 13.47169811] ; [79.47169811 37.52830189],0
r1,1,0.014585,5.965928,[32 10] ; [64 53],[25.35849057 16.64150943] ; [70.64150943 46.35849057],0
p8,1,0.017918,5.604122,[22 19] ; [38 78],[15.66878981 25.33121019] ; [44.33121019 71.66878981],0
p7,1,0.019301,5.474034,[29 12] ; [57 58],[22.6025641 18.3974359] ; [63.3974359 51.6025641],0
v4,1,0.020893,5.335734,[40  2] ; [92 23],[35.31210191  6.68789809] ; [96.68789809 18.31210191],0
s3,1,0.022366,5.21707,[28 14] ; [53 62],[21.66878981 20.33121019] ; [59.33121019 55.66878981],0
v1,1,0.025689,4.976845,[24 16] ; [46 70],[17.94871795 22.05128205] ; [52.05128205 63.94871795],0
d5,1,0.039052,4.258615,[25 17] ; [48 69],[19.28301887 22.71698113] ; [53.71698113 63.28301887],0
r3,1,0.045746,3.990936,[38  4] ; [89 28],[33.54716981  8.45283019] ; [93.45283019 23.54716981],0
n2,1,0.107782,2.58644,[12  1] ; [31 13],[9.80701754 3.19298246] ; [33.19298246 10.80701754],0
u1,1,0.110385,2.548699,[ 2 40] ; [  1 116],[ 0.79245283 41.20754717] ; [  2.20754717 114.79245283],0
p2,1,0.136604,2.2158,[32  9] ; [76 40],[28.20382166 12.79617834] ; [79.79617834 36.20382166],0
u3,1,0.136783,2.213784,[10  9] ; [18 36],[ 7.28767123 11.71232877] ; [20.71232877 33.28767123],0
r2,1,0.141704,2.159356,[37  5] ; [90 26],[33.75949367  8.24050633] ; [93.24050633 22.75949367],0
n4,1,0.15202,2.05186,[32 10] ; [75 42],[28.26415094 13.73584906] ; [78.73584906 38.26415094],0
v2,1,0.153672,2.035418,[20 21] ; [40 71],[16.18421053 24.81578947] ; [43.81578947 67.18421053],0
s8,1,0.155905,2.013501,[18 24] ; [36 81],[14.26415094 27.73584906] ; [39.73584906 77.26415094],0
b5,1,0.16406,1.9364,[17 25] ; [62 55],[20.86792453 21.13207547] ; [58.13207547 58.86792453],0
p9,1,0.220848,1.498854,[31 10] ; [75 40],[27.85897436 13.14102564] ; [78.14102564 36.85897436],0
p10,1,0.260186,1.267765,[29 12] ; [70 45],[26.01923077 14.98076923] ; [72.98076923 42.01923077],0
a6,1,0.281468,1.159988,[15 27] ; [53 64],[17.96226415 24.03773585] ; [50.03773585 66.96226415],0
p4,1,0.308925,1.035266,[20 21] ; [46 70],[17.23566879 23.76433121] ; [48.76433121 67.23566879],0
b4,1,0.31105,1.026211,[25 17] ; [59 58],[22.18867925 19.81132075] ; [61.81132075 55.18867925],0
d2,1,0.311243,1.025394,[11 31] ; [22 95],[ 8.71698113 33.28301887] ; [24.28301887 92.71698113],0
b1,1,0.366808,0.81445,[16 26] ; [54 63],[18.49056604 23.50943396] ; [51.50943396 65.49056604],0
n3,1,0.401066,0.705128,[7 6] ; [28 14],[8.27272727 4.72727273] ; [26.72727273 15.27272727],0
a8,1,0.415032,0.66434,[ 3 38] ; [13 96],[ 4.37333333 36.62666667] ; [11.62666667 97.37333333],0
p1,1,0.446464,0.579612,[ 4 38] ; [  7 109],[ 2.92405063 39.07594937] ; [  8.07594937 107.92405063],0
u2,1,0.449528,0.571842,[10  9] ; [23 31],[ 8.5890411 10.4109589] ; [24.4109589 29.5890411],0
n6,1,0.546544,0.363545,[31 10] ; [82 34],[29.50955414 11.49044586] ; [83.49044586 32.50955414],0
n5,1,0.546544,0.363545,[31 10] ; [82 34],[29.50955414 11.49044586] ; [83.49044586 32.50955414],0
n1,1,0.562833,0.334822,[6 7] ; [16 27],[5.10714286 7.89285714] ; [16.89285714 26.10714286],0
a2,1,0.580858,0.304849,[ 1 41] ; [  5 112],[ 1.58490566 40.41509434] ; [  4.41509434 112.58490566],0
a4,1,0.620444,0.245244,[11 31] ; [26 90],[ 9.83544304 32.16455696] ; [27.16455696 88.83544304],0
s1,1,0.636857,0.222876,[ 3 39] ; [  6 110],[ 2.39240506 39.60759494] ; [  6.60759494 109.39240506],0
v3,1,0.753446,0.098658,[14 28] ; [35 79],[13.19230769 28.80769231] ; [35.80769231 78.19230769],0
a3,1,0.803293,0.062045,[23 18] ; [63 54],[22.3164557 18.6835443] ; [63.6835443 53.3164557],0
b2,1,0.854225,0.033757,[11 15] ; [31 46],[10.60194175 15.39805825] ; [31.39805825 45.60194175],0
