Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,32.776169,[20 35] ; [194  62],[37.84565916 17.15434084] ; [176.15434084  79.84565916],1
d2,1,0.0,26.725379,[14 41] ; [162  93],[31.22580645 23.77419355] ; [144.77419355 110.22580645],1
a3,1,0.0,26.155778,[28 27] ; [212  44],[42.4437299 12.5562701] ; [197.5562701  58.4437299],1
a4,1,1.1e-05,19.353674,[12 43] ; [139 116],[26.79032258 28.20967742] ; [124.20967742 130.79032258],1
u1,1,2e-05,18.152893,[ 1 54] ; [ 74 182],[13.26366559 41.73633441] ; [ 61.73633441 194.26366559],1
r1,1,0.000232,13.556381,[38 17] ; [225  29],[46.81229773  8.18770227] ; [216.18770227  37.81229773],1
d4,1,0.000457,12.283312,[39 16] ; [228  28],[47.21864952  7.78135048] ; [219.78135048  36.21864952],1
d3,1,0.001865,9.677521,[33 22] ; [204  52],[41.91318328 13.08681672] ; [195.08681672  60.91318328],0
a6,1,0.003619,8.465511,[30 25] ; [190  66],[38.90675241 16.09324759] ; [181.09324759  74.90675241],0
d5,1,0.004375,8.121121,[42 13] ; [231  25],[48.27974277  6.72025723] ; [224.72025723  31.27974277],0
a7,1,0.00653,7.397776,[34 20] ; [205  51],[41.63225806 12.36774194] ; [197.36774194  58.63225806],0
s7,1,0.013737,6.071625,[21 29] ; [148  95],[28.83959044 21.16040956] ; [140.16040956 102.83959044],0
s5,1,0.026091,4.949966,[14 39] ; [106 141],[21.2 31.8] ; [ 98.8 148.2],0
n4,1,0.026137,4.946958,[40 15] ; [218  38],[45.62700965  9.37299035] ; [212.37299035  43.62700965],0
p5,1,0.032486,4.572674,[15 40] ; [ 39 217],[ 9.54983923 45.45016077] ; [ 44.45016077 211.54983923],0
s2,1,0.034647,4.4625,[23 31] ; [147 105],[30. 24.] ; [140. 112.],0
p3,1,0.045467,4.001238,[32 23] ; [184  72],[38.19935691 16.80064309] ; [177.80064309  78.19935691],0
r2,1,0.047546,3.925972,[48  6] ; [243  11],[51.01948052  2.98051948] ; [239.98051948  14.01948052],0
s8,1,0.060396,3.526489,[22 33] ; [136 116],[28.30618893 26.69381107] ; [129.69381107 122.30618893],0
p9,1,0.060595,3.521033,[45 10] ; [230  24],[48.94822006  6.05177994] ; [226.05177994  27.94822006],0
p10,1,0.102029,2.67354,[44 11] ; [225  30],[47.72580645  7.27419355] ; [221.27419355  33.72580645],0
b2,1,0.136473,2.217287,[ 8 23] ; [ 69 104],[11.70098039 19.29901961] ; [ 65.29901961 107.70098039],0
b3,1,0.136473,2.217287,[ 8 23] ; [ 69 104],[11.70098039 19.29901961] ; [ 65.29901961 107.70098039],0
a1,1,0.143041,2.144931,[ 1 54] ; [ 18 238],[ 3.36012862 51.63987138] ; [ 15.63987138 240.36012862],0
n1,1,0.178701,1.808398,[7 5] ; [15 26],[4.98113208 7.01886792] ; [17.01886792 23.98113208],0
v1,1,0.21384,1.54524,[41 12] ; [174  79],[37.23856209 15.76143791] ; [177.76143791  75.23856209],0
u2,1,0.228199,1.452053,[13 14] ; [27 16],[15.42857143 11.57142857] ; [24.57142857 18.42857143],0
p6,1,0.353999,0.859071,[30 23] ; [126 128],[26.93159609 26.06840391] ; [129.06840391 124.93159609],0
a8,1,0.35652,0.850114,[ 5 47] ; [ 32 189],[ 7.04761905 44.95238095] ; [ 29.95238095 191.04761905],0
b5,1,0.364477,0.822408,[29 26] ; [152 104],[32.0096463 22.9903537] ; [148.9903537 107.0096463],0
v4,1,0.41979,0.650903,[50  4] ; [242  12],[51.19480519  2.80519481] ; [240.80519481  13.19480519],0
s1,1,0.434252,0.611423,[ 2 52] ; [  5 250],[ 1.22330097 52.77669903] ; [  5.77669903 249.22330097],0
s3,1,0.472493,0.516139,[28 26] ; [143 107],[30.375 23.625] ; [140.625 109.375],0
