Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.001422,10.17691,[22 27] ; [23  5],[28.63636364 20.36363636] ; [16.36363636 11.63636364],0
s2,1,0.013394,6.116312,[14 35] ; [16 12],[19.09090909 29.90909091] ; [10.90909091 17.09090909],0
p8,1,0.014617,5.96209,[ 6 43] ; [10 18],[10.18181818 38.81818182] ; [ 5.81818182 22.18181818],0
r3,1,0.020977,5.328728,[32 17] ; [25  3],[36.27272727 12.72727273] ; [20.72727273  7.27272727],0
s6,1,0.033865,4.501488,[18 30] ; [17 10],[22.4 25.6] ; [12.6 14.4],0
d1,1,0.037881,4.31037,[13 36] ; [14 14],[17.18181818 31.81818182] ; [ 9.81818182 18.18181818],0
p7,1,0.039222,4.251235,[11 37] ; [12 14],[14.91891892 33.08108108] ; [ 8.08108108 17.91891892],0
r1,1,0.055511,3.666667,[24 25] ; [20  8],[28. 21.] ; [16. 12.],0
d4,1,0.058012,3.593333,[28 21] ; [22  6],[31.81818182 17.18181818] ; [18.18181818  9.81818182],0
s5,1,0.067686,3.338272,[ 8 37] ; [10 17],[11.25 33.75] ; [ 6.75 20.25],0
p10,1,0.077913,3.107916,[17 32] ; [15 12],[20.63157895 28.36842105] ; [11.36842105 15.63157895],0
a6,1,0.083016,3.004849,[22 27] ; [ 7 21],[18.45454545 30.54545455] ; [10.54545455 17.45454545],0
a5,1,0.108559,2.575068,[24 25] ; [19  9],[27.36363636 21.63636364] ; [15.63636364 12.36363636],0
n3,1,0.128872,2.306043,[ 9 10] ; [7 2],[10.85714286  8.14285714] ; [5.14285714 3.85714286],0
n1,1,0.150584,2.066327,[ 8 13] ; [6 3],[ 9.8 11.2] ; [4.2 4.8],0
u3,1,0.161214,1.962804,[10 13] ; [7 3],[11.84848485 11.15151515] ; [5.15151515 4.84848485],0
r4,1,0.161771,1.957593,[29 20] ; [21  7],[31.81818182 17.18181818] ; [18.18181818  9.81818182],0
p1,1,0.202822,1.621939,[ 6 43] ; [ 1 27],[ 4.45454545 44.54545455] ; [ 2.54545455 25.45454545],0
p9,1,0.208668,1.580642,[19 28] ; [15 12],[21.59459459 25.40540541] ; [12.40540541 14.59459459],0
n5,1,0.212072,1.557228,[31 17] ; [14 14],[28.42105263 19.57894737] ; [16.57894737 11.42105263],0
s8,1,0.224924,1.472674,[14 34] ; [12 16],[16.42105263 31.57894737] ; [ 9.57894737 18.42105263],0
b4,1,0.227447,1.456757,[21 28] ; [16 12],[23.54545455 25.45454545] ; [13.45454545 14.54545455],0
v1,1,0.256949,1.28512,[16 32] ; [13 15],[18.31578947 29.68421053] ; [10.68421053 17.31578947],0
r2,1,0.285676,1.139888,[38 10] ; [24  3],[39.68  8.32] ; [22.32  4.68],0
s3,1,0.287025,1.133523,[18 30] ; [14 14],[20.21052632 27.78947368] ; [11.78947368 16.21052632],0
v4,1,0.294266,1.1,[33 16] ; [22  6],[35. 14.] ; [20.  8.],0
a1,1,0.296258,1.090962,[ 5 44] ; [ 1 27],[ 3.81818182 45.18181818] ; [ 2.18181818 25.81818182],0
v3,1,0.303727,1.057759,[11 36] ; [ 9 17],[12.87671233 34.12328767] ; [ 7.12328767 18.87671233],0
p4,1,0.307434,1.041667,[14 34] ; [11 16],[16. 32.] ; [ 9. 18.],0
n2,1,0.313694,1.015057,[13  8] ; [8 2],[14.22580645  6.77419355] ; [6.77419355 3.22580645],0
p11,1,0.320819,0.985603,[24 25] ; [17 11],[26.09090909 22.90909091] ; [14.90909091 13.09090909],0
a3,1,0.338352,0.916667,[26 23] ; [18 10],[28. 21.] ; [16. 12.],0
a4,1,0.343439,0.89755,[17 31] ; [13 15],[18.94736842 29.05263158] ; [11.05263158 16.94736842],0
p6,1,0.401541,0.703707,[ 7 41] ; [ 6 21],[ 8.32 39.68] ; [ 4.68 22.32],0
s1,1,0.510751,0.432529,[ 6 43] ; [ 2 25],[ 5.15789474 43.84210526] ; [ 2.84210526 24.15789474],0
d2,1,0.530915,0.39264,[20 27] ; [14 14],[21.30666667 25.69333333] ; [12.69333333 15.30666667],0
b5,1,0.604479,0.268293,[24 25] ; [12 16],[22.90909091 26.09090909] ; [13.09090909 14.90909091],0
u2,1,0.61174,0.257649,[ 8 15] ; [4 5],[ 8.625 14.375] ; [3.375 5.625],0
n6,1,0.686998,0.162354,[32 17] ; [17 11],[31.18181818 17.81818182] ; [17.81818182 10.18181818],0
d3,1,0.709912,0.138365,[16 33] ; [ 8 20],[15.27272727 33.72727273] ; [ 8.72727273 19.27272727],0
