Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,61.934976,[ 34 126] ; [163 107],[73.30232558 86.69767442] ; [123.69767442 146.30232558],1
v1,1,0.0,25.737217,[70 91] ; [187  87],[95.11954023 65.88045977] ; [161.88045977 112.11954023],1
p12,1,0.032108,4.592723,[ 11 153] ; [ 37 242],[ 17.76975169 146.23024831] ; [ 30.23024831 248.76975169],0
a8,1,0.064766,3.410924,[ 15 135] ; [ 41 205],[ 21.21212121 128.78787879] ; [ 34.78787879 211.21212121],0
d2,1,0.082339,3.018109,[109  55] ; [207  72],[116.98419865  47.01580135] ; [199.01580135  79.98419865],0
s4,1,0.089239,2.888049,[ 35 128] ; [ 42 236],[ 28.46031746 134.53968254] ; [ 48.53968254 229.46031746],0
a5,1,0.101165,2.687074,[135  30] ; [245  35],[140.8988764  24.1011236] ; [239.1011236  40.8988764],0
a3,1,0.102491,2.666354,[128  36] ; [235  44],[134.38374718  29.61625282] ; [228.61625282  50.38374718],0
a7,1,0.113098,2.510383,[120  45] ; [222  58],[126.80898876  38.19101124] ; [215.19101124  64.80898876],0
s1,1,0.115215,2.481196,[  8 155] ; [  6 270],[  5.19817768 157.80182232] ; [  8.80182232 267.19817768],0
p7,1,0.137474,2.206007,[104  57] ; [195  78],[110.91935484  50.08064516] ; [188.08064516  84.91935484],0
s2,1,0.163507,1.941491,[88 76] ; [168 110],[94.98642534 69.01357466] ; [161.01357466 116.98642534],0
r3,1,0.183127,1.772063,[156   8] ; [272   7],[158.4469526   5.5530474] ; [269.5530474   9.4469526],0
a1,1,0.207846,1.586369,[  6 159] ; [ 18 262],[  8.8988764 156.1011236] ; [ 15.1011236 264.8988764],0
p11,1,0.208721,1.580275,[132  33] ; [237  43],[136.82022472  28.17977528] ; [232.17977528  47.82022472],0
a6,1,0.212331,1.555458,[115  49] ; [210  68],[120.58823529  43.41176471] ; [204.41176471  73.58823529],0
u4,1,0.218002,1.517476,[  3 162] ; [ 11 269],[  5.19101124 159.80898876] ; [  8.80898876 271.19101124],0
a2,1,0.259667,1.270534,[ 52 113] ; [103 177],[ 57.47191011 107.52808989] ; [ 97.52808989 182.47191011],0
d3,1,0.275049,1.19139,[149  15] ; [244  35],[145.48984199  18.51015801] ; [247.51015801  31.48984199],0
b1,1,0.276224,1.185576,[ 62 103] ; [ 91 189],[ 56.73033708 108.26966292] ; [ 96.26966292 183.73033708],0
u1,1,0.312037,1.022033,[ 41 124] ; [ 82 198],[ 45.60674157 119.39325843] ; [ 77.39325843 202.60674157],0
s7,1,0.315811,1.006215,[84 74] ; [157 113],[88.96728972 69.03271028] ; [152.03271028 117.96728972],0
p4,1,0.353995,0.859086,[109  56] ; [194  82],[113.36734694  51.63265306] ; [189.63265306  86.36734694],0
n6,1,0.369177,0.806432,[143  22] ; [247  29],[145.91836735  19.08163265] ; [244.08163265  31.91836735],0
p3,1,0.384463,0.756382,[91 73] ; [166 112],[95.35746606 68.64253394] ; [161.64253394 116.35746606],0
p8,1,0.407351,0.686518,[91 74] ; [161 111],[95.14874142 69.85125858] ; [156.85125858 115.14874142],0
n4,1,0.446736,0.57892,[135  30] ; [236  43],[137.87162162  27.12837838] ; [233.12837838  45.87162162],0
p5,1,0.449474,0.571979,[ 25 137] ; [ 36 244],[ 22.35746606 139.64253394] ; [ 38.64253394 241.35746606],0
u3,1,0.478971,0.501206,[25 12] ; [27 18],[23.46341463 13.53658537] ; [28.53658537 16.46341463],0
d4,1,0.502365,0.449936,[160   3] ; [276   3],[160.78733032   2.21266968] ; [275.21266968   3.78733032],0
r2,1,0.502666,0.449303,[159   3] ; [269   8],[157.94077449   4.05922551] ; [270.05922551   6.94077449],0
p6,1,0.564343,0.33224,[75 89] ; [118 157],[72.10022779 91.89977221] ; [120.89977221 154.10022779],0
u2,1,0.651209,0.20438,[24 13] ; [27 18],[23.01219512 13.98780488] ; [27.98780488 17.01219512],0
p10,1,0.656925,0.197281,[150  15] ; [257  22],[151.25  13.75] ; [255.75  23.25],0
s8,1,0.686012,0.163436,[87 78] ; [151 125],[89.04761905 75.95238095] ; [148.95238095 127.04761905],0
n5,1,0.688306,0.160925,[129  36] ; [221  56],[130.6561086  34.3438914] ; [219.3438914  57.6561086],0
b4,1,0.706073,0.142231,[96 69] ; [168 112],[97.88764045 67.11235955] ; [166.11235955 113.88764045],0
a4,1,0.708484,0.139796,[94 71] ; [164 115],[95.87837838 69.12162162] ; [162.12162162 116.87837838],0
n3,1,0.711729,0.136556,[31 12] ; [34 11],[31.76136364 11.23863636] ; [33.23863636 11.76136364],0
b5,1,0.729521,0.119552,[101  64] ; [176 104],[102.70786517  62.29213483] ; [174.29213483 105.70786517],0
n2,1,0.762562,0.091276,[31 13] ; [33 12],[31.64044944 12.35955056] ; [32.35955056 12.64044944],0
n1,1,0.865626,0.028634,[17 26] ; [17 28],[16.61363636 26.38636364] ; [17.38636364 27.61363636],0
s5,1,0.874373,0.024998,[65 95] ; [106 160],[64.22535211 95.77464789] ; [106.77464789 159.22535211],0
s6,1,0.880072,0.022764,[115  46] ; [199  77],[115.68421053  45.31578947] ; [198.31578947  77.68421053],0
b2,1,0.896472,0.016931,[45 61] ; [ 75 105],[44.47552448 61.52447552] ; [ 75.52447552 104.47552448],0
b3,1,0.896472,0.016931,[45 61] ; [ 75 105],[44.47552448 61.52447552] ; [ 75.52447552 104.47552448],0
p2,1,0.917754,0.010663,[142  21] ; [244  35],[142.34841629  20.65158371] ; [243.65158371  35.34841629],0
r4,1,0.921703,0.009661,[154  11] ; [262  18],[154.24719101  10.75280899] ; [261.75280899  18.24719101],0
v4,1,0.926691,0.008466,[160   5] ; [270   8],[160.15801354   4.84198646] ; [269.84198646   8.15801354],0
s3,1,0.940241,0.00562,[99 65] ; [167 108],[99.37129841 64.62870159] ; [166.62870159 108.37129841],0
r1,1,0.953504,0.0034,[141  24] ; [237  41],[140.79006772  24.20993228] ; [237.20993228  40.79006772],0
p1,1,0.963029,0.002149,[ 15 150] ; [ 25 254],[ 14.86486486 150.13513514] ; [ 25.13513514 253.86486486],0
d5,1,0.970638,0.001355,[160   3] ; [274   5],[160.04977376   2.95022624] ; [273.95022624   5.04977376],0
