Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,110.513909,[  6 103] ; [186 102],[52.71536524 56.28463476] ; [139.28463476 148.71536524],1
d4,1,0.0,70.567399,[51 57] ; [251  36],[82.5721519 25.4278481] ; [219.4278481  67.5721519],1
a5,1,0.0,31.739654,[46 63] ; [209  79],[70.01259446 38.98740554] ; [184.98740554 103.01259446],1
d3,1,0.0,29.527858,[45 64] ; [204  84],[68.36523929 40.63476071] ; [180.63476071 107.36523929],1
a7,1,2e-06,23.034589,[55 53] ; [218  69],[74.64303797 33.35696203] ; [198.35696203  88.64303797],1
d2,1,1.4e-05,18.908867,[27 82] ; [140 146],[46.0835443 62.9164557] ; [120.9164557 165.0835443],1
r2,1,1.6e-05,18.603411,[82 25] ; [259  21],[94.28165375 12.71834625] ; [246.71834625  33.28165375],1
v2,1,4.2e-05,16.76055,[30 72] ; [145 128],[47.6 54.4] ; [127.4 145.6],1
a4,1,4.6e-05,16.598153,[24 84] ; [128 159],[41.55949367 66.44050633] ; [110.44050633 176.55949367],1
a6,1,8.8e-05,15.374172,[53 56] ; [201  87],[69.73803526 39.26196474] ; [184.26196474 103.73803526],1
r1,1,0.00011,14.957809,[64 44] ; [224  61],[79.14503817 28.85496183] ; [208.85496183  76.14503817],1
a3,1,0.000157,14.288761,[53 53] ; [203  85],[68.87309645 37.12690355] ; [187.12690355 100.87309645],1
r3,1,0.000317,12.969286,[85 22] ; [264  22],[95.02035623 11.97964377] ; [253.97964377  32.02035623],1
r4,1,0.000358,12.740903,[71 38] ; [236  52],[84.28967254 24.71032746] ; [222.71032746  65.28967254],1
a2,1,0.000593,11.796722,[  8 101] ; [ 64 224],[19.76826196 89.23173804] ; [ 52.23173804 235.76826196],1
s6,1,0.008893,6.844136,[46 61] ; [163 119],[57.48843188 49.51156812] ; [151.51156812 130.48843188],0
s1,1,0.009645,6.699293,[ 8 97] ; [  6 278],[  3.77892031 101.22107969] ; [ 10.22107969 273.77892031],0
s7,1,0.021401,5.293843,[26 78] ; [104 173],[35.4855643 68.5144357] ; [ 94.5144357 182.4855643],0
