Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,94.350525,[260  39] ; [62 82],[217.33182844  81.66817156] ; [104.66817156  39.33182844],1
n6,1,0.0,42.709397,[267  32] ; [91 53],[241.62979684  57.37020316] ; [116.37020316  27.62979684],1
p10,1,0.0,42.013186,[245  49] ; [77 65],[217.12844037  76.87155963] ; [104.87155963  37.12844037],1
p9,1,0.0,27.084687,[254  42] ; [91 51],[233.15068493  62.84931507] ; [111.84931507  30.15068493],1
p4,1,4.2e-05,16.764359,[174 123] ; [54 89],[153.9 143.1] ; [74.1 68.9],1
v1,1,7.5e-05,15.673349,[160 133] ; [48 92],[140.7482679 152.2517321] ; [67.2517321 72.7482679],1
u1,1,0.001843,9.699468,[ 48 251] ; [  8 136],[ 37.79683973 261.20316027] ; [ 18.20316027 125.79683973],0
a2,1,0.001845,9.698122,[ 68 231] ; [ 15 129],[ 56.02031603 242.97968397] ; [ 26.97968397 117.02031603],0
s6,1,0.001906,9.638217,[150 144] ; [50 92],[134.86238532 159.13761468] ; [65.13761468 76.86238532],0
a5,1,0.001951,9.594741,[220  79] ; [85 59],[205.85778781  93.14221219] ; [99.14221219 44.85778781],0
r4,1,0.003181,8.700466,[278  21] ; [121  23],[269.30248307  29.69751693] ; [129.69751693  14.30248307],0
p11,1,0.003374,8.593322,[248  51] ; [102  42],[236.23024831  62.76975169] ; [113.76975169  30.23024831],0
p3,1,0.00451,8.066312,[147 151] ; [50 93],[133.12018141 164.87981859] ; [63.87981859 79.12018141],0
v4,1,0.010587,6.533299,[284  14] ; [126  16],[277.68181818  20.31818182] ; [132.31818182   9.68181818],0
p8,1,0.010676,6.518396,[158 133] ; [59 84],[145.5 145.5] ; [71.5 71.5],0
n1,1,0.018178,5.578914,[25 34] ; [10 38],[19.29906542 39.70093458] ; [15.70093458 32.29906542],0
a6,1,0.021607,5.277184,[217  82] ; [89 55],[206.53273138  92.46726862] ; [99.46726862 44.53273138],0
v3,1,0.036281,4.383869,[111 183] ; [37 98],[101.42657343 192.57342657] ; [46.57342657 88.42657343],0
p7,1,0.04631,3.970278,[187 108] ; [77 67],[177.40318907 117.59681093] ; [86.59681093 57.40318907],0
p2,1,0.057251,3.615283,[247  50] ; [108  35],[239.625  57.375] ; [115.375  27.625],0
p5,1,0.060889,3.513004,[ 33 265] ; [  8 136],[ 27.64253394 270.35746606] ; [ 13.35746606 130.64253394],0
s1,1,0.063858,3.434246,[  4 291] ; [  6 138],[  6.71981777 288.28018223] ; [  3.28018223 140.71981777],0
a8,1,0.076162,3.144948,[ 38 228] ; [ 11 124],[ 32.50374065 233.49625935] ; [ 16.49625935 118.50374065],0
p6,1,0.085595,2.955325,[ 95 200] ; [ 33 104],[ 87.40740741 207.59259259] ; [40.59259259 96.40740741],0
d5,1,0.112545,2.518109,[240  59] ; [106  38],[233.53047404  65.46952596] ; [112.46952596  31.53047404],0
s8,1,0.134585,2.238809,[ 80 218] ; [ 29 114],[ 73.6553288 224.3446712] ; [ 35.3446712 107.6553288],0
