Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-06,23.366889,[96 12] ; [1 5],[91.89473684 16.10526316] ; [5.10526316 0.89473684],1
d5,1,0.000283,13.178759,[87 21] ; [1 5],[83.36842105 24.63157895] ; [4.63157895 1.36842105],1
r2,1,0.000628,11.691651,[99  8] ; [3 3],[96.5840708 10.4159292] ; [5.4159292 0.5840708],1
r3,1,0.000676,11.555118,[98  8] ; [3 3],[95.58928571 10.41071429] ; [5.41071429 0.58928571],1
n2,1,0.002541,9.110556,[24  3] ; [1 3],[21.77419355  5.22580645] ; [3.22580645 0.77419355],0
s1,1,0.004845,7.936268,[  5 101] ; [2 4],[ 6.625 99.375] ; [0.375 5.625],0
p9,1,0.006437,7.423775,[95 12] ; [3 3],[92.79646018 14.20353982] ; [5.20353982 0.79646018],0
a7,1,0.007602,7.125,[75 33] ; [1 5],[72. 36.] ; [4. 2.],0
d4,1,0.010949,6.473535,[85 23] ; [2 4],[82.42105263 25.57894737] ; [4.57894737 1.42105263],0
s6,1,0.016061,5.796234,[90 14] ; [3 3],[87.92727273 16.07272727] ; [5.07272727 0.92727273],0
p2,1,0.018222,5.574653,[93 15] ; [3 3],[90.94736842 17.05263158] ; [5.05263158 0.94736842],0
r1,1,0.021106,5.317989,[82 26] ; [2 4],[79.57894737 28.42105263] ; [4.42105263 1.57894737],0
s3,1,0.028228,4.814119,[79 27] ; [2 4],[76.66071429 29.33928571] ; [4.33928571 1.66071429],0
p10,1,0.033139,4.538566,[90 17] ; [3 3],[88.0619469 18.9380531] ; [4.9380531 1.0619469],0
d3,1,0.049734,3.850392,[77 31] ; [2 4],[74.84210526 33.15789474] ; [4.15789474 1.84210526],0
s2,1,0.05437,3.701315,[75 31] ; [2 4],[72.875 33.125] ; [4.125 1.875],0
a5,1,0.057477,3.608737,[76 32] ; [2 4],[73.89473684 34.10526316] ; [4.10526316 1.89473684],0
d1,1,0.063037,3.455614,[60 48] ; [1 5],[57.78947368 50.21052632] ; [3.21052632 2.78947368],0
n4,1,0.073952,3.193056,[87 21] ; [3 3],[85.26315789 22.73684211] ; [4.73684211 1.26315789],0
s5,1,0.074976,3.170572,[53 45] ; [1 5],[50.88461538 47.11538462] ; [3.11538462 2.88461538],0
s8,1,0.077206,3.122753,[58 50] ; [1 5],[55.89473684 52.10526316] ; [3.10526316 2.89473684],0
b1,1,0.146758,2.105628,[40 68] ; [4 2],[41.68421053 66.31578947] ; [2.31578947 3.68421053],0
a6,1,0.161495,1.960172,[67 41] ; [2 4],[65.36842105 42.63157895] ; [3.63157895 2.36842105],0
a4,1,0.167857,1.901979,[49 59] ; [1 5],[47.36842105 60.63157895] ; [2.63157895 3.36842105],0
p8,1,0.180188,1.796075,[64 41] ; [2 4],[62.43243243 42.56756757] ; [3.56756757 2.43243243],0
p6,1,0.182681,1.775681,[47 59] ; [1 5],[45.42857143 60.57142857] ; [2.57142857 3.42857143],0
n3,1,0.236057,1.403986,[21  6] ; [2 2],[20.03225806  6.96774194] ; [2.96774194 1.03225806],0
b4,1,0.287453,1.131514,[60 48] ; [2 4],[58.73684211 49.26315789] ; [3.26315789 2.73684211],0
p7,1,0.325421,0.967033,[72 32] ; [3 3],[70.90909091 33.09090909] ; [4.09090909 1.90909091],0
a3,1,0.345694,0.889201,[74 34] ; [3 3],[72.94736842 35.05263158] ; [4.05263158 1.94736842],0
p4,1,0.373597,0.791667,[73 35] ; [3 3],[72. 36.] ; [4. 2.],0
p11,1,0.409297,0.680841,[87 21] ; [4 2],[86.21052632 21.78947368] ; [4.78947368 1.21052632],0
p1,1,0.412984,0.670194,[  8 100] ; [1 5],[ 8.52631579 99.47368421] ; [0.47368421 5.52631579],0
u3,1,0.514817,0.424263,[16 18] ; [2 1],[16.54054054 17.45945946] ; [1.45945946 1.54054054],0
v2,1,0.55329,0.351457,[48 57] ; [2 4],[47.2972973 57.7027027] ; [2.7027027 3.2972973],0
n6,1,0.556082,0.346534,[97 10] ; [5 1],[96.5840708 10.4159292] ; [5.4159292 0.5840708],0
d2,1,0.563824,0.333126,[49 59] ; [2 4],[48.31578947 59.68421053] ; [2.68421053 3.31578947],0
s7,1,0.647698,0.208815,[63 43] ; [3 3],[62.46428571 43.53571429] ; [3.53571429 2.46428571],0
b5,1,0.654789,0.199916,[62 46] ; [4 2],[62.52631579 45.47368421] ; [3.47368421 2.52631579],0
n1,1,0.849017,0.036242,[ 8 19] ; [1 3],[ 7.83870968 19.16129032] ; [1.16129032 2.83870968],0
p3,1,0.859476,0.031343,[58 50] ; [3 3],[57.78947368 50.21052632] ; [3.21052632 2.78947368],0
v1,1,0.911227,0.01243,[56 51] ; [3 3],[55.86725664 51.13274336] ; [3.13274336 2.86725664],0
