Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.001314,10.3223,[ 1 32] ; [5 8],[ 4.30434783 28.69565217] ; [ 1.69565217 11.30434783],0
p3,1,0.017963,5.599742,[ 3 30] ; [5 8],[ 5.73913043 27.26086957] ; [ 2.26086957 10.73913043],0
n1,1,0.046547,3.961685,[ 7 10] ; [6 1],[9.20833333 7.79166667] ; [3.79166667 3.20833333],0
p7,1,0.051731,3.784451,[ 6 27] ; [6 7],[ 8.60869565 24.39130435] ; [3.39130435 9.60869565],0
d3,1,0.08023,3.060229,[11 22] ; [8 5],[13.63043478 19.36956522] ; [5.36956522 7.63043478],0
d1,1,0.088407,2.903147,[ 9 24] ; [7 6],[11.47826087 21.52173913] ; [4.52173913 8.47826087],0
v1,1,0.09558,2.777792,[10 22] ; [ 1 12],[ 7.82222222 24.17777778] ; [3.17777778 9.82222222],0
d2,1,0.141326,2.163462,[12 20] ; [8 5],[14.22222222 17.77777778] ; [5.77777778 7.22222222],0
r1,1,0.218693,1.512926,[ 9 24] ; [6 7],[10.76086957 22.23913043] ; [4.23913043 8.76086957],0
d4,1,0.220927,1.498338,[19 14] ; [10  3],[20.80434783 12.19565217] ; [8.19565217 4.80434783],0
s5,1,0.268913,1.222284,[ 2 31] ; [ 2 10],[ 2.93333333 30.06666667] ; [ 1.06666667 10.93333333],0
n3,1,0.28255,1.154783,[ 7 10] ; [4 2],[8.13043478 8.86956522] ; [2.86956522 3.13043478],0
u2,1,0.288425,1.126961,[ 1 14] ; [1 3],[ 1.57894737 13.42105263] ; [0.42105263 3.57894737],0
a4,1,0.343814,0.896158,[10 22] ; [6 7],[11.37777778 20.62222222] ; [4.62222222 8.37777778],0
p10,1,0.343814,0.896158,[10 22] ; [6 7],[11.37777778 20.62222222] ; [4.62222222 8.37777778],0
s1,1,0.351613,0.867628,[ 4 29] ; [ 3 10],[ 5.02173913 27.97826087] ; [ 1.97826087 11.02173913],0
a1,1,0.372485,0.795358,[ 6 27] ; [ 1 12],[ 5.02173913 27.97826087] ; [ 1.97826087 11.02173913],0
r2,1,0.372609,0.794944,[16 15] ; [8 4],[17.30232558 13.69767442] ; [6.69767442 5.30232558],0
n5,1,0.417292,0.657929,[22 11] ; [7 6],[20.80434783 12.19565217] ; [8.19565217 4.80434783],0
a3,1,0.420457,0.649038,[18 14] ; [9 4],[19.2 12.8] ; [7.8 5.2],0
a5,1,0.424851,0.636858,[16 17] ; [8 5],[17.2173913 15.7826087] ; [6.7826087 6.2173913],0
d5,1,0.424851,0.636858,[16 17] ; [8 5],[17.2173913 15.7826087] ; [6.7826087 6.2173913],0
s7,1,0.454107,0.560381,[ 6 26] ; [ 1 10],[ 5.20930233 26.79069767] ; [1.79069767 9.20930233],0
b4,1,0.465819,0.531876,[19 14] ; [9 4],[20.08695652 12.91304348] ; [7.91304348 5.08695652],0
p2,1,0.497224,0.460857,[ 9 23] ; [5 8],[ 9.95555556 22.04444444] ; [4.04444444 8.95555556],0
p1,1,0.498796,0.457498,[ 5 28] ; [ 1 12],[ 4.30434783 28.69565217] ; [ 1.69565217 11.30434783],0
v3,1,0.498796,0.457498,[ 5 28] ; [ 1 12],[ 4.30434783 28.69565217] ; [ 1.69565217 11.30434783],0
b2,1,0.500184,0.454545,[ 8 14] ; [4 4],[ 8.8 13.2] ; [3.2 4.8],0
b3,1,0.500184,0.454545,[ 8 14] ; [4 4],[ 8.8 13.2] ; [3.2 4.8],0
n6,1,0.507211,0.439817,[11 20] ; [6 7],[11.97727273 19.02272727] ; [5.02272727 7.97727273],0
p6,1,0.516375,0.421127,[ 1 30] ; [ 1 12],[ 1.40909091 29.59090909] ; [ 0.59090909 12.40909091],0
r4,1,0.523118,0.407741,[ 5 28] ; [ 3 10],[ 5.73913043 27.26086957] ; [ 2.26086957 10.73913043],0
