Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,78.220339,[ 32 134] ; [100  45],[70.45659164 95.54340836] ; [61.54340836 83.45659164],1
s2,1,0.0,48.914408,[ 50 114] ; [102  43],[80.67313916 83.32686084] ; [71.32686084 73.67313916],1
s6,1,0.0,38.178915,[81 80] ; [120  23],[106.45065789  54.54934211] ; [94.54934211 48.45065789],1
s3,1,0.0,37.764654,[ 63 100] ; [106  38],[89.72964169 73.27035831] ; [79.27035831 64.72964169],1
a3,1,8e-06,19.900848,[89 75] ; [113  31],[107.55844156  56.44155844] ; [94.44155844 49.55844156],1
p4,1,1.6e-05,18.615216,[76 89] ; [102  43],[94.74193548 70.25806452] ; [83.25806452 61.74193548],1
p3,1,0.000101,15.111083,[ 57 108] ; [82 63],[73.98387097 91.01612903] ; [65.01612903 79.98387097],1
n4,1,0.000413,12.474365,[109  57] ; [120  24],[122.62580645  43.37419355] ; [106.37419355  37.62580645],1
p6,1,0.000511,12.073637,[ 45 119] ; [67 77],[ 59.63636364 104.36363636] ; [52.36363636 91.63636364],1
s4,1,0.000528,12.013502,[ 21 141] ; [ 42 103],[ 33.24429967 128.75570033] ; [ 29.75570033 115.24429967],1
p5,1,0.000665,11.585069,[ 11 153] ; [ 28 114],[ 20.90196078 143.09803922] ; [ 18.09803922 123.90196078],1
r1,1,0.000711,11.460971,[102  64] ; [114  30],[115.66451613  50.33548387] ; [100.33548387  43.66451613],1
s5,1,0.001208,10.478169,[ 40 119] ; [60 80],[ 53.17725753 105.82274247] ; [46.82274247 93.17725753],0
p7,1,0.003251,8.66081,[81 79] ; [95 46],[93.55481728 66.44518272] ; [82.44518272 58.55481728],0
n5,1,0.006088,7.524137,[111  53] ; [118  27],[121.54045307  42.45954693] ; [107.45954693  37.54045307],0
a4,1,0.006891,7.3012,[ 58 107] ; [73 72],[69.72580645 95.27419355] ; [61.27419355 83.72580645],0
v3,1,0.007053,7.259544,[ 20 143] ; [ 34 107],[ 28.95394737 134.04605263] ; [ 25.04605263 115.95394737],0
a6,1,0.009279,6.768252,[117  49] ; [81 63],[106.02580645  59.97419355] ; [91.97419355 52.02580645],0
a5,1,0.014317,5.998595,[102  64] ; [108  37],[112.09003215  53.90996785] ; [97.90996785 47.09003215],0
n1,1,0.016553,5.743112,[12 27] ; [22 16],[17.22077922 21.77922078] ; [16.77922078 21.22077922],0
d1,1,0.018788,5.521124,[74 92] ; [84 61],[84.33440514 81.66559486] ; [73.66559486 71.33440514],0
p12,1,0.019364,5.46838,[  4 161] ; [ 12 132],[  8.54368932 156.45631068] ; [  7.45631068 136.54368932],0
b5,1,0.019762,5.432759,[114  52] ; [81 64],[104.08360129  61.91639871] ; [90.91639871 54.08360129],0
n6,1,0.021181,5.311802,[130  36] ; [127  17],[137.61935484  28.38064516] ; [119.38064516  24.61935484],0
a2,1,0.021298,5.302244,[ 25 141] ; [ 37 108],[ 33.09324759 132.90675241] ; [ 28.90675241 116.09324759],0
u1,1,0.022064,5.240738,[ 16 150] ; [ 27 118],[ 22.95176849 143.04823151] ; [ 20.04823151 124.95176849],0
u3,1,0.031469,4.627197,[37 38] ; [23  9],[42.05607477 32.94392523] ; [17.94392523 14.05607477],0
d3,1,0.032344,4.580184,[97 67] ; [102  42],[105.96103896  58.03896104] ; [93.03896104 50.96103896],0
s1,1,0.033182,4.536342,[  4 160] ; [ 11 132],[  8.01302932 155.98697068] ; [  6.98697068 136.01302932],0
d2,1,0.042099,4.131201,[ 58 107] ; [67 77],[66.74757282 98.25242718] ; [58.25242718 85.74757282],0
v4,1,0.065086,3.402806,[151  14] ; [140   5],[154.88709677  10.11290323] ; [136.11290323   8.88709677],0
b3,1,0.118677,2.434692,[29 60] ; [42 54],[34.15675676 54.84324324] ; [36.84324324 59.15675676],0
b2,1,0.118677,2.434692,[29 60] ; [42 54],[34.15675676 54.84324324] ; [36.84324324 59.15675676],0
n3,1,0.120412,2.411948,[30  9] ; [23 15],[26.84415584 12.15584416] ; [26.15584416 11.84415584],0
