Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,100.819975,[ 65 243] ; [160  95],[123.09058615 184.90941385] ; [101.90941385 153.09058615],1
p8,1,0.0,32.295608,[ 91 214] ; [136 118],[123.85509839 181.14490161] ; [103.14490161 150.85509839],1
p2,1,0.0,31.080349,[207 100] ; [223  32],[234.89323843  72.10676157] ; [195.10676157  59.89323843],1
p7,1,2e-06,22.804273,[119 181] ; [153 102],[147.02702703 152.97297297] ; [124.97297297 130.02702703],1
s7,1,0.000103,15.075971,[ 97 198] ; [120 123],[118.98698885 176.01301115] ; [ 98.01301115 144.98698885],1
s6,1,0.000137,14.543872,[163 142] ; [174  77],[184.86510791 120.13489209] ; [152.13489209  98.86510791],1
r4,1,0.000148,14.4032,[263  46] ; [243  13],[276.73274336  32.26725664] ; [229.26725664  26.73274336],1
p10,1,0.00025,13.412498,[212  94] ; [210  44],[230.59285714  75.40714286] ; [191.40714286  62.59285714],1
a5,1,0.000488,12.159558,[200 109] ; [200  56],[218.76106195  90.23893805] ; [181.23893805  74.76106195],1
n5,1,0.000557,11.91446,[196 111] ; [197  58],[214.68149466  92.31850534] ; [178.31850534  76.68149466],1
p5,1,0.000604,11.764932,[  9 297] ; [ 25 227],[ 18.64516129 287.35483871] ; [ 15.35483871 236.64516129],1
r3,1,0.001746,9.799444,[276  32] ; [247   9],[285.60992908  22.39007092] ; [237.39007092  18.60992908],0
s8,1,0.001764,9.78012,[ 93 215] ; [109 145],[110.70462633 197.29537367] ; [ 91.29537367 162.70462633],0
d1,1,0.002893,8.87351,[152 157] ; [158  98],[169.53982301 139.46017699] ; [140.46017699 115.53982301],0
v1,1,0.00298,8.81947,[125 176] ; [133 112],[142.23076923 158.76923077] ; [115.76923077 129.23076923],0
s2,1,0.005091,7.84682,[122 185] ; [130 122],[138.39713775 168.60286225] ; [113.60286225 138.39713775],0
p9,1,0.007725,7.096183,[222  79] ; [212  43],[234.95323741  66.04676259] ; [199.04676259  55.95323741],0
v4,1,0.008502,6.924577,[282  24] ; [248   7],[289.09090909  16.90909091] ; [240.90909091  14.09090909],0
d5,1,0.010446,6.557241,[233  75] ; [216  40],[245.19858156  62.80141844] ; [203.80141844  52.19858156],0
p11,1,0.011112,6.447297,[216  93] ; [203  53],[229.15221239  79.84778761] ; [189.84778761  66.15221239],0
n6,1,0.011874,6.329606,[233  75] ; [214  40],[244.97508897  63.02491103] ; [202.02491103  51.97508897],0
n4,1,0.012372,6.256739,[206 102] ; [195  60],[219.37477798  88.62522202] ; [181.62522202  73.37477798],0
u1,1,0.018214,5.575449,[ 36 273] ; [ 48 208],[ 45.93982301 263.06017699] ; [ 38.06017699 217.93982301],0
d3,1,0.021298,5.30221,[188 120] ; [180  76],[200.96453901 107.03546099] ; [167.03546099  88.96453901],0
r1,1,0.02225,5.226098,[236  71] ; [214  39],[246.69642857  60.30357143] ; [203.30357143  49.69642857],0
a7,1,0.035755,4.408769,[210  98] ; [195  61],[221.17021277  86.82978723] ; [183.82978723  72.17021277],0
v2,1,0.040765,4.185743,[140 150] ; [140 105],[151.77570093 138.22429907] ; [128.22429907 116.77570093],0
a6,1,0.046901,3.948942,[201 107] ; [187  69],[211.88652482  96.11347518] ; [176.11347518  79.88652482],0
u3,1,0.062719,3.46399,[52 52] ; [48 27],[58.10055866 45.89944134] ; [41.89944134 33.10055866],0
s5,1,0.066842,3.358926,[ 73 226] ; [ 78 170],[ 82.5393053 216.4606947] ; [ 68.4606947 179.5393053],0
s3,1,0.071032,3.259007,[154 152] ; [145 105],[164.55755396 141.44244604] ; [134.44244604 115.55755396],0
p1,1,0.071575,3.246528,[ 13 293] ; [ 20 235],[ 18. 288.] ; [ 15. 240.],0
u2,1,0.074372,3.183793,[46 56] ; [44 31],[51.86440678 50.13559322] ; [38.13559322 36.86440678],0
d2,1,0.076049,3.147381,[132 173] ; [130 126],[142.44206774 162.55793226] ; [119.55793226 136.44206774],0
v3,1,0.089728,2.879254,[101 195] ; [ 99 141],[110.44776119 185.55223881] ; [ 89.55223881 150.44776119],0
a2,1,0.110496,2.547111,[ 60 249] ; [ 64 192],[ 67.8159292 241.1840708] ; [ 56.1840708 199.8159292],0
d4,1,0.231702,1.430384,[236  70] ; [208  48],[241.75088968  64.24911032] ; [202.24911032  53.75088968],0
s4,1,0.294528,1.098806,[ 52 255] ; [ 35 220],[ 47.52491103 259.47508897] ; [ 39.47508897 215.52491103],0
u4,1,0.346408,0.88657,[  4 305] ; [  6 250],[  5.46902655 303.53097345] ; [  4.53097345 251.46902655],0
a1,1,0.389876,0.739328,[ 14 295] ; [  8 248],[ 12.03185841 296.96814159] ; [  9.96814159 246.03185841],0
a3,1,0.424663,0.637374,[205 102] ; [179  77],[209.39253996  97.60746004] ; [174.60746004  81.39253996],0
n3,1,0.475396,0.509407,[65 31] ; [36 13],[66.86896552 29.13103448] ; [34.13103448 14.86896552],0
p12,1,0.493113,0.469727,[ 14 292] ; [ 15 241],[ 15.79003559 290.20996441] ; [ 13.20996441 242.79003559],0
s1,1,0.505572,0.443221,[  9 297] ; [ 10 242],[ 10.41935484 295.58064516] ; [  8.58064516 243.41935484],0
n2,1,0.586263,0.296218,[70 29] ; [36 12],[71.3877551 27.6122449] ; [34.6122449 13.3877551],0
n1,1,0.693982,0.154809,[38 60] ; [17 31],[36.91780822 61.08219178] ; [18.08219178 29.91780822],0
b4,1,0.722922,0.12571,[182 127] ; [147 109],[179.93097345 129.06902655] ; [149.06902655 106.93097345],0
b1,1,0.727428,0.121487,[113 196] ; [ 90 166],[111.02123894 197.97876106] ; [ 91.97876106 164.02123894],0
b5,1,0.79634,0.066609,[185 124] ; [156 100],[186.49380531 122.50619469] ; [154.50619469 101.49380531],0
b2,1,0.905121,0.014207,[ 55 111] ; [ 53 110],[ 54.49240122 111.50759878] ; [ 53.50759878 109.49240122],0
b3,1,0.905121,0.014207,[ 55 111] ; [ 53 110],[ 54.49240122 111.50759878] ; [ 53.50759878 109.49240122],0
a4,1,0.949065,0.004081,[128 179] ; [107 148],[128.37188612 178.62811388] ; [106.62811388 148.37188612],0
a8,1,0.979535,0.000658,[ 35 253] ; [ 28 201],[ 35.09477756 252.90522244] ; [ 27.90522244 201.09477756],0
