Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,93.471066,[43 67] ; [494 107],[83.08016878 26.91983122] ; [453.91983122 147.08016878],1
n4,1,0.0,51.725255,[60 52] ; [504  98],[88.47058824 23.52941176] ; [475.52941176 126.47058824],1
p10,1,0.0,30.911082,[67 41] ; [505  91],[87.75 20.25] ; [484.25 111.75],1
p9,1,2e-06,22.948663,[74 34] ; [516  78],[90.76923077 17.23076923] ; [499.23076923  94.76923077],1
p11,1,3e-06,21.898343,[71 41] ; [499 104],[89.28671329 22.71328671] ; [480.71328671 122.28671329],1
s7,1,8.3e-05,15.494123,[33 68] ; [311 266],[51.24483776 49.75516224] ; [292.75516224 284.24483776],1
s5,1,0.000199,13.845108,[20 85] ; [220 361],[36.73469388 68.26530612] ; [203.26530612 377.73469388],1
s6,1,0.000225,13.610668,[61 50] ; [427 162],[77.38285714 33.61714286] ; [410.61714286 178.38285714],1
p4,1,0.000271,13.260253,[50 60] ; [382 216],[67.11864407 42.88135593] ; [364.88135593 233.11864407],1
r2,1,0.000366,12.698347,[106   6] ; [595   5],[110.26966292   1.73033708] ; [590.73033708   9.26966292],1
p6,1,0.000464,12.253057,[23 83] ; [235 360],[39.0128388 66.9871612] ; [218.9871612 376.0128388],1
d2,1,0.001686,9.863215,[41 70] ; [320 282],[56.20056101 54.79943899] ; [304.79943899 297.20056101],0
s8,1,0.001788,9.755674,[37 75] ; [293 304],[52.12976023 59.87023977] ; [277.87023977 319.12976023],0
p7,1,0.0032,8.689586,[56 50] ; [397 190],[69.29004329 36.70995671] ; [383.70995671 203.29004329],0
d1,1,0.003233,8.670974,[55 57] ; [385 218],[68.92307692 43.07692308] ; [371.07692308 231.92307692],0
u1,1,0.005529,7.697881,[ 12 100] ; [134 469],[22.86993007 89.13006993] ; [123.13006993 479.86993007],0
p5,1,0.006146,7.506884,[  4 105] ; [ 76 522],[12.33380481 96.66619519] ; [ 67.66619519 530.33380481],0
s2,1,0.007784,7.082402,[45 66] ; [323 272],[57.85835694 53.14164306] ; [310.14164306 284.85835694],0
u2,1,0.008859,6.851036,[28  8] ; [83 71],[21.03157895 14.96842105] ; [89.96842105 64.03157895],0
p2,1,0.013221,6.139282,[84 27] ; [510  89],[92.86478873 18.13521127] ; [501.13521127  97.86478873],0
p3,1,0.0189,5.510776,[45 66] ; [316 284],[56.35864979 54.64135021] ; [304.64135021 295.35864979],0
b1,1,0.020879,5.33688,[54 58] ; [221 382],[43.07692308 68.92307692] ; [231.92307692 371.07692308],0
p12,1,0.025116,5.015863,[  3 105] ; [ 55 542],[ 8.88510638 99.11489362] ; [ 49.11489362 547.88510638],0
a5,1,0.026025,4.954381,[77 35] ; [472 130],[86.11764706 25.88235294] ; [462.88235294 139.11764706],0
a2,1,0.027212,4.877323,[20 92] ; [168 435],[29.44895105 82.55104895] ; [158.55104895 444.44895105],0
a4,1,0.030999,4.653008,[42 70] ; [291 308],[52.4556962 59.5443038] ; [280.5443038 318.4556962],0
p8,1,0.033303,4.530128,[49 60] ; [331 260],[59.17142857 49.82857143] ; [320.82857143 270.17142857],0
v3,1,0.045602,3.996247,[33 68] ; [252 330],[42.14494876 58.85505124] ; [242.85505124 339.14494876],0
v1,1,0.049948,3.843208,[52 58] ; [338 251],[61.37339056 48.62660944] ; [328.62660944 260.37339056],0
u3,1,0.07276,3.219639,[28  8] ; [96 59],[23.37172775 12.62827225] ; [100.62827225  54.37172775],0
v4,1,0.076376,3.140373,[105   5] ; [592  11],[107.5315568   2.4684432] ; [589.4684432  13.5315568],0
a3,1,0.09212,2.836937,[75 37] ; [447 152],[82.2278481 29.7721519] ; [439.7721519 159.2278481],0
b3,1,0.093611,2.811153,[17 44] ; [145 226],[22.875 38.125] ; [139.125 231.875],0
b2,1,0.093611,2.811153,[17 44] ; [145 226],[22.875 38.125] ; [139.125 231.875],0
v2,1,0.139271,2.185999,[53 48] ; [351 231],[59.74231332 41.25768668] ; [344.25768668 237.74231332],0
s1,1,0.192272,1.700125,[  6 103] ; [ 18 575],[  3.72649573 105.27350427] ; [ 20.27350427 572.72649573],0
s3,1,0.196726,1.666516,[57 53] ; [346 246],[63.14814815 46.85185185] ; [339.85185185 252.14814815],0
a1,1,0.205645,1.601821,[  2 110] ; [ 26 577],[  4.38601399 107.61398601] ; [ 23.61398601 579.38601399],0
a8,1,0.220535,1.500888,[11 91] ; [ 84 459],[15.02325581 86.97674419] ; [ 79.97674419 463.02325581],0
d4,1,0.235939,1.404693,[88 22] ; [508  93],[92.20815752 17.79184248] ; [503.79184248  97.20815752],0
u4,1,0.261399,1.261334,[  1 111] ; [ 16 587],[  2.66293706 109.33706294] ; [ 14.33706294 588.66293706],0
a7,1,0.262954,1.253139,[79 33] ; [454 147],[83.72510519 28.27489481] ; [449.27489481 151.72510519],0
d5,1,0.272981,1.201704,[87 24] ; [498 104],[91.07293128 19.92706872] ; [493.92706872 108.07293128],0
s4,1,0.354764,0.856344,[15 97] ; [100 491],[18.32147937 93.67852063] ; [ 96.67852063 494.32147937],0
p1,1,0.374121,0.789932,[  7 104] ; [ 53 545],[  9.39351199 101.60648801] ; [ 50.60648801 547.39351199],0
r3,1,0.429251,0.624848,[110   1] ; [590  12],[108.97615708   2.02384292] ; [591.02384292  10.97615708],0
b5,1,0.433708,0.612873,[70 42] ; [353 250],[66.26013986 45.73986014] ; [356.73986014 246.26013986],0
d3,1,0.436837,0.604578,[76 35] ; [434 168],[79.39691445 31.60308555] ; [430.60308555 171.39691445],0
n1,1,0.516026,0.421829,[10 20] ; [45 68],[11.53846154 18.46153846] ; [43.46153846 69.53846154],0
n2,1,0.544129,0.36794,[21  9] ; [86 28],[22.29166667  7.70833333] ; [84.70833333 29.29166667],0
a6,1,0.633859,0.226864,[76 35] ; [425 176],[78.10533708 32.89466292] ; [422.89466292 178.10533708],0
b4,1,0.785533,0.074047,[66 46] ; [347 256],[64.69370629 47.30629371] ; [348.30629371 254.69370629],0
n3,1,0.800109,0.064114,[22  6] ; [87 27],[21.49295775  6.50704225] ; [87.50704225 26.49295775],0
