Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,41.774913,[19 60] ; [180  97],[44.16011236 34.83988764] ; [154.83988764 122.16011236],1
p9,1,0.0,34.690844,[41 35] ; [237  41],[59.68361582 16.31638418] ; [218.31638418  59.68361582],1
p8,1,0.0,32.639294,[14 66] ; [149 129],[36.42458101 43.57541899] ; [126.57541899 151.42458101],1
p4,1,0.0,27.385832,[19 59] ; [162 118],[39.43575419 38.56424581] ; [141.56424581 138.43575419],1
p11,1,9e-06,19.612489,[45 35] ; [227  55],[60.11049724 19.88950276] ; [211.88950276  70.11049724],1
p10,1,2.8e-05,17.5765,[45 33] ; [226  54],[59.04469274 18.95530726] ; [211.95530726  68.04469274],1
s3,1,8.6e-05,15.415817,[25 54] ; [157 120],[40.38764045 38.61235955] ; [141.61235955 135.38764045],1
p6,1,0.000263,13.318558,[11 68] ; [ 99 181],[24.20612813 54.79387187] ; [ 85.79387187 194.20612813],1
s2,1,0.000582,11.832936,[22 57] ; [139 141],[35.42896936 43.57103064] ; [125.57103064 154.42896936],1
v4,1,0.001263,10.396537,[68 12] ; [268  13],[74.4598338  5.5401662] ; [261.5401662  19.4598338],0
b1,1,0.00138,10.232664,[43 37] ; [ 96 186],[30.71823204 49.28176796] ; [108.28176796 173.71823204],0
r3,1,0.002345,9.257943,[67 13] ; [263  16],[73.53760446  6.46239554] ; [256.46239554  22.53760446],0
d3,1,0.006085,7.52502,[42 38] ; [194  87],[52.29916898 27.70083102] ; [183.70083102  97.29916898],0
p3,1,0.008453,6.934834,[23 57] ; [127 154],[33.24099723 46.75900277] ; [116.75900277 164.24099723],0
r4,1,0.018744,5.525289,[62 18] ; [248  34],[68.50828729 11.49171271] ; [241.49171271  40.50828729],0
r1,1,0.030521,4.679708,[51 29] ; [214  68],[58.56353591 21.43646409] ; [206.43646409  75.56353591],0
a7,1,0.031158,4.644252,[47 33] ; [200  80],[54.88888889 25.11111111] ; [192.11111111  87.88888889],0
s7,1,0.035278,4.431647,[26 50] ; [130 142],[34.06896552 41.93103448] ; [121.93103448 150.06896552],0
p12,1,0.062394,3.472577,[ 9 71] ; [ 15 265],[ 5.33333333 74.66666667] ; [ 18.66666667 261.33333333],0
d5,1,0.065642,3.388776,[55 25] ; [221  60],[61.1634349 18.8365651] ; [214.8365651  66.1634349],0
s6,1,0.066254,3.373483,[42 38] ; [175  99],[49.03954802 30.96045198] ; [167.96045198 106.03954802],0
a1,1,0.128856,2.306233,[ 6 74] ; [ 10 272],[ 3.5359116 76.4640884] ; [ 12.4640884 269.5359116],0
s1,1,0.146499,2.108329,[ 5 74] ; [  8 271],[ 2.86871508 76.13128492] ; [ 10.13128492 268.86871508],0
a5,1,0.157839,1.994807,[48 32] ; [193  89],[53.25966851 26.74033149] ; [187.74033149  94.25966851],0
r2,1,0.177377,1.819469,[68 10] ; [257  22],[71.00840336  6.99159664] ; [253.99159664  25.00840336],0
a8,1,0.242762,1.364486,[ 6 70] ; [ 33 225],[ 8.8742515 67.1257485] ; [ 30.1257485 227.8742515],0
a6,1,0.259463,1.271619,[47 33] ; [185  97],[51.27071823 28.72928177] ; [180.72928177 101.27071823],0
n1,1,0.283824,1.148688,[12 16] ; [25 54],[ 9.68224299 18.31775701] ; [27.31775701 51.68224299],0
s4,1,0.289435,1.122246,[19 61] ; [ 51 226],[15.68627451 64.31372549] ; [ 54.31372549 222.68627451],0
v3,1,0.302735,1.062108,[25 52] ; [ 74 205],[21.41292135 55.58707865] ; [ 77.58707865 201.41292135],0
u3,1,0.303332,1.059488,[11 18] ; [44 46],[13.40336134 15.59663866] ; [41.59663866 48.40336134],0
s5,1,0.330512,0.94689,[20 57] ; [ 87 187],[23.47293447 53.52706553] ; [ 83.52706553 190.47293447],0
v2,1,0.373651,0.791486,[34 41] ; [109 166],[30.64285714 44.35714286] ; [112.35714286 162.64285714],0
p5,1,0.402117,0.701988,[ 5 75] ; [ 26 256],[ 6.85082873 73.14917127] ; [ 24.14917127 257.85082873],0
n4,1,0.408212,0.684001,[57 23] ; [213  68],[59.83379501 20.16620499] ; [210.16620499  70.83379501],0
s8,1,0.412347,0.672022,[26 54] ; [105 175],[29.11111111 50.88888889] ; [101.88888889 178.11111111],0
p1,1,0.534873,0.385125,[ 8 72] ; [ 22 259],[ 6.64819945 73.35180055] ; [ 23.35180055 257.64819945],0
b4,1,0.542594,0.370753,[49 31] ; [162 120],[46.62983425 33.37016575] ; [164.37016575 117.62983425],0
a3,1,0.543992,0.368191,[51 29] ; [190  92],[53.25966851 26.74033149] ; [187.74033149  94.25966851],0
n3,1,0.563426,0.333807,[18  9] ; [58 22],[19.17757009  7.82242991] ; [56.82242991 23.17757009],0
u2,1,0.610489,0.259463,[12 16] ; [44 47],[13.17647059 14.82352941] ; [42.82352941 48.17647059],0
n5,1,0.627368,0.235647,[56 24] ; [203  76],[57.71587744 22.28412256] ; [201.28412256  77.71587744],0
d1,1,0.634268,0.226317,[41 39] ; [153 129],[42.87292818 37.12707182] ; [151.12707182 130.87292818],0
a4,1,0.694183,0.154595,[30 49] ; [114 168],[31.51246537 47.48753463] ; [112.48753463 169.51246537],0
d2,1,0.810695,0.057374,[37 41] ; [129 152],[36.06685237 41.93314763] ; [129.93314763 151.06685237],0
b3,1,0.816287,0.053974,[17 32] ; [ 50 102],[16.33333333 32.66666667] ; [ 50.66666667 101.33333333],0
b2,1,0.816287,0.053974,[17 32] ; [ 50 102],[16.33333333 32.66666667] ; [ 50.66666667 101.33333333],0
d4,1,0.933987,0.006861,[62 18] ; [219  62],[62.27146814 17.72853186] ; [218.72853186  62.27146814],0
b5,1,0.950674,0.003827,[44 36] ; [154 128],[43.75690608 36.24309392] ; [154.24309392 127.75690608],0
n2,1,0.951678,0.003672,[20  9] ; [54 25],[19.87037037  9.12962963] ; [54.12962963 24.87037037],0
u1,1,0.956464,0.00298,[12 68] ; [ 43 239],[12.15469613 67.84530387] ; [ 42.84530387 239.15469613],0
a2,1,0.97762,0.000787,[16 64] ; [ 56 226],[15.91160221 64.08839779] ; [ 56.08839779 225.91160221],0
