Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.001918,9.626847,[31 15] ; [38 58],[22.35211268 23.64788732] ; [46.64788732 49.35211268],0
s2,1,0.005434,7.729045,[38 12] ; [53 48],[30.13245033 19.86754967] ; [60.86754967 40.13245033],0
s4,1,0.060145,3.53337,[16 33] ; [19 82],[11.43333333 37.56666667] ; [23.56666667 77.43333333],0
n2,1,0.07158,3.246419,[13  2] ; [13  9],[10.54054054  4.45945946] ; [15.45945946  6.54054054],0
b5,1,0.082237,3.020124,[25 25] ; [66 36],[29.93421053 20.06578947] ; [61.06578947 40.93421053],0
a7,1,0.097497,2.746022,[30 20] ; [74 27],[34.43708609 15.56291391] ; [69.56291391 31.43708609],0
n1,1,0.108543,2.575306,[8 7] ; [ 6 16],[5.67567568 9.32432432] ; [ 8.32432432 13.67567568],0
p8,1,0.119252,2.427124,[27 22] ; [42 59],[22.54 26.46] ; [46.46 54.54],0
v2,1,0.144795,2.126243,[19 30] ; [49 46],[23.13888889 25.86111111] ; [44.86111111 50.13888889],0
v4,1,0.148102,2.091689,[49  1] ; [93  8],[47.01986755  2.98013245] ; [94.98013245  6.01986755],0
a3,1,0.149905,2.073219,[28 22] ; [44 57],[23.8410596 26.1589404] ; [48.1589404 52.8410596],0
p5,1,0.151138,2.060728,[ 9 41] ; [10 92],[ 6.25 43.75] ; [12.75 89.25],0
s1,1,0.161712,1.958145,[ 4 45] ; [ 3 97],[ 2.30201342 46.69798658] ; [ 4.69798658 95.30201342],0
p2,1,0.170708,1.876717,[43  7] ; [78 24],[39.80263158 10.19736842] ; [81.19736842 20.80263158],0
p10,1,0.18046,1.793829,[41  9] ; [72 28],[37.66666667 12.33333333] ; [75.33333333 24.66666667],0
p9,1,0.206387,1.596588,[40  8] ; [74 26],[36.97297297 11.02702703] ; [77.02702703 22.97297297],0
p6,1,0.216198,1.52943,[20 28] ; [31 68],[16.65306122 31.34693878] ; [34.34693878 64.65306122],0
p3,1,0.302736,1.062103,[24 26] ; [40 62],[21.05263158 28.94736842] ; [42.94736842 59.05263158],0
d2,1,0.346461,0.886379,[ 8 42] ; [23 79],[10.19736842 39.80263158] ; [20.80263158 81.19736842],0
