Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,155.816758,[443  50] ; [60 84],[389.29199372 103.70800628] ; [113.70800628  30.29199372],1
n6,1,0.0,52.730501,[445  47] ; [94 49],[417.61889764  74.38110236] ; [121.38110236  21.61889764],1
s7,1,1e-06,24.744224,[254 213] ; [43 98],[228.12335526 238.87664474] ; [68.87664474 72.12335526],1
p4,1,9e-06,19.692726,[324 167] ; [65 78],[301.26025237 189.73974763] ; [87.73974763 55.26025237],1
v3,1,3.7e-05,17.005622,[221 254] ; [36 99],[200.12295082 274.87704918] ; [56.87704918 78.12295082],1
v1,1,3.8e-05,16.962664,[295 183] ; [58 80],[273.91883117 204.08116883] ; [79.08116883 58.91883117],1
p10,1,9.3e-05,15.266659,[454  38] ; [115  27],[441.55835962  50.44164038] ; [127.44164038  14.55835962],1
p6,1,0.000137,14.539064,[199 290] ; [ 32 107],[179.87101911 309.12898089] ; [51.12898089 87.87101911],1
u1,1,0.000858,11.111607,[ 96 398] ; [ 11 133],[ 82.84952978 411.15047022] ; [ 24.15047022 119.84952978],1
a5,1,0.001165,10.544472,[382 112] ; [92 52],[367.01567398 126.98432602] ; [106.98432602  37.01567398],0
a2,1,0.00147,10.115856,[132 362] ; [ 20 124],[117.69278997 376.30721003] ; [ 34.30721003 109.69278997],0
d2,1,0.001758,9.786018,[250 241] ; [52 92],[233.51496063 257.48503937] ; [68.48503937 75.51496063],0
s2,1,0.002681,9.012846,[250 240] ; [53 91],[234.17981073 255.82018927] ; [68.82018927 75.17981073],0
p3,1,0.003535,8.508243,[269 222] ; [59 85],[253.61889764 237.38110236] ; [74.38110236 69.61889764],0
n1,1,0.003897,8.331075,[46 49] ; [ 9 32],[38.41911765 56.58088235] ; [16.58088235 24.41911765],0
a3,1,0.005624,7.666883,[370 121] ; [91 52],[357.02050473 133.97949527] ; [103.97949527  39.02050473],0
a4,1,0.009359,6.752974,[238 254] ; [52 92],[224.33962264 267.66037736] ; [65.66037736 78.33962264],0
s8,1,0.012742,6.204532,[238 252] ; [53 91],[224.90536278 265.09463722] ; [66.09463722 77.90536278],0
s6,1,0.012894,6.183548,[330 156] ; [81 62],[317.56120827 168.43879173] ; [93.43879173 49.56120827],0
v2,1,0.019574,5.449524,[290 184] ; [68 68],[278.18360656 195.81639344] ; [79.81639344 56.18360656],0
p5,1,0.023234,5.150934,[ 74 415] ; [ 11 131],[ 65.87163233 423.12836767] ; [ 19.12836767 122.87163233],0
r4,1,0.03362,4.513917,[449  45] ; [122  22],[442.12225705  51.87774295] ; [128.87774295  15.12225705],0
a8,1,0.054505,3.697155,[ 79 367] ; [ 14 117],[ 71.88561525 374.11438475] ; [ 21.11438475 109.88561525],0
p7,1,0.054904,3.684998,[320 163] ; [81 60],[310.38942308 172.61057692] ; [90.61057692 50.38942308],0
r1,1,0.077675,3.112888,[395  97] ; [105  38],[387.4015748 104.5984252] ; [112.5984252  30.4015748],0
s3,1,0.082591,3.013159,[274 214] ; [67 73],[264.98089172 223.01910828] ; [76.01910828 63.98089172],0
u4,1,0.095256,2.783222,[ 16 478] ; [  1 143],[ 13.1630094 480.8369906] ; [  3.8369906 140.1630094],0
d1,1,0.096474,2.762884,[299 195] ; [76 68],[290.36050157 203.63949843] ; [84.63949843 59.36050157],0
a7,1,0.099055,2.720695,[349 144] ; [112  32],[356.78649922 136.21350078] ; [104.21350078  39.78649922],0
s1,1,0.101248,2.685775,[ 11 474] ; [  7 137],[ 13.87917329 471.12082671] ; [  4.12082671 139.87917329],0
b2,1,0.104612,2.63379,[136 177] ; [26 52],[129.68286445 183.31713555] ; [32.31713555 45.68286445],0
b3,1,0.104612,2.63379,[136 177] ; [26 52],[129.68286445 183.31713555] ; [32.31713555 45.68286445],0
d5,1,0.113397,2.506223,[404  87] ; [110  34],[397.43937008  93.56062992] ; [116.56062992  27.43937008],0
b1,1,0.124601,2.358515,[189 305] ; [45 99],[181.18495298 312.81504702] ; [52.81504702 91.18495298],0
d3,1,0.129074,2.303607,[325 166] ; [105  39],[332.48818898 158.51181102] ; [97.51181102 46.48818898],0
n2,1,0.131515,2.274529,[75 21] ; [27 14],[71.47445255 24.52554745] ; [30.52554745 10.47445255],0
p12,1,0.151045,2.06167,[ 50 440] ; [  9 135],[ 45.59936909 444.40063091] ; [ 13.40063091 130.59936909],0
s5,1,0.152614,2.045924,[156 326] ; [ 35 100],[149.20907618 332.79092382] ; [41.79092382 93.20907618],0
p11,1,0.155532,2.017142,[416  78] ; [114  30],[410.37617555  83.62382445] ; [119.62382445  24.37617555],0
r2,1,0.160508,1.969436,[463  26] ; [129  12],[459.5047619  29.4952381] ; [132.4952381   8.5047619],0
p8,1,0.162473,1.951061,[274 213] ; [71 72],[266.69047619 220.30952381] ; [78.30952381 64.69047619],0
a6,1,0.263919,1.248083,[338 153] ; [92 52],[332.48818898 158.51181102] ; [97.51181102 46.48818898],0
u2,1,0.313289,1.016758,[70 54] ; [33 18],[72.98285714 51.01714286] ; [30.01714286 20.98285714],0
p1,1,0.336876,0.922282,[ 48 445] ; [ 10 131],[ 45.10094637 447.89905363] ; [ 12.89905363 128.10094637],0
a1,1,0.382374,0.763054,[ 25 469] ; [ 10 134],[ 27.10031348 466.89968652] ; [  7.89968652 136.10031348],0
r3,1,0.383361,0.759895,[470  22] ; [135   9],[468.01886792  23.98113208] ; [136.98113208   7.01886792],0
d4,1,0.428709,0.626317,[402  89] ; [122  22],[405.17165354  85.82834646] ; [118.82834646  25.17165354],0
b4,1,0.632948,0.228084,[284 210] ; [86 58],[286.48902821 207.51097179] ; [83.51097179 60.48902821],0
v4,1,0.640626,0.217925,[469  23] ; [134   8],[467.94321767  24.05678233] ; [135.05678233   6.94321767],0
p2,1,0.921046,0.009824,[426  64] ; [123  19],[425.64873418  64.35126582] ; [123.35126582  18.64873418],0
u3,1,0.928379,0.008079,[69 55] ; [28 23],[68.73142857 55.26857143] ; [28.26857143 22.73142857],0
b5,1,0.946218,0.00455,[300 194] ; [87 57],[299.65203762 194.34796238] ; [87.34796238 56.65203762],0
n3,1,0.948305,0.004204,[69 26] ; [30 11],[69.15441176 25.84558824] ; [29.84558824 11.15441176],0
