Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.020773,5.345748,[19  9] ; [1 5],[16.47058824 11.52941176] ; [3.52941176 2.47058824],0
p3,1,0.033021,4.544695,[10 18] ; [5 1],[12.35294118 15.64705882] ; [2.64705882 3.35294118],0
r4,1,0.049602,3.854875,[24  4] ; [3 3],[22.23529412  5.76470588] ; [4.76470588 1.23529412],0
p10,1,0.056527,3.636447,[ 4 23] ; [3 3],[ 5.72727273 21.27272727] ; [1.27272727 4.72727273],0
s7,1,0.05964,3.54737,[ 9 17] ; [4 1],[10.90322581 15.09677419] ; [2.09677419 2.90322581],0
a7,1,0.076395,3.139971,[20  8] ; [2 4],[18.11764706  9.88235294] ; [3.88235294 2.11764706],0
s6,1,0.084695,2.972426,[12 15] ; [5 1],[13.90909091 13.09090909] ; [3.09090909 2.90909091],0
s3,1,0.100271,2.701224,[13 15] ; [5 1],[14.82352941 13.17647059] ; [3.17647059 2.82352941],0
a6,1,0.100271,2.701224,[15 13] ; [1 5],[13.17647059 14.82352941] ; [2.82352941 3.17647059],0
n4,1,0.114295,2.493808,[19  9] ; [2 4],[17.29411765 10.70588235] ; [3.70588235 2.29411765],0
r2,1,0.155707,2.015435,[25  3] ; [4 2],[23.88235294  4.11764706] ; [5.11764706 0.88235294],0
s2,1,0.162111,1.954422,[10 18] ; [4 2],[11.52941176 16.47058824] ; [2.47058824 3.52941176],0
n3,1,0.165857,1.92,[9 1] ; [1 1],[8.33333333 1.66666667] ; [1.66666667 0.33333333],0
u3,1,0.17753,1.818182,[ 6 10] ; [3 1],[7.2 8.8] ; [1.8 2.2],0
v1,1,0.178872,1.806973,[13 15] ; [1 5],[11.52941176 16.47058824] ; [2.47058824 3.52941176],0
s5,1,0.201994,1.627897,[ 4 22] ; [2 3],[ 5.03225806 20.96774194] ; [0.96774194 4.03225806],0
s8,1,0.245785,1.347101,[ 7 20] ; [3 3],[ 8.18181818 18.81818182] ; [1.81818182 4.18181818],0
b4,1,0.288986,1.124339,[16 12] ; [2 4],[14.82352941 13.17647059] ; [3.17647059 2.82352941],0
d4,1,0.292743,1.106962,[17 11] ; [5 1],[18.11764706  9.88235294] ; [3.88235294 2.11764706],0
d1,1,0.30859,1.036702,[ 8 20] ; [3 3],[ 9.05882353 18.94117647] ; [1.94117647 4.05882353],0
n6,1,0.30859,1.036702,[20  8] ; [3 3],[18.94117647  9.05882353] ; [4.05882353 1.94117647],0
r3,1,0.455434,0.557092,[26  2] ; [5 1],[25.52941176  2.47058824] ; [5.47058824 0.52941176],0
v2,1,0.45794,0.550926,[14 14] ; [2 4],[13.17647059 14.82352941] ; [2.82352941 3.17647059],0
u2,1,0.493563,0.46875,[9 7] ; [3 1],[9.6 6.4] ; [2.4 1.6],0
a4,1,0.518992,0.415895,[ 8 19] ; [1 5],[ 7.36363636 19.63636364] ; [1.63636364 4.36363636],0
d5,1,0.557706,0.343693,[15 13] ; [4 2],[15.64705882 12.35294118] ; [3.35294118 2.64705882],0
a5,1,0.628439,0.234184,[11 17] ; [3 3],[11.52941176 16.47058824] ; [2.47058824 3.52941176],0
a3,1,0.667082,0.185034,[12 16] ; [2 4],[11.52941176 16.47058824] ; [2.47058824 3.52941176],0
p11,1,0.749139,0.102256,[16 12] ; [3 3],[15.64705882 12.35294118] ; [3.35294118 2.64705882],0
d3,1,0.785413,0.074132,[17 11] ; [4 2],[17.29411765 10.70588235] ; [3.70588235 2.29411765],0
d2,1,0.785413,0.074132,[11 17] ; [2 4],[10.70588235 17.29411765] ; [2.29411765 3.70588235],0
v3,1,0.793488,0.068531,[ 6 22] ; [1 5],[ 5.76470588 22.23529412] ; [1.23529412 4.76470588],0
r1,1,0.911815,0.012266,[18 10] ; [4 2],[18.11764706  9.88235294] ; [3.88235294 2.11764706],0
n5,1,1.0,0.0,[14 14] ; [3 3],[14. 14.] ; [3. 3.],0
