Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.0,41.345771,[106  18] ; [157 144],[76.73411765 47.26588235] ; [186.26588235 114.73411765],1
s2,1,0.0,32.305982,[81 43] ; [106 195],[54.56 69.44] ; [132.44 168.56],1
s3,1,3e-06,21.707774,[83 38] ; [131 170],[61.36018957 59.63981043] ; [152.63981043 148.36018957],1
s8,1,3e-06,21.616242,[68 56] ; [ 93 209],[46.86384977 77.13615023] ; [114.13615023 187.86384977],1
p5,1,1.1e-05,19.391755,[ 20 106] ; [ 11 287],[  9.21226415 116.78773585] ; [ 21.78773585 276.21226415],1
s7,1,0.000394,12.561081,[70 51] ; [110 174],[53.77777778 67.22222222] ; [126.22222222 157.77777778],1
p12,1,0.003497,8.528176,[ 13 113] ; [ 10 291],[  6.78688525 119.21311475] ; [ 16.21311475 284.78688525],0
n6,1,0.005222,7.800971,[108  15] ; [227  73],[97.41134752 25.58865248] ; [237.58865248  62.41134752],0
v2,1,0.008114,7.008196,[80 42] ; [149 141],[67.81067961 54.18932039] ; [161.18932039 128.81067961],0
d2,1,0.012913,6.180976,[81 45] ; [154 147],[69.3442623 56.6557377] ; [165.6557377 135.3442623],0
p7,1,0.015563,5.851569,[75 47] ; [145 154],[63.75296912 58.24703088] ; [156.24703088 142.75296912],0
r2,1,0.016323,5.767695,[120   3] ; [271  27],[114.23515439   8.76484561] ; [276.76484561  21.23515439],0
d4,1,0.02,5.411896,[114  12] ; [246  56],[105.98130841  20.01869159] ; [254.01869159  47.98130841],0
r1,1,0.020649,5.356152,[109  14] ; [238  63],[100.66273585  22.33726415] ; [246.33726415  54.66273585],0
p3,1,0.02417,5.082405,[63 63] ; [115 186],[52.52459016 73.47540984] ; [125.47540984 175.52459016],0
p9,1,0.032729,4.559919,[106  18] ; [227  71],[97.84834123 26.15165877] ; [235.15165877  62.84834123],0
s4,1,0.044673,4.030928,[ 23 101] ; [ 34 268],[ 16.5915493 107.4084507] ; [ 40.4084507 261.5915493],0
d1,1,0.04915,3.870236,[86 40] ; [176 127],[76.95104895 49.04895105] ; [185.04895105 117.95104895],0
b3,1,0.05594,3.653843,[37 43] ; [ 63 123],[30.07518797 49.92481203] ; [ 69.92481203 116.07518797],0
b2,1,0.05594,3.653843,[37 43] ; [ 63 123],[30.07518797 49.92481203] ; [ 69.92481203 116.07518797],0
r4,1,0.061357,3.500308,[115  11] ; [256  47],[108.96503497  17.03496503] ; [262.03496503  40.96503497],0
v4,1,0.067737,3.337023,[118   5] ; [273  28],[113.42688679   9.57311321] ; [277.57311321  23.42688679],0
n2,1,0.069355,3.298214,[29  5] ; [58 26],[25.06779661  8.93220339] ; [61.93220339 22.06779661],0
p2,1,0.069739,3.289147,[104  22] ; [224  77],[96.78688525 29.21311475] ; [231.21311475  69.78688525],0
a3,1,0.069923,3.284835,[107  19] ; [233  69],[100.09345794  25.90654206] ; [239.90654206  62.09345794],0
p10,1,0.094504,2.795925,[101  23] ; [223  79],[94.30985915 29.69014085] ; [229.69014085  72.30985915],0
a6,1,0.108298,2.578891,[87 39] ; [231  71],[93.61682243 32.38317757] ; [224.38317757  77.61682243],0
v1,1,0.120069,2.41642,[68 55] ; [138 156],[60.76258993 62.23741007] ; [145.23741007 148.76258993],0
a4,1,0.156706,2.005732,[71 55] ; [147 154],[64.32786885 61.67213115] ; [153.67213115 147.32786885],0
n3,1,0.171701,1.868032,[27  7] ; [54 27],[23.94782609 10.05217391] ; [57.05217391 23.94782609],0
p1,1,0.178842,1.807218,[ 10 116] ; [ 14 287],[  7.08196721 118.91803279] ; [ 16.91803279 284.08196721],0
v3,1,0.192011,1.702121,[54 70] ; [105 181],[48.08780488 75.91219512] ; [110.91219512 175.08780488],0
p4,1,0.199513,1.645935,[67 57] ; [143 160],[60.98360656 63.01639344] ; [149.01639344 153.98360656],0
n5,1,0.24722,1.338946,[95 28] ; [216  85],[90.21933962 32.78066038] ; [220.78066038  80.21933962],0
b5,1,0.26218,1.257212,[70 56] ; [186 117],[75.18881119 50.81118881] ; [180.81118881 122.18881119],0
a7,1,0.269893,1.217291,[86 40] ; [222  80],[90.6728972 35.3271028] ; [217.3271028  84.6728972],0
u1,1,0.291084,1.114601,[28 98] ; [ 54 249],[ 24.08391608 101.91608392] ; [ 57.91608392 245.08391608],0
n1,1,0.291951,1.110603,[16 17] ; [31 51],[13.48695652 19.51304348] ; [33.51304348 48.48695652],0
a2,1,0.352715,0.863666,[41 85] ; [ 85 218],[37.00699301 88.99300699] ; [ 88.99300699 214.00699301],0
u3,1,0.373811,0.790957,[ 8 11] ; [37 32],[9.71590909 9.28409091] ; [35.28409091 33.71590909],0
d5,1,0.381155,0.766973,[109  17] ; [251  51],[105.98130841  20.01869159] ; [254.01869159  47.98130841],0
u2,1,0.387559,0.746588,[ 7 10] ; [37 33],[8.59770115 8.40229885] ; [35.40229885 34.59770115],0
r3,1,0.437713,0.602271,[117   8] ; [275  26],[115.02347418   9.97652582] ; [276.97652582  24.02347418],0
d3,1,0.457268,0.552574,[83 43] ; [210  92],[86.25700935 39.74299065] ; [206.74299065  95.25700935],0
p8,1,0.466004,0.531435,[56 67] ; [125 175],[52.63120567 70.36879433] ; [128.36879433 171.63120567],0
