Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1e-06,23.356098,[28  7] ; [10 31],[17.5 17.5] ; [20.5 20.5],1
n4,1,0.001332,10.297745,[28  7] ; [18 23],[21.18421053 13.81578947] ; [24.81578947 16.18421053],0
p7,1,0.003934,8.314028,[26  9] ; [16 23],[19.86486486 15.13513514] ; [22.13513514 16.86486486],0
b1,1,0.007491,7.151225,[19 16] ; [10 31],[13.35526316 21.64473684] ; [15.64473684 25.35526316],0
p8,1,0.011548,6.378919,[21 14] ; [12 27],[15.60810811 19.39189189] ; [17.39189189 21.60810811],0
n5,1,0.015835,5.821058,[28  7] ; [22 19],[23.02631579 11.97368421] ; [26.97368421 14.02631579],0
s8,1,0.028129,4.820153,[17 18] ; [10 31],[12.43421053 22.56578947] ; [14.56578947 26.43421053],0
u1,1,0.028356,4.806272,[ 9 26] ; [ 3 38],[ 5.52631579 29.47368421] ; [ 6.47368421 34.52631579],0
s3,1,0.029408,4.743544,[25  9] ; [20 21],[20.4 13.6] ; [24.6 16.4],0
v1,1,0.033761,4.506787,[18 17] ; [11 29],[13.53333333 21.46666667] ; [15.46666667 24.53333333],0
d5,1,0.065386,3.395207,[30  5] ; [27 13],[26.6  8.4] ; [30.4  9.6],0
a2,1,0.065547,3.391164,[ 9 26] ; [ 4 37],[ 5.98684211 29.01315789] ; [ 7.01315789 33.98684211],0
a5,1,0.072407,3.227592,[25 10] ; [21 20],[21.18421053 13.81578947] ; [24.81578947 16.18421053],0
b5,1,0.087648,2.917046,[20 15] ; [31 10],[23.48684211 11.51315789] ; [27.51315789 13.48684211],0
a4,1,0.087648,2.917046,[15 20] ; [10 31],[11.51315789 23.48684211] ; [13.48684211 27.51315789],0
p11,1,0.112039,2.52522,[28  7] ; [26 15],[24.86842105 10.13157895] ; [29.13157895 11.86842105],0
d1,1,0.114845,2.486256,[20 15] ; [16 25],[16.57894737 18.42105263] ; [19.42105263 21.57894737],0
d2,1,0.138481,2.194757,[16 19] ; [12 29],[12.89473684 22.10526316] ; [15.10526316 25.89473684],0
d3,1,0.162797,1.948052,[23 12] ; [32  8],[25.66666667  9.33333333] ; [29.33333333 10.66666667],0
a7,1,0.164668,1.930823,[22 13] ; [31  9],[24.73333333 10.26666667] ; [28.26666667 11.73333333],0
v3,1,0.177212,1.82085,[11 24] ; [ 7 32],[ 8.51351351 26.48648649] ; [ 9.48648649 29.51351351],0
p2,1,0.181236,1.787456,[30  5] ; [30 11],[27.63157895  7.36842105] ; [32.36842105  8.63157895],0
r4,1,0.215231,1.535889,[29  6] ; [29 12],[26.71052632  8.28947368] ; [31.28947368  9.71052632],0
s1,1,0.243042,1.362865,[ 3 32] ; [ 1 39],[ 1.86666667 33.13333333] ; [ 2.13333333 37.86666667],0
p6,1,0.256244,1.288937,[11 24] ; [ 8 32],[ 8.86666667 26.13333333] ; [10.13333333 29.86666667],0
r3,1,0.256458,1.287775,[32  3] ; [33  7],[30.33333333  4.66666667] ; [34.66666667  5.33333333],0
s6,1,0.279407,1.169971,[27  8] ; [27 14],[24.86842105 10.13157895] ; [29.13157895 11.86842105],0
v2,1,0.396723,0.718235,[12 22] ; [18 22],[13.78378378 20.21621622] ; [16.21621622 23.78378378],0
n6,1,0.4073,0.686668,[29  6] ; [30 10],[27.53333333  7.46666667] ; [31.46666667  8.53333333],0
s7,1,0.414192,0.666737,[16 17] ; [16 25],[14.27027027 18.72972973] ; [17.72972973 23.27027027],0
r1,1,0.425125,0.636105,[26  9] ; [27 14],[24.40789474 10.59210526] ; [28.59210526 12.40789474],0
s2,1,0.510199,0.433658,[20 14] ; [21 20],[18.58666667 15.41333333] ; [22.41333333 18.58666667],0
