Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.011914,6.323585,[87 10] ; [4 3],[84.875 12.125] ; [6.125 0.875],0
p11,1,0.02852,4.79636,[67 30] ; [2 5],[64.35576923 32.64423077] ; [4.64423077 2.35576923],0
r1,1,0.061977,3.483672,[73 24] ; [3 4],[70.88461538 26.11538462] ; [5.11538462 1.88461538],0
b1,1,0.106356,2.607542,[39 58] ; [5 2],[41.03846154 55.96153846] ; [2.96153846 4.03846154],0
p5,1,0.136966,2.211723,[ 3 94] ; [1 6],[ 3.73076923 93.26923077] ; [0.26923077 6.73076923],0
r2,1,0.14007,2.177185,[93  3] ; [6 1],[92.27184466  3.72815534] ; [6.72815534 0.27184466],0
d4,1,0.14543,2.119538,[78 19] ; [4 3],[76.48076923 20.51923077] ; [5.51923077 1.48076923],0
d3,1,0.146302,2.110387,[66 29] ; [3 4],[64.26470588 30.73529412] ; [4.73529412 2.26470588],0
p3,1,0.16485,1.929168,[43 54] ; [5 2],[44.76923077 52.23076923] ; [3.23076923 3.76923077],0
p4,1,0.205514,1.602751,[60 37] ; [6 1],[61.55769231 35.44230769] ; [4.44230769 2.55769231],0
b3,1,0.296951,1.087838,[35 28] ; [2 4],[33.7826087 29.2173913] ; [3.2173913 2.7826087],0
b2,1,0.296951,1.087838,[35 28] ; [2 4],[33.7826087 29.2173913] ; [3.2173913 2.7826087],0
s2,1,0.303266,1.059779,[60 36] ; [3 4],[58.7184466 37.2815534] ; [4.2815534 2.7184466],0
v1,1,0.309906,1.031078,[49 46] ; [5 2],[50.29411765 44.70588235] ; [3.70588235 3.29411765],0
n6,1,0.316696,1.002544,[83 14] ; [5 2],[82.07692308 14.92307692] ; [5.92307692 1.07692308],0
a6,1,0.32505,0.968518,[72 25] ; [4 3],[70.88461538 26.11538462] ; [5.11538462 1.88461538],0
a7,1,0.33435,0.931978,[71 25] ; [4 3],[69.90291262 26.09708738] ; [5.09708738 1.90291262],0
u1,1,0.378608,0.775215,[29 68] ; [1 6],[27.98076923 69.01923077] ; [2.01923077 4.98076923],0
u2,1,0.396818,0.717949,[20  6] ; [1 1],[19.5  6.5] ; [1.5 0.5],0
a5,1,0.406097,0.6902,[69 28] ; [6 1],[69.95192308 27.04807692] ; [5.04807692 1.95192308],0
d1,1,0.410719,0.676717,[57 40] ; [3 4],[55.96153846 41.03846154] ; [4.03846154 2.96153846],0
s3,1,0.433182,0.614276,[54 42] ; [5 2],[54.99029126 41.00970874] ; [4.00970874 2.99029126],0
a4,1,0.433182,0.614276,[54 42] ; [5 2],[54.99029126 41.00970874] ; [4.00970874 2.99029126],0
s7,1,0.473736,0.513249,[60 33] ; [3 3],[59.18181818 33.81818182] ; [3.81818182 2.18181818],0
u3,1,0.574695,0.31489,[18  8] ; [1 1],[17.64285714  8.35714286] ; [1.35714286 0.64285714],0
a2,1,0.593633,0.284706,[32 65] ; [3 4],[32.64423077 64.35576923] ; [2.35576923 4.64423077],0
p1,1,0.664283,0.188362,[ 9 88] ; [1 6],[ 9.32692308 87.67307692] ; [0.67307692 6.32692308],0
a8,1,0.668034,0.183911,[ 8 78] ; [1 6],[ 8.32258065 77.67741935] ; [0.67741935 6.32258065],0
s8,1,0.675853,0.174832,[49 47] ; [3 4],[48.46601942 47.53398058] ; [3.53398058 3.46601942],0
p10,1,0.681284,0.168684,[75 21] ; [5 2],[74.5631068 21.4368932] ; [5.4368932 1.5631068],0
n1,1,0.751458,0.10031,[12 19] ; [1 1],[12.21212121 18.78787879] ; [0.78787879 1.21212121],0
n4,1,0.777622,0.07976,[79 18] ; [6 1],[79.27884615 17.72115385] ; [5.72115385 1.27884615],0
p7,1,0.781832,0.076692,[63 32] ; [5 2],[63.33333333 31.66666667] ; [4.66666667 2.33333333],0
b5,1,0.852475,0.034582,[66 31] ; [5 2],[66.22115385 30.77884615] ; [4.77884615 2.22115385],0
s5,1,0.853949,0.033886,[33 56] ; [2 4],[32.78947368 56.21052632] ; [2.21052632 3.78947368],0
d5,1,0.869869,0.026839,[80 16] ; [6 1],[80.15533981 15.84466019] ; [5.84466019 1.15533981],0
p2,1,0.878676,0.023301,[81 16] ; [6 1],[81.14423077 15.85576923] ; [5.85576923 1.14423077],0
d2,1,0.89772,0.016523,[53 44] ; [4 3],[53.16346154 43.83653846] ; [3.83653846 3.16346154],0
v3,1,0.898574,0.016247,[29 65] ; [2 4],[29.14 64.86] ; [1.86 4.14],0
s4,1,0.915916,0.011147,[15 80] ; [1 6],[14.90196078 80.09803922] ; [1.09803922 5.90196078],0
a3,1,0.91891,0.010365,[71 26] ; [5 2],[70.88461538 26.11538462] ; [5.11538462 1.88461538],0
n5,1,0.92737,0.008309,[67 29] ; [5 2],[67.10679612 28.89320388] ; [4.89320388 2.10679612],0
b4,1,0.981821,0.000519,[55 42] ; [4 3],[55.02884615 41.97115385] ; [3.97115385 3.02884615],0
p9,1,0.991454,0.000115,[83 14] ; [6 1],[83.00961538 13.99038462] ; [5.99038462 1.00961538],0
