Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,3e-06,21.993035,[65  2] ; [15 10],[58.26086957  8.73913043] ; [21.73913043  3.26086957],1
a5,1,0.000545,11.954884,[56 11] ; [12 13],[49.52173913 17.47826087] ; [18.47826087  6.52173913],1
p1,1,0.009268,6.770468,[ 5 62] ; [ 7 18],[ 8.73913043 58.26086957] ; [ 3.26086957 21.73913043],0
s5,1,0.023368,5.140909,[26 39] ; [ 3 19],[21.66666667 43.33333333] ; [ 7.33333333 14.66666667],0
v4,1,0.024503,5.058669,[65  2] ; [21  4],[62.63043478  4.36956522] ; [23.36956522  1.63043478],0
b1,1,0.04744,3.929722,[37 30] ; [ 8 17],[32.77173913 34.22826087] ; [12.22826087 12.77173913],0
v2,1,0.066712,3.362117,[43 23] ; [11 14],[39.16483516 26.83516484] ; [14.83516484 10.16483516],0
u1,1,0.067285,3.348033,[13 54] ; [ 1 24],[10.19565217 56.80434783] ; [ 3.80434783 21.19565217],0
u3,1,0.072073,3.235165,[10  4] ; [3 6],[7.91304348 6.08695652] ; [5.08695652 3.91304348],0
n1,1,0.085804,2.951389,[6 3] ; [2 6],[4.23529412 4.76470588] ; [3.76470588 4.23529412],0
a3,1,0.104928,2.628998,[53 13] ; [16  9],[50.04395604 15.95604396] ; [18.95604396  6.04395604],0
a4,1,0.11339,2.506332,[31 36] ; [ 7 18],[27.67391304 39.32608696] ; [10.32608696 14.67391304],0
a2,1,0.166537,1.913844,[17 50] ; [ 3 22],[14.56521739 52.43478261] ; [ 5.43478261 19.56521739],0
a8,1,0.179286,1.80353,[ 9 53] ; [ 1 23],[ 7.20930233 54.79069767] ; [ 2.79069767 21.20930233],0
b4,1,0.207271,1.590385,[33 34] ; [16  9],[35.68478261 31.31521739] ; [13.31521739 11.68478261],0
s7,1,0.209613,1.5741,[32 31] ; [ 9 16],[29.35227273 33.64772727] ; [11.64772727 13.35227273],0
r3,1,0.220122,1.503573,[62  5] ; [21  4],[60.44565217  6.55434783] ; [22.55434783  2.44565217],0
p8,1,0.258954,1.274342,[32 33] ; [ 9 16],[29.61111111 35.38888889] ; [11.38888889 13.61111111],0
a6,1,0.27732,1.180178,[45 21] ; [14 11],[42.79120879 23.20879121] ; [16.20879121  8.79120879],0
d1,1,0.296169,1.091366,[35 32] ; [10 15],[32.77173913 34.22826087] ; [12.22826087 12.77173913],0
p2,1,0.313914,1.014135,[50 17] ; [16  9],[48.06521739 18.93478261] ; [17.93478261  7.06521739],0
s4,1,0.323511,0.974698,[ 8 59] ; [ 5 20],[ 9.4673913 57.5326087] ; [ 3.5326087 21.4673913],0
u2,1,0.33235,0.939719,[6 7] ; [2 6],[4.95238095 8.04761905] ; [3.04761905 4.95238095],0
v1,1,0.341344,0.905377,[39 27] ; [12 13],[36.98901099 29.01098901] ; [14.01098901 10.98901099],0
n5,1,0.344783,0.892567,[44 22] ; [14 11],[42.06593407 23.93406593] ; [15.93406593  9.06593407],0
n4,1,0.363584,0.825474,[51 15] ; [17  8],[49.31868132 16.68131868] ; [18.68131868  6.31868132],0
v3,1,0.383926,0.758093,[30 35] ; [ 9 16],[28.16666667 36.83333333] ; [10.83333333 14.16666667],0
a7,1,0.391985,0.732774,[39 28] ; [17  8],[40.7826087 26.2173913] ; [15.2173913  9.7826087],0
p11,1,0.392035,0.73262,[49 18] ; [16  9],[47.33695652 19.66304348] ; [17.66304348  7.33695652],0
s8,1,0.393704,0.727471,[33 33] ; [10 15],[31.18681319 34.81318681] ; [11.81318681 13.18681319],0
b3,1,0.411979,0.673084,[20 24] ; [ 5 10],[18.6440678 25.3559322] ; [6.3559322 8.6440678],0
b2,1,0.411979,0.673084,[20 24] ; [ 5 10],[18.6440678 25.3559322] ; [6.3559322 8.6440678],0
s3,1,0.428721,0.626285,[34 33] ; [15 10],[35.68478261 31.31521739] ; [13.31521739 11.68478261],0
n6,1,0.453479,0.561942,[50 16] ; [17  8],[48.59340659 17.40659341] ; [18.40659341  6.59340659],0
d2,1,0.457696,0.551523,[31 36] ; [ 9 15],[29.45054945 37.54945055] ; [10.54945055 13.45054945],0
b5,1,0.465794,0.531936,[40 27] ; [17  8],[41.51086957 25.48913043] ; [15.48913043  9.51086957],0
p7,1,0.551516,0.354608,[49 17] ; [17  8],[47.86813187 18.13186813] ; [18.13186813  6.86813187],0
d5,1,0.590931,0.288893,[50 17] ; [20  5],[50.97826087 16.02173913] ; [19.02173913  5.97826087],0
d4,1,0.627995,0.234789,[54 13] ; [19  6],[53.16304348 13.83695652] ; [19.83695652  5.16304348],0
p9,1,0.642875,0.215002,[49 16] ; [20  5],[49.83333333 15.16666667] ; [19.16666667  5.83333333],0
p6,1,0.648064,0.208349,[17 47] ; [ 5 18],[16.18390805 47.81609195] ; [ 5.81609195 17.18390805],0
a1,1,0.710776,0.137503,[ 4 63] ; [ 1 24],[ 3.64130435 63.35869565] ; [ 1.35869565 23.64130435],0
p5,1,0.710776,0.137503,[ 4 63] ; [ 1 24],[ 3.64130435 63.35869565] ; [ 1.35869565 23.64130435],0
s2,1,0.776781,0.080382,[29 38] ; [10 15],[28.40217391 38.59782609] ; [10.59782609 14.40217391],0
p10,1,0.859199,0.031469,[48 18] ; [17  7],[47.66666667 18.33333333] ; [17.33333333  6.66666667],0
s1,1,0.920398,0.009986,[ 3 64] ; [ 1 24],[ 2.91304348 64.08695652] ; [ 1.08695652 23.91304348],0
n3,1,0.929308,0.00787,[8 1] ; [7 1],[7.94117647 1.05882353] ; [7.05882353 0.94117647],0
s6,1,0.936911,0.006265,[37 28] ; [14 11],[36.83333333 28.16666667] ; [14.16666667 10.83333333],0
d3,1,0.983725,0.000416,[35 32] ; [13 12],[34.95652174 32.04347826] ; [13.04347826 11.95652174],0
